CUI1,CUI2
"('CLEC4D gene', 'C1539095')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Upper surface of body of first segment of coccyx', 'C0826842')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Adenocarcinoma of large intestine', 'C1319315')","('Cervical Fibroepithelial Polyp', 'C1516413')"
"('Lymphocyte', 'C0024264')","('Plexosarcoma', 'C2931518')"
"('Sequence Data Type', 'C3272378')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Thyroid hormone (disposition)', 'C4522017')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Primary operation', 'C0439631')","('BRCA2 Syndrome', 'C1332443')"
"('Clinical', 'C0205210')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Metastatic Disease Clinical Trial Setting', 'C4085632')","('Engraftment syndrome', 'C0919746')"
"('Human body', 'C0242821')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Tissue Specimen Code', 'C1547928')","('Cancer of Urinary Tract', 'C0751571')"
"('include - SetOperator', 'C1552866')","('Recurrent Primary Lymphoma of Bone', 'C4763785')"
"('Thymus Gland', 'C0040113')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Bloody', 'C4554530')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Tract', 'C1185740')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Swollen Lymph Node', 'C4282165')","('Adult Acute Eosinophilic Leukemia', 'C0279630')"
"('Interruption', 'C1512900')","('Unicystic ameloblastoma', 'C0457521')"
"('Leading', 'C1522538')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Disease', 'C0012634')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Pediatrics', 'C0030755')","('BRCA2 Syndrome', 'C1332443')"
"('3+ Score, WHO', 'C2981702')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Squamous Epithelial Cells', 'C0221910')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Tryptophanase', 'C0041260')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('Woman', 'C0043210')","('Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A', 'C4745016')"
"('Slightly (qualifier value)', 'C0750482')","('Locally Advanced Carcinoma', 'C4724834')"
"('Persistent embryonic structure', 'C0332996')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Malignant Neoplasms', 'C0006826')","('Spermatocytic seminoma', 'C0334517')"
"('Type - attribute', 'C0332307')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Isolate - microorganism', 'C1764827')","('Multiple Skull Base Meningiomas', 'C1334829')"
"('Penetrance', 'C0524899')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Include (action)', 'C2700399')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Pancreatitis, CTCAE 3.0', 'C1963198')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Chorionic Gonadotropin', 'C0018062')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Persons', 'C0027361')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Esthesia', 'C0036658')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Operative Surgical Procedures', 'C0543467')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Togo', 'C0040363')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Benign Neoplasm', 'C0086692')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Retinoic Acid Response Element', 'C1514917')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Young', 'C0332239')","('Benign squamous cell tumor', 'C0474800')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Condition', 'C0348080')","('Extracranial Neuroblastoma', 'C1333499')"
"('Previous', 'C0205156')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Occurrence', 'C2745955')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('high - ActExposureLevelCode', 'C3887512')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Type A', 'C4264487')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Limited stage (cancer stage)', 'C1517886')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('<50', 'C3843766')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Hematological Disease', 'C0018939')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Excision', 'C0728940')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('majority', 'C0680220')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Sedentary', 'C0205254')","('Papillary cystic tumor', 'C0334357')"
"('Call (Instruction)', 'C1947967')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('Unmarried person', 'C0037179')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('30%', 'C3842588')","('Peripheral primitive neuroectodermal tumor of soft tissue', 'C1112437')"
"('90%', 'C3842582')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('other medicated shampoos in ATC', 'C3539125')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('High Level', 'C4321237')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Ovary', 'C0029939')","('Benign neoplasm of eye, unspecified', 'C0496897')"
"('Upper', 'C1282910')","('Urethral Carcinoma', 'C0700101')"
"('Lower jaw region', 'C0460026')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Poor - grade value', 'C0542537')","('Localized Askin Tumor', 'C1321778')"
"('Frequently', 'C0332183')","('Uterine Cancer', 'C0153567')"
"('Tunnel structure', 'C0337138')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('newly', 'C0750546')","('Extra-abdominal fibromatosis', 'C1275420')"
"('Disease Screening', 'C1710031')","('Malignant neoplasm of gallbladder', 'C0153452')"
"('Pain NOS, CTCAE', 'C1962977')","('Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8', 'C4525739')"
"('CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS', 'C3540014')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Absent', 'C0332197')","('Refractory Ependymoma', 'C4687708')"
"('N+ (tumor staging)', 'C0441922')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('status - In progress', 'C1272688')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Form of bone', 'C1286272')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('To', 'C1883351')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Test - temporal region', 'C4318744')","('Pancreatic Endocrine Carcinoma', 'C1328479')"
"('Etiology aspects', 'C0015127')","('Hereditary Diffuse Gastric Adenocarcinoma', 'C4721859')"
"('Areas <moth>', 'C4319729')","('Lipoma of small intestine', 'C1336001')"
"('Lymphoma, Non-Hodgkin', 'C0024305')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('subscriber - self', 'C1551994')","('Refractory Ependymoma', 'C4687708')"
"('Cancer Genus', 'C0998265')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Condition:Find:Pt:^Patient:Nom', 'C3864998')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Transection (procedure)', 'C0152060')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Continuance of life', 'C0038952')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Forecast of outcome', 'C0033325')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Diabetes Mellitus', 'C0011849')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('Elements', 'C0013879')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Bilateral salpingectomy with oophorectomy', 'C0195495')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Include (action)', 'C2700399')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Disease', 'C0012634')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Mucous Membrane', 'C0026724')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('various allergen extracts', 'C3540765')","('Mucinous adenocarcinoma, endocervical type', 'C1266079')"
"('Vaginal (intended site)', 'C4521343')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('epithelial', 'C0221908')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('high - ActExposureLevelCode', 'C3887512')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Tryptophanase', 'C0041260')","('Basal Cell Ameloblastoma', 'C1511055')"
"('Group A (blood group)', 'C4522145')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Genetic Markers', 'C0017393')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('BRCA2 protein, human', 'C2973986')","('Cancer of Urinary Tract', 'C0751571')"
"('Experimental Result', 'C2825142')","('Benign neoplasm of thorax', 'C0346440')"
"('year', 'C0439234')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Inguinal part of abdomen', 'C0816951')","('Malignant neoplasm of choroid', 'C0153630')"
"('Entity Determiner - specific', 'C1552740')","('Refractory Barrett Esophagus', 'C4763736')"
"('Blood Cells', 'C0005773')","('Female Breast Carcinoma', 'C0007104')"
"('Family (taxonomic)', 'C1704727')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Taxonomic', 'C0008903')","('Astrocytoma of brain', 'C3695127')"
"('Benign', 'C0205183')","('Epithelioid Sarcoma NCI Grade 3', 'C1333425')"
"('Food allergenic extracts', 'C3540798')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Togo', 'C0040363')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Phenotype determination', 'C1285572')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Diagnostic Imaging', 'C0011923')","('Engraftment syndrome', 'C0919746')"
"('Structure of parenchyma of lung', 'C0819757')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Observation of reflex', 'C0596002')","('High Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279744')"
"('Known', 'C0205309')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Sarcoma', 'C1261473')","('Microcystic meningioma', 'C1384408')"
"('depend', 'C0725813')","('Nasal cavity carcinoma', 'C1377785')"
"('Evidence', 'C3887511')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Human body', 'C0242821')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Aggressive course', 'C0580822')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Crystal Present Or Absent (lab procedure)', 'C2699477')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('One', 'C0205447')","('Giant cell angiofibroma', 'C1367539')"
"('Head', 'C0018670')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Usual', 'C3538928')","('Ann Arbor Stage I Childhood Non-Hodgkin Lymphoma', 'C2986677')"
"('Males', 'C0086582')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Patient Condition Code - Stable', 'C1547311')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Shoulder', 'C0037004')","('Refractory Ependymoma', 'C4687708')"
"('Complete excision', 'C0015250')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('therapeutic aspects', 'C0039798')","('Uterine Cancer', 'C0153567')"
"('Cerebral Cavernous Hemangioma', 'C1140710')","('Breast Ductal Adenoma', 'C1511307')"
"('bony process', 'C1184743')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Meningeal cluster', 'C2332324')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Classification of information', 'C0678229')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('treatment - ActInformationManagementReason', 'C3887704')","('Ampulla of Vater Neuroendocrine Tumor by AJCC v8 Stage', 'C4525620')"
"('Very high', 'C0442804')","('Congenital hamartoma', 'C1302749')"
"('Back', 'C0004600')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Cancer Genus', 'C0998265')","('Adenocarcinoma, Clear Cell', 'C0206681')"
"('Subject -direct target', 'C1550501')","('Testicular cancer metastatic', 'C1096715')"
"('Weight decreased', 'C1262477')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Five', 'C0205451')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Vomiting, CTCAE', 'C1963281')","('Mucosal Melanoma', 'C3898222')"
"('One', 'C0205447')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Massive', 'C0522501')","('Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8', 'C4329674')"
"('Spreading (qualifier value)', 'C0332261')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Combined', 'C0205195')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Logical Condition', 'C1705253')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('shared attribute', 'C1522138')","('Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A', 'C4745016')"
"('Treating', 'C1522326')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('BRCA2 protein, human', 'C2973986')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Offspring', 'C0680063')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Term Birth', 'C0233324')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Nursing interventions', 'C0886296')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Common (qualifier value)', 'C0205214')","('Maxillary Sinus Adenoid Cystic Carcinoma', 'C1334643')"
"('diagnosis aspect', 'C1704338')","('Giant cell angiofibroma', 'C1367539')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Spreading (qualifier value)', 'C0332261')","(""non-Hodgkin's lymphoma of spleen"", 'C1336071')"
"('Leading', 'C1522538')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Malignant - descriptor', 'C0205282')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Persons', 'C0027361')","('Trichilemmocarcinoma', 'C1266009')"
"('International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)', 'C1137110')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Different', 'C1705242')","('Cancer of Urinary Tract', 'C0751571')"
"('Positron-Emission Tomography', 'C0032743')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Negation', 'C1518422')","('Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279742')"
"('Tryptophanase', 'C0041260')","('Recurrent Uveal Melanoma', 'C0278870')"
"('To', 'C1883351')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Expiration, function', 'C0231800')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Combined', 'C0205195')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Cutaneous Melanoma', 'C0151779')","('Cervical Adenomyoma, Endocervical Type', 'C1516405')"
"('Severe Extremity Pain', 'C4050465')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Advanced phase', 'C0205179')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('Pharmaceutical Preparations', 'C0013227')","('Neonatal leukemia', 'C0235813')"
"('Localized', 'C0392752')","('Fibroadenoma of breast', 'C0178421')"
"('T-Lymphocyte', 'C0039194')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Cystoscopy', 'C0010702')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Human Cells, Tissues, and Cellular and Tissue-Based Products Processing', 'C4521541')","('Refractory Glioma', 'C4687707')"
"('Give - dosing instruction imperative', 'C1947971')","('Blepharal carcinoma', 'C0920196')"
"('Vaginal neoplasia', 'C0750081')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Coitus', 'C0009253')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Chemotherapy', 'C3665472')","('Mucosal Melanoma', 'C3898222')"
"('United States', 'C0041703')","('Refractory Ependymoma', 'C4687708')"
"('Usual', 'C3538928')","(""Tongue Alveolar Soft Part Sarcoma'"", 'C4744704')"
"('Intraocular', 'C3282905')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Lymphocyte', 'C0024264')","('Engraftment syndrome', 'C0919746')"
"('Family (taxonomic)', 'C1704727')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('CEL gene', 'C1413336')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Thickened', 'C0205400')","('Female Breast Carcinoma', 'C0007104')"
"('Publications', 'C0034036')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Subject Risk', 'C4552904')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Part of', 'C1292711')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('dendritic spine neck', 'C3159206')","('Cartilaginous exostosis', 'C0029423')"
"('Back structure, excluding neck', 'C1995000')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Malignant neoplasm of urinary bladder', 'C0005684')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Partial larynx', 'C0426544')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Cardiovascular system', 'C0007226')","('Cherubism', 'C0008029')"
"('Name (property) (qualifier value)', 'C4522128')","('Localized Askin Tumor', 'C1321778')"
"('100%', 'C3817553')","('Microcystic meningioma', 'C1384408')"
"('To', 'C1883351')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Blood Cells', 'C0005773')","('Malignant melanoma of eyelid', 'C0339116')"
"('Ependymoma', 'C0014474')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Two', 'C0205448')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Present', 'C0150312')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Smear - instruction imperative', 'C1947932')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Distant', 'C0443203')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Measurement', 'C0242485')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Measured Tumor Identification', 'C3541902')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Cervical Squamous Cell Carcinoma', 'C0279671')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Secondary Neoplasm', 'C2939419')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Swollen Lymph Node', 'C4282165')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Related personal status', 'C0445223')","('Peripheral primitive neuroectodermal tumor of soft tissue', 'C1112437')"
"('Version', 'C0333052')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Array Feature', 'C1706388')","('Engraftment syndrome', 'C0919746')"
"('Primitive', 'C3645627')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Tissue Type Code - Basal cell carcinoma', 'C1547219')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('STS gene', 'C1420490')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Appearance Distress Question', 'C4084721')","('Female Breast Carcinoma', 'C0007104')"
"('Grouped (foundation metadata concept)', 'C4319846')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('Periosteal Osteosarcoma', 'C0206642')"
"('Sore skin', 'C1442877')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Concept History', 'C1705255')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Vitamin supplementation', 'C0302837')","('Benign tumor of eyelid', 'C0339107')"
"('Pediculus humanus capitis (eukaryote)', 'C0411280')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Glioblastoma Multiforme', 'C1621958')","('Trabecular adenocarcinoma', 'C0302182')"
"('Accepted', 'C1272684')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Present', 'C0150312')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('General surgery specialty', 'C1274039')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Small', 'C0700321')","('Temporal Lobe Pleomorphic Xanthoastrocytoma', 'C4744527')"
"('Control function', 'C2587213')","('Benign tumor of eyelid', 'C0339107')"
"('Diarrhea, CTCAE', 'C1963091')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Best Case Imputation Technique', 'C2984916')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('survival aspects', 'C0220921')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Asians', 'C0078988')","('ROSE Cluster 3', 'C4050314')"
"('Condition:Find:Pt:^Patient:Nom', 'C3864998')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Recurrence', 'C0034897')","('Trabecular adenocarcinoma', 'C0302182')"
"('Pharmacotherapy', 'C0013216')","('Childhood Lung Non-Small Cell Carcinoma', 'C3899650')"
"('Condylomata Acuminata', 'C0009663')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Chemotherapy', 'C3665472')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Often - answer to question', 'C4050225')","('ROSE Cluster 3', 'C4050314')"
"('Moveable', 'C0577537')","('Cancer of Urinary Tract', 'C0751571')"
"('Eating', 'C0013470')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('survival aspects', 'C0220921')","('Nasal cavity carcinoma', 'C1377785')"
"('Apply (instruction)', 'C1879355')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('section sample', 'C1522472')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Age of onset of symptoms:Time:Pt:^Patient:Qn', 'C3175530')","('Contact dermatitis due to alkali', 'C0263266')"
"('Name (property) (qualifier value)', 'C4522128')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Linear', 'C0205132')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Arsenic', 'C0003818')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Human body structure', 'C0460148')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Aspects of disease screening', 'C0220909')","('Benign squamous cell tumor', 'C0474800')"
"('Fatigue', 'C0015672')","('Melanomatosis', 'C1334691')"
"('Table Rules - groups', 'C1552839')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('diagnosis aspect', 'C1704338')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Aberrant', 'C0443127')","('Malignant neoplasm of olfactory nerve', 'C0496838')"
"('Therapeutic radiology procedure', 'C1522449')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Usually Need Help from Another Person for Arising', 'C4318616')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Antibodies', 'C0003241')","('Melanomatosis', 'C1334691')"
"('Name (property) (qualifier value)', 'C4522128')","('Small Intestinal Villous Adenoma', 'C1710115')"
"('Life', 'C0376558')","('adenosquamous carcinoma of breast', 'C1510796')"
"('treatment - ActInformationManagementReason', 'C3887704')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Pain', 'C0030193')","('Squamous cell carcinoma of lip', 'C0280302')"
"('800', 'C3844106')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Case Study', 'C0085973')","('Pleomorphic adenoma of parotid gland', 'C0349571')"
"('Probable diagnosis', 'C0332148')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Difficulty walking', 'C0311394')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Esophagitis, CTCAE', 'C1963106')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Operative Surgical Procedures', 'C0543467')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Organ', 'C0178784')","('Thymic Atypical Carcinoid Tumor', 'C1710396')"
"('Manual pelvic examination (procedure)', 'C0200045')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Leukemic Cells Measurement', 'C3890400')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Skeletal bone', 'C0262950')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Older Population', 'C1518563')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Child', 'C0008059')","('Fibroadenoma of breast', 'C0178421')"
"('Infection', 'C3714514')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Feelings', 'C1527305')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Cells', 'C0007634')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Pain, CTCAE', 'C4553004')","('Breast Ductal Adenoma', 'C1511307')"
"('Metastasis', 'C4255448')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Intrinsic origin', 'C0439674')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Human body', 'C0242821')","('Pancreatic carcinoma, familial', 'C2931038')"
"('To', 'C1883351')","('Metastatic Lung Neuroendocrine Neoplasm', 'C4763733')"
"('Cell Count', 'C0007584')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('International Classification of Disease for Oncology', 'C1512892')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Cell Communication', 'C0007582')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Exact (qualifier)', 'C2828393')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Secondary to', 'C0175668')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Disease', 'C0012634')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Volume Measurement', 'C2700258')","('Adult Anaplastic Oligodendroglioma', 'C0280790')"
"('Observed', 'C1441672')","('Nasal cavity carcinoma', 'C1377785')"
