,CUI1,CUI2,label
5173,Enlarged,Clonal Hematopoiesis of Indeterminate Potential,0
5174,commercial,Localized Ewing Sarcoma,0
5175,Benign,Stage I Adult Non-Hodgkin Lymphoma,0
5176,aggressive cancer,Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4,0
5177,Age of Onset,Metastatic Neoplasm to the Gallbladder,0
5178,Early,Acantholytic squamous cell carcinoma,0
5179,Teens,mucinous adenocarcinoma of gallbladder,0
5180,Childhood Leukemia,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5181,FLT3LG wt Allele,Giant cell angiofibroma,0
5182,Chest Pain,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
5183,Node - plant part,Extra-Adrenal Paraganglioma,0
5184,Lung,Bladder squamous cell carcinoma stage I,0
5185,Squamous cell carcinoma,Diffuse malignant mesothelioma,0
5186,Clear,Heavy Chain Deposition Disease,0
5187,Squamous cell carcinoma,Anaplastic large cell lymphoma,0
5188,Abnormal Reference Range,Lipoma of small intestine,0
5189,Cosmetic procedure,Adenocarcinoma,0
5190,Laboratory method,Recurrent Uveal Melanoma,0
5191,Coding,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0
5192,Early stage,Non-Metastatic Gestational Trophoblastic Tumor,0
5193,Carrying,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5194,Item Collection,Mastocytosis,0
5195,Tryptophanase,FIGO Stage II Ovarian Cancer,0
5196,Poor - qualifier,Mucinous adenocarcinoma gastric,0
5197,To,Diffuse malignant mesothelioma,0
5198,Lymphatic duct,Tonsillar Carcinoma,0
5199,Microvolt,Localized Askin Tumor,0
5200,90 - 100%,Primary Cutaneous Plasmablastic Lymphoma,0
5201,Nervous system structure,Intestinal Metaplasia of Bladder Urothelium,0
5202,Adult Lymphoma,Maxillary Sinus Adenocarcinoma,0
5203,Malignant neoplasm of lung,Stage I Adult Non-Hodgkin Lymphoma,0
5204,Feel Tired question,Diffuse malignant mesothelioma,0
5205,Intraventricular,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
5206,Trial Screening,Small cell neuroendocrine carcinoma of bladder,0
5207,Transitional cell morphology,Recurrent Testicular Lymphoma,0
5208,Bluish red color,Recurrent Uveal Melanoma,0
5209,Estimated,non-Hodgkin's lymphoma of spleen,0
5210,Complete Trisomy 21 Syndrome,Liver Lymphangioma,0
5211,cancer-predisposing genes,Refractory Barrett Esophagus,0
5212,High Level,Ovarian germ cell choriocarcinoma stage IV,0
5213,Sore sensation,carcinoma of middle ear,0
5214,Tonsil,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0
5215,Cells,Intestinal Neuroendocrine Carcinoma,0
5216,Blood Cells,mucinous adenocarcinoma of gallbladder,0
5217,Vestigium,Stage IVA Lip and Oral Cavity Cancer AJCC v8,0
5218,removal technique,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5219,Peritoneum,Localized Ewing Sarcoma,0
5220,Nursing interventions,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
5221,Oral cavity,Stage III Adult Immunoblastic Lymphoma,0
5222,*Type - Kind of quantity,Cancer of Urinary Tract,0
5223,United States,Malignant melanoma of eyelid,0
5224,Skin Pigmentation,Non-Metastatic Gestational Trophoblastic Tumor,0
5225,Reported Term,Metastatic Neoplasm to the Gallbladder,0
5226,Southern Europe,Primary Cutaneous Plasmablastic Lymphoma,0
5227,Aspects of disease screening,Chondrosarcoma,0
5228,Tryptophanase,Granular Cell Leiomyosarcoma,0
5229,Occur (action),Neonatal leukemia,0
5230,Turner Syndrome,Primary Cutaneous Plasmablastic Lymphoma,0
5231,Three,non-Hodgkin's lymphoma of spleen,0
5232,treatment - ActInformationManagementReason,Human Papillomavirus-Related Carcinoma,0
5233,Early,Human Papillomavirus-Related Carcinoma,0
5234,Devices,FIGO Stage II Ovarian Cancer,0
5235,Patient Discharge,Uterine Cancer,0
5236,Condition:Find:Pt:^Patient:Nom,sarcoma of spinal cord,0
5237,1+,Carcinoma of urinary bladder,0
5238,per second,Colorectal High Grade B-Cell Lymphoma,0
5239,Neoplasms,Larynx carcinoma recurrent,0
5240,*Type - Kind of quantity,benign mature teratoma of pancreas,0
5241,<2 years,Pancreatic Intraepithelial Neoplasia-3,0
5242,diagnosis aspect,Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma,0
5243,Central Nervous System Neoplasms,Endometrial Small Cell Carcinoma,0
5244,Fluid Leak,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5245,Include (action),Thyroid Gland Carcinoma Showing Thymus-Like Differentiation,0
5246,Psyche structure,Stage II Carcinoma of Penis,0
5247,various allergen extracts,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
5248,*Type - Kind of quantity,sarcoma of spinal cord,0
5249,Following,Carcinoma ex pleomorphic adenoma of parotid gland,0
5250,Patient Reported Outcome Stem,Prostate Lymphoma,0
5251,Follicle,Digestive System Hodgkin Lymphoma,0
5252,AKR1A1 wt Allele,Choroid Necrotic Melanoma,0
5253,Feature,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5254,Stem of Organ,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5255,Brain,Recurrent Uveal Melanoma,0
5256,Levator palpebrae superioris structure,Angiosarcoma of liver,0
5257,Tired,Acantholytic squamous cell carcinoma,0
5258,Decision,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
5259,Skin tanning,Familial Hemophagocytic Lymphocytosis,0
5260,Call (Instruction),Stage IB Pancreatic Cancer AJCC v8,0
5261,Used by,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5262,Malignant neoplasm of brain,Liver Lymphangioma,0
5263,Pharmacotherapy,Intracortical osteosarcoma,0
5264,Kininogenase,Grade 3a Malignant Neoplasm,0
5265,Frequently,Cerebral hemangioma,0
5266,Treating,Stage I Adult Non-Hodgkin Lymphoma,0
5267,Population Group,Spongiotic dermatitis,0
5268,Secretory Vesicles,Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma,0
5269,Table Rules - groups,Lung Mucinous Cystadenoma,0
5270,consider,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5271,Body part,Cartilaginous exostosis,0
5272,All of the Time,Choroid Necrotic Melanoma,0
5273,Serious,Colorectal Neuroendocrine Tumor G2,0
5274,Sarcoma,Stage III Gastric Neuroendocrine Tumor AJCC v8,0
5275,Specimen Source Codes - Tears,Human Papillomavirus-Related Carcinoma,0
5276,Carcinoma of lung,Intraepithelial Melanocytic Hyperplasia,0
5277,Set (Psychology),Malignant Testicular Sertoli Cell Tumor,0
5278,Adult human body,Bladder squamous cell carcinoma stage I,0
5279,Call (Instruction),High Grade Glandular Intraepithelial Neoplasia,0
5280,Curative - procedure intent,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5281,Improved,Stage IB Pancreatic Cancer AJCC v8,0
5282,Spectrum,Vaginal Non-Keratinizing Squamous Cell Carcinoma,0
5283,Pharmacotherapy,Benign Carotid Body Paraganglioma,0
5284,Poverty,Adult Alveolar Soft Part Sarcoma,0
5285,Tryptophanase,Unfavorable Non-Hodgkin Lymphoma,0
5286,Term Birth,Primary Cutaneous Plasmablastic Lymphoma,0
5287,Diagnosis,Digestive System Hodgkin Lymphoma,0
5288,Singular,Locally Advanced Soft Tissue Sarcoma,0
5289,Neoplasms by Site,Cerebral Primitive Neuroectodermal Tumor,0
5290,Contribution,Primary Cutaneous Plasmablastic Lymphoma,0
5291,Logical Condition,Carcinoma of urinary bladder,0
5292,chapter,Papillary cystic tumor,0
5293,Thymus Neoplasms,Mucinous cystadenofibroma,0
5294,Free (available (qualifier)),Ovarian germ cell choriocarcinoma stage IV,0
5295,Loss of appetite (finding),Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
5296,Beginning,Cancer of Urinary Tract,0
5297,Times,Female Breast Carcinoma,0
5298,Histocompatibility Testing,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
5299,Tunnel structure,Recurrent Testicular Lymphoma,0
5300,Numerous,Malignant melanoma of eyelid,0
5301,Trial Screening,non-Hodgkin's lymphoma of spleen,0
5302,Anatomic Site,Digestive System Hodgkin Lymphoma,0
5303,70%,Stage IB Lung Cancer AJCC v7,0
5304,Response process,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
5305,Time,Adult Alveolar Soft Part Sarcoma,0
5306,Include (action),Childhood Thyroid Gland Follicular Carcinoma,0
5307,65+,Malignant melanoma of eyelid,0
5308,More,Giant cell angiofibroma,0
5309,Breast,Mucinous adenocarcinoma gastric,0
5310,Status post,Malignant neoplasm of thalamus,0
5311,Bone Pain,Atypical Mesothelial Hyperplasia,0
5312,Europe,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
5313,Two,Malignant neoplasm of choroid,0
5314,Type A,Malignant melanoma of eyelid,0
5315,Second edition,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
5316,Usually,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
5317,Section - Geographic Area,Cartilaginous exostosis,0
5318,Death Adverse Event Not Associated with More Specific CTCAE Term NOS,Intestinal Metaplasia of Bladder Urothelium,0
5319,Previously Treated Childhood Rhabdomyosarcoma,Acantholytic squamous cell carcinoma,0
5320,Surgery specialty,Adult Alveolar Soft Part Sarcoma,0
5321,Broken skin,Adult Hepatocellular Carcinoma,0
5322,Range,Malignant Neoplasm of Lung - Multiple Primary Sites,0
5323,Physical Medical Procedure,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
5324,Primary malignant neoplasm,Digestive System Hodgkin Lymphoma,0
5325,Increased,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
5326,Percent (qualifier value),Mucinous cystadenofibroma,0
5327,Tryptophanase,Cerebral hemangioma,0
5328,Generation (action),Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
5329,Set scale,Mucinous adenocarcinoma gastric,0
5330,defects aspect,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,0
5331,Smear - instruction imperative,Endometrial Small Cell Carcinoma,0
5332,Negation,Acantholytic squamous cell carcinoma,0
5333,radiotherapeutic,Malignant neoplasm of thalamus,0
5334,Neuroendocrine Tumors,Refractory Barrett Esophagus,0
5335,cns lymphoma,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
5336,Forecast of outcome,Localized Ewing Sarcoma,0
5337,Work,Testicular cancer metastatic,0
5338,Object Class,Neonatal leukemia,0
5339,Esophageal pH Monitoring,Undifferentiated Neuroblastoma,0
5340,Shortened,Stage IV Childhood Non-Hodgkin Lymphoma,0
5341,Knowledge,Human Papillomavirus-Related Carcinoma,0
5342,Treatment Epoch,Stage IVA Lip and Oral Cavity Cancer AJCC v8,0
5343,10%,Uterine Cancer,0
5344,2+ Score,Neonatal leukemia,0
5345,Persons,Ovarian Carcinoid Tumor,0
5346,Contain (action),Mastocytosis,0
5347,Specimen Type - Macrophages,Stage IB Pancreatic Cancer AJCC v8,0
5348,Etiology aspects,Childhood Cerebellar Neoplasm,0
5349,Financial Account,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
5350,Cure (remedy),Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
5351,Child,mucinous adenocarcinoma of gallbladder,0
5352,Occur (action),Maxillary Sinus Adenocarcinoma,0
5353,90 - 100%,Chronic Myelomonocytic Leukemia-2,0
5354,Much,Stage IVA Lip and Oral Cavity Cancer AJCC v8,0
5355,Chemotherapy,embryonal rhabdomyosarcoma of prostate,0
5356,Pelvis,Intraepithelial Melanocytic Hyperplasia,0
5357,Use of,Recurrent Uveal Melanoma,0
5358,Persistent embryonic structure,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
5359,Pathological Dilatation,Medulloblastoma,0
5360,Mammals,Primary Cutaneous Plasmablastic Lymphoma,0
5361,Hemorrhage,Anterior Urethral Malignant Neoplasm,0
5362,Tissue of urinary bladder,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
5363,Manufactured form,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
5364,Times,Pancreatic Intraepithelial Neoplasia-3,0
5365,Analysis of substances,Grade 3a Malignant Neoplasm,0
5366,Removal of bladder,Choroid Necrotic Melanoma,0
5367,65,Undifferentiated Endocervical Sarcoma,0
5368,Pure Spanish horse breed (organism),Undifferentiated Endocervical Sarcoma,0
5369,Entity,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5370,Most,Childhood Central Nervous System Immature Teratoma,0
5371,Term Birth,Mixed parotid tumor,0
5372,Subject Risk,Diffuse malignant mesothelioma,0
5373,Reaching,Metastatic Neoplasm to the Gallbladder,0
5374,Oropharyngeal Carcinoma,squamous cell carcinoma of the thyroid gland,0
5375,Smear - instruction imperative,Metastatic Carcinoma in the Lung,0
5376,More,sarcoma of spinal cord,0
5377,Obesity,Thymic Clear Cell Carcinoma,0
5378,depend,Childhood Fibrillary Astrocytoma,0
5379,Time (foundation metadata concept),Undifferentiated Endocervical Sarcoma,0
5380,Time,Undifferentiated Endocervical Sarcoma,0
5381,Exposure to radiation,Heavy Chain Deposition Disease,0
5382,Type A,Stage IB Pancreatic Cancer AJCC v8,0
5383,Body tissue,Unfavorable Non-Hodgkin Lymphoma,0
5384,Young Adult,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
5385,Abnormally high,Localized Askin Tumor,0
5386,Levels (qualifier value),mucinous adenocarcinoma of gallbladder,0
5387,alpha 1-Antitrypsin Deficiency,Recurrent Testicular Lymphoma,0
5388,Therapeutic radiology procedure,Pancreatic Intraepithelial Neoplasia-3,0
5389,Multiple Partners,Testicular cancer metastatic,0
5390,Administration procedure,Metastatic Malignant Neoplasm in the Sellar Region,0
5391,Make - Instruction Imperative,Recurrent Testicular Lymphoma,0
5392,Agreement,Mucinous adenocarcinoma gastric,0
5393,Two,Testicular cancer metastatic,0
5394,Two,Cartilaginous exostosis,0
5395,Established,Stage III Adult Immunoblastic Lymphoma,0
5396,Less often,Breast Ductal Adenoma,0
5397,International Classification of Diseases,Lung squamous cell carcinoma stage I,0
5398,New,Acantholytic squamous cell carcinoma,0
5399,Population Mean,Pancreatic Intraepithelial Neoplasia-3,0
5400,90%,Stage III Adult Immunoblastic Lymphoma,0
5401,Malignant neoplasm of skin,Cancer of Urinary Tract,0
5402,Cell (compartment),Stage III Gastric Neuroendocrine Tumor AJCC v8,0
5403,therapeutic aspects,Clonal Hematopoiesis of Indeterminate Potential,0
5404,Togo,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5405,Genus Cygnus,Stage IB Pancreatic Cancer AJCC v8,0
5406,Clinical Effectiveness,High Grade Glandular Intraepithelial Neoplasia,0
5407,Including (qualifier),Undifferentiated Neuroblastoma,0
5408,adaptive,Intestinal Metaplasia of Bladder Urothelium,0
5409,Anatomic Site,Pancreatic Intraepithelial Neoplasia-3,0
5410,Diagnosis Study,Malignant neoplasm of choroid,0
5411,Germ cell tumor,Intracortical osteosarcoma,0
5412,True primary (qualifier value),Primary Cutaneous Plasmablastic Lymphoma,0
5413,More,Diffuse malignant mesothelioma,0
5414,control aspects,Xeroderma pigmentosum,0
5415,General surgery specialty,Localized Askin Tumor,0
5416,Basis - conceptual entity,Stage IB Pancreatic Cancer AJCC v8,0
5417,Source,Diffuse malignant mesothelioma,0
5418,Tryptophanase,Stage IVA Lip and Oral Cavity Cancer AJCC v8,0
5419,heart inflammation,FIGO Stage II Ovarian Cancer,0
5420,Percent Activity,Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4,0
5421,Infratentorial,Stage III Adult Immunoblastic Lymphoma,0
5422,500,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
5423,Compresses (device),Colorectal High Grade B-Cell Lymphoma,0
5424,United States Military Commissioned Officer O4,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation,0
5425,Childhood Neuroblastoma,Nodular Lymphocyte Predominant Hodgkin Lymphoma,0
5426,Palliative Care,Mucinous adenocarcinoma gastric,0
5427,Major,Noninfiltrating Intraductal Carcinoma,0
5428,Science of Etiology,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5429,59,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
5430,Infantile hemangioma,Malignant melanoma of eyelid,0
5431,error,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
5432,Simulate composite resin,Stage IB Pancreatic Cancer AJCC v8,0
5433,Approximate,Childhood Fibrillary Astrocytoma,0
5434,Arising in,Acantholytic squamous cell carcinoma,0
5435,Poor - grade value,Benign neoplasm of thorax,0
5436,Bladder Cancer Pathway,Cartilaginous exostosis,0
5437,Occur (action),Acute lymphadenitis,0
5438,Highest,Giant cell angiofibroma,0
5439,Biomaterial Treatment,Neonatal leukemia,0
5440,Scientific Control,Noninfiltrating Intraductal Carcinoma,0
5441,PSA Level Greater than Fifty,Mucinous adenocarcinoma gastric,0
5442,Experimental Result,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
5443,Exposure to asbestos,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5444,include - SetOperator,FIGO Stage II Ovarian Cancer,0
5445,Options,Bladder squamous cell carcinoma stage I,0
5446,United States,Grade 1 Clear Cell Renal Cell Carcinoma,0
5447,Negative Charge,Stage IVA Lip and Oral Cavity Cancer AJCC v8,0
5448,Malignant tumor of cervix,Testicular cancer metastatic,0
5449,Suspected diagnosis,Childhood Choriocarcinoma,0
5450,List,Adult Hepatocellular Carcinoma,0
5451,combination - answer to question,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
5452,Usual,adenosquamous carcinoma of breast,0
5453,Macrophage count,Extra-Adrenal Paraganglioma,0
5454,Usually,Carcinoma of urinary bladder,0
5455,Cumulative Survival Rate,gliosarcoma,0
5456,Papillomaviridae,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
5457,Free of (attribute),BRCA2 Syndrome,0
5458,Deferred,Blepharal carcinoma,0
5459,Scientific Publication,Germinoma,0
5460,International Classification of Diseases,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
5461,Swollen Lymph Node,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
5462,Neoplasms,Maxillary Sinus Adenocarcinoma,0
5463,Reside,malignant lymphoma of pancreatic lymph nodes,0
5464,Body structure,Recurrent Testicular Lymphoma,0
5465,Table Cell Horizontal Align - left,Grade 3a Malignant Neoplasm,0
5466,depend,Acute Undifferentiated Leukemia,0
5467,Rare,Endometrial Small Cell Carcinoma,0
5468,% Ercs,Testicular cancer metastatic,0
5469,Epithelial ovarian cancer,Lipoma of small intestine,0
5470,Income,Benign tumor of eyelid,0
5471,Nucleotide Excision Repair,Leptomeningeal sarcoma,0
5472,New Zealand Rabbits,Cancer of Urinary Tract,0
5473,include - SetOperator,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5474,Type A,Malignant neoplasm of choroid,0
5475,radiotherapeutic,Cancer of Urinary Tract,0
5476,Case unit dose,Acute Undifferentiated Leukemia,0
5477,Case (situation),Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
5478,Primary,Sarcomatoid Renal Cell Carcinoma,0
5479,Course,Bladder squamous cell carcinoma stage I,0
5480,Specimen Source Codes - Lesion,Mucinous adenocarcinoma gastric,0
5481,radiotherapeutic,FIGO Stage II Ovarian Cancer,0
5482,Tryptophanase,Recurrent Uveal Melanoma,0
5483,<50,Adult Brain Stem Mixed Glioma,0
5484,Immunotherapy for cancer,Hemangioma,0
5485,Secretory Vesicles,Carcinoma of urinary bladder,0
5486,Medical Imaging,Locally Advanced Soft Tissue Sarcoma,0
5487,Route of Administration - Mucous Membrane,Carcinoma of urinary bladder,0
5488,DNA,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5489,Platelets,Carcinoma of urinary bladder,0
5490,Therapeutic procedure,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5491,Endodermal,Testicular cancer metastatic,0
5492,Hormonal,Refractory Barrett Esophagus,0
5493,rituximab,Thymic Atypical Carcinoid Tumor,0
5494,Solitary leiomyoma,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5495,Qualitative form,Colorectal Neuroendocrine Tumor G2,0
5496,Approximate,Tonsillar Carcinoma,0
5497,treatment - ActInformationManagementReason,Rhabdomyosarcoma with ganglionic differentiation,0
5498,therapeutic aspects,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5499,Histology Procedure,Anterior Urethral Malignant Neoplasm,0
5500,Tumor cells,Malignant neoplasm of thalamus,0
5501,Acute leukemia,Recurrent Testicular Lymphoma,0
5502,Continuance of life,Chronic Myelomonocytic Leukemia-2,0
5503,Diagnosis,Malignant melanoma of eyelid,0
5504,Derived value,Ovarian germ cell choriocarcinoma stage IV,0
5505,Togo,Noninfiltrating Intraductal Carcinoma,0
5506,macromolecule,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
5507,Treating,Intestinal Metaplasia of Bladder Urothelium,0
5508,Cervical dysplasia,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
5509,Cells,Lung squamous cell carcinoma stage I,0
5510,Western Europe,embryonal rhabdomyosarcoma of prostate,0
5511,Biomaterial Treatment,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5512,Renal collecting tube,Mucinous adenocarcinoma gastric,0
5513,Cerebellar Hypoplasia,Chronic Myelomonocytic Leukemia-2,0
5514,Primary malignant neoplasm,malignant lymphoma of pancreatic lymph nodes,0
5515,Body tissue,Small cell neuroendocrine carcinoma of bladder,0
5516,Common (qualifier value),Adult Alveolar Soft Part Sarcoma,0
5517,Effective,Botryoid-Type Embryonal Rhabdomyosarcoma,0
5518,Substance,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
5519,Esophageal Stricture,Undifferentiated Endocervical Sarcoma,0
5520,Due to,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5521,Slightly Able,Human Papillomavirus-Related Carcinoma,0
5522,melanoma,Acute lymphadenitis,0
5523,status - In progress,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
5524,human AVP protein,Cerebral Primitive Neuroectodermal Tumor,0
5525,survival aspects,benign mature teratoma of pancreas,0
5526,Exposure to,BRCA2 Syndrome,0
5527,Microcyst,Hodgkin lymphoma,0
5528,Aspect (characteristic),adenosquamous carcinoma of breast,0
5529,Metastasis,Undifferentiated Neuroblastoma,0
5530,High risk,embryonal rhabdomyosarcoma of prostate,0
5531,combination of objects,Liver Lymphangioma,0
5532,common procedures,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
5533,high - ActExposureLevelCode,Grade 3a Malignant Neoplasm,0
5534,pregnancy related,Adrenal Rest Tumor,0
5535,Incidental Findings,Cerebral Primitive Neuroectodermal Tumor,0
5536,Feel Pain,non-Hodgkin's lymphoma of spleen,0
5537,include - SetOperator,Chronic Myelomonocytic Leukemia-2,0
5538,combination - answer to question,BRCA2 Syndrome,0
5539,Vaginal wall,Malignant Neoplasm of Lung - Multiple Primary Sites,0
5540,The Cancer Genome Atlas,Xeroderma pigmentosum,0
5541,NCI CTEP SDC Penile Cancer Sub-Category Terminology,Acantholytic squamous cell carcinoma,0
5542,biopsy characteristics,Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma,0
5543,year,Primary Cutaneous Plasmablastic Lymphoma,0
5544,Term (temporal),Stage IV Childhood Non-Hodgkin Lymphoma,0
5545,Rare,Stage IV Penile Cancer AJCC v7,0
5546,Persons,Uterine Cancer,0
5547,Abdomen+,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
5548,Sore sensation,Collecting Duct Carcinoma of the Kidney,0
5549,diagnosis aspect,Cancer of Urinary Tract,0
5550,Itchiness,Benign tumor of eyelid,0
5551,Fatigue,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
5552,Woman,Intraepithelial Melanocytic Hyperplasia,0
5553,Entity Determiner - specific,Hodgkin lymphoma,0
5554,Methods,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
5555,Deterioration of status,Ovarian Carcinoid Tumor,0
5556,Lower (action),Diffuse malignant mesothelioma,0
5557,Able (finding),Refractory Barrett Esophagus,0
5558,therapeutic aspects,Acantholytic squamous cell carcinoma,0
5559,Good,Human Papillomavirus-Related Carcinoma,0
5560,Symptoms aspect,Intraepithelial Melanocytic Hyperplasia,0
5561,Tryptophanase,Neoplasms,0
5562,Slightly Able,Malignant Neoplasm of Lung - Multiple Primary Sites,0
5563,One,Platinum-Resistant Lung Small Cell Carcinoma,0
5564,cancer risk,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
5565,Uterus,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
5566,Recipient,Stage IVA Lip and Oral Cavity Cancer AJCC v8,0
5567,Symptoms,Carcinoma of urinary bladder,0
5568,100%,Recurrent Uveal Melanoma,0
5569,Estimated,Cerebral Primitive Neuroectodermal Tumor,0
5570,various other nasal preparations in ATC,benign mature teratoma of pancreas,0
5571,Highest,Thymic Atypical Carcinoid Tumor,0
5572,Persons,Malignant Testicular Sertoli Cell Tumor,0
5573,Endodermal,Hodgkin lymphoma,0
5574,Experimental Result,Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4,0
5575,Acquisition (action),Pilocytic astrocytoma of cerebellum,0
5576,Primary,Deep Leiomyoma,0
5577,Pelvic Pain,Colorectal Neuroendocrine Tumor G2,0
5578,T-Cell Receptor,Hodgkin lymphoma,0
5579,Genetic Heterogeneity,Angiosarcoma of liver,0
5580,Form:Finding:Point in time:{Setting}:Document:{Role},Stage II Hepatocellular Carcinoma AJCC v6 and v7,0
5581,Malignant lymphoma,Diffuse malignant mesothelioma,0
5582,Cell (compartment),Familial Hemophagocytic Lymphocytosis,0
5583,Continuance of life,Cartilaginous exostosis,0
5584,risk factors - observation list,Tonsillar Carcinoma,0
5585,2+ Score,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
5586,Disease,Neonatal leukemia,0
5587,Feelings,BRCA2 Syndrome,0
5588,Benign,Cancer of Urinary Tract,0
5589,Negative Finding,Colorectal cancer,0
5590,Teens,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
5591,Lymphocyte component of blood,Uterine Cancer,0
5592,Dermatologic disorders,Small cell neuroendocrine carcinoma of bladder,0
5593,Biopsy,Granular Cell Leiomyosarcoma,0
5594,Involvement with,Stage III Adult Immunoblastic Lymphoma,0
5595,include - SetOperator,Human Papillomavirus-Related Carcinoma,0
5596,Complication,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
5597,Have Weight Loss,Bladder squamous cell carcinoma stage I,0
5598,combination of objects,Carcinoma of urinary bladder,0
5599,Malignant neoplasm of large intestine,Leiomyoma of Gallbladder,0
5600,Liver carcinoma,Stage IB Lung Cancer AJCC v7,0
5601,Fever,Chronic Myelomonocytic Leukemia-2,0
5602,operate <remove>,Childhood Thyroid Gland Follicular Carcinoma,0
5603,1+ Score,Localized Askin Tumor,0
5604,Scaly skin,Benign Apocrine Neoplasm,0
5605,various other intestinal adsorbents in ATC,Metastatic Malignant Neoplasm in the Sellar Region,0
5606,Asymptomatic,Vaginal Non-Keratinizing Squamous Cell Carcinoma,0
5607,Numbers,Cartilaginous exostosis,0
5608,Irritant (disposition),Recurrent Uveal Melanoma,0
5609,Mass,Giant cell angiofibroma,0
5610,B-Lymphocytes,Mucinous cystadenofibroma,0
5611,Usual Severity Nausea,Angiosarcoma of liver,0
