,CUI1,CUI2,label
12477,poisoning by glues and adhesives with undetermined intent,Poisoning of unknown intent,0
12478,poisoning by formaldehyde with undetermined intent,Poisoning of unknown intent,0
12479,poisoning by inorganic lead compounds with undetermined intent,Poisoning of unknown intent,0
12480,poisoning by organic lead compounds with undetermined intent,Poisoning of unknown intent,0
12481,poisoning by iron compounds with undetermined intent,Poisoning of unknown intent,0
12482,poisoning by monosodium glutamate (MSG) with undetermined intent,Poisoning of unknown intent,0
12483,poisoning by diesel fuel with undetermined intent,Poisoning of unknown intent,0
12484,poisoning by petroleum fuels and cleaners with undetermined intent,Poisoning of unknown intent,0
12485,poisoning by lubricating oils with undetermined intent,Poisoning of unknown intent,0
12486,poisoning by paraffin wax with undetermined intent,Poisoning of unknown intent,0
12487,poisoning by petroleum solids with undetermined intent,Poisoning of unknown intent,0
12488,poisoning by petroleum solvents with undetermined intent,Poisoning of unknown intent,0
12489,poisoning by petroleum products with undetermined intent,Poisoning of unknown intent,0
12490,poisoning by benzene with undetermined intent,Poisoning of unknown intent,0
12491,poisoning by carbon disulfide with undetermined intent,Poisoning of unknown intent,0
12492,poisoning by nitroglycol with undetermined intent,Poisoning of unknown intent,0
12493,poisoning by toluene with undetermined intent,Poisoning of unknown intent,0
12494,poisoning by glycols with undetermined intent,Poisoning of unknown intent,0
12495,Trichloroethylene poisoning of undetermined intent,Poisoning due to chemical substance,0
12496,poisoning by N-hexamemethyl-N-butyl ketone with undetermined intent,Poisoning of unknown intent,0
12497,poisoning by tetrachloroethylene with undetermined intent,Poisoning of unknown intent,0
12498,poisoning by solvents with undetermined intent,Poisoning of unknown intent,0
12499,poisoning by strychnine and salts with undetermined intent,Poisoning of unknown intent,0
12500,poisoning by sulfides with undetermined intent,Poisoning of unknown intent,0
12501,poisoning by aflatoxin with undetermined intent,Poisoning of unknown intent,0
12502,poisoning by asbestos with undetermined intent,Poisoning of unknown intent,0
12503,poisoning by latex with undetermined intent,Poisoning of unknown intent,0
12504,poisoning by silicone with undetermined intent,Poisoning of unknown intent,0
12505,poisoning by tobacco with undetermined intent,Poisoning of unknown intent,0
12506,poisoning by plant foods or fertilizers with undetermined intent,Poisoning of unknown intent,0
12507,boric acid poisoning with undetermined intent,Poisoning of unknown intent,0
12508,iodine poisoning with undetermined intent,Poisoning of unknown intent,0
12509,local anti-infective poisoning with undetermined intent,Poisoning of unknown intent,0
12510,anti-infective poisoning with undetermined intent,Poisoning of unknown intent,0
12511,anticholinergic poisoning with undetermined intent,Poisoning of unknown intent,0
12512,parasympatholytic poisoning with undetermined intent,Poisoning of unknown intent,0
12513,parasympathomimetic poisoning with undetermined intent,Poisoning of unknown intent,0
12514,beta adrenergic blocking agent poisoning with undetermined intent,Poisoning of unknown intent,0
12515,sympatholytic poisoning with undetermined intent,Poisoning of unknown intent,0
12516,dopamine poisoning with undetermined intent,Poisoning of unknown intent,0
12517,Adrenalin poisoning of undetermined intent,Poisoning of unknown intent,0
12518,sympathomimetic poisoning with undetermined intent,Poisoning of unknown intent,0
12519,autonomic nervous system-acting medication poisoning with undetermined intent,Poisoning of unknown intent,0
12520,topical or infiltration anesthetic poisoning with undetermined intent,Poisoning of unknown intent,0
12521,gaseous anesthetic poisoning with undetermined intent,Poisoning of unknown intent,0
12522,muscle-tone depressant poisoning with undetermined intent,Poisoning of unknown intent,0
12523,phencyclidine poisoning with undetermined intent,Poisoning of unknown intent,0
12524,intravenous anesthetic poisoning with undetermined intent,Poisoning of unknown intent,0
12525,local anesthetic poisoning with undetermined intent,Poisoning of unknown intent,0
12526,anesthetic poisoning with undetermined intent,Poisoning of unknown intent,0
12527,pyrazole derivative poisoning with undetermined intent,Poisoning of unknown intent,0
12528,non-narcotic analgesic poisoning with undetermined intent,Poisoning of unknown intent,0
12529,phenacetin poisoning with undetermined intent,Poisoning of unknown intent,0
12530,iron salt poisoning with undetermined intent,Poisoning of unknown intent,0
12531,natural blood poisoning with undetermined intent,Poisoning of unknown intent,0
12532,blood constituent agent poisoning with undetermined intent,Poisoning of unknown intent,0
12533,antidote poisoning with undetermined intent,Poisoning of unknown intent,0
12534,hydantoin derivative poisoning with undetermined intent,Poisoning of unknown intent,0
12535,oxazolidine derivative poisoning with undetermined intent,Poisoning of unknown intent,0
12536,toxicity from anticonvulsants/antiparkinsonism drugs due to undetermined intent,Poisoning of unknown intent,0
12537,encainide poisoning with undetermined intent,Poisoning of unknown intent,0
12538,flecainide poisoning with undetermined intent,Poisoning of unknown intent,0
12539,cinchonism poisoning with undetermined intent,Poisoning of unknown intent,0
12540,antiarrhythmic poisoning with undetermined intent,Poisoning of unknown intent,0
12541,reserpine poisoning with undetermined intent,Poisoning of unknown intent,0
12542,cholestyramine poisoning with undetermined intent,Poisoning of unknown intent,0
12543,HMG-CoA reductase inhibitor poisoning with undetermined intent,Poisoning of unknown intent,0
12544,antilipemic poisoning with undetermined intent,Poisoning of unknown intent,0
12545,cardiac glycoside poisoning with undetermined intent,Poisoning of unknown intent,0
12546,ganglion-blocking agent poisoning with undetermined intent,Poisoning of unknown intent,0
12547,nifedipine poisoning with undetermined intent,Poisoning of unknown intent,0
12548,antivaricose drug poisoning with undetermined intent,Poisoning of unknown intent,0
12549,capillary-active drug poisoning with undetermined intent,Poisoning of unknown intent,0
12550,vasodilator poisoning with undetermined intent,Poisoning of unknown intent,0
12551,cardiovascular medication poisoning with undetermined intent,Poisoning of unknown intent,0
12552,analeptic poisoning with undetermined intent,Poisoning of unknown intent,0
12553,opiate antagonist poisoning with undetermined intent,Poisoning of unknown intent,0
12554,strychnine poisoning with undetermined intent,Poisoning of unknown intent,0
12555,central nervous system stimulant poisoning with undetermined intent,Poisoning of unknown intent,0
12556,topical dental medication poisoning with undetermined intent,Poisoning of unknown intent,0
12557,antipruritic poisoning with undetermined intent,Poisoning of unknown intent,0
12558,Local astringent and detergent poisoning of undetermined intent,Poisoning of unknown intent,0
12559,"emollient, demulcent, and protectant poisoning with undetermined intent",Poisoning of unknown intent,0
12560,exfoliant poisoning with undetermined intent,Poisoning of unknown intent,0
12561,cantharidin poisoning with undetermined intent,Poisoning of unknown intent,0
12562,dermatological poisoning with undetermined intent,Poisoning of unknown intent,0
12563,poisoning with ENT preparations with undetermined intent,Poisoning of unknown intent by drug,0
12564,magnesium trisilicate poisoning with undetermined intent,Poisoning of unknown intent,0
12565,antacid poisoning with undetermined intent,Poisoning of unknown intent,0
12566,emollient cathartic poisoning with undetermined intent,Poisoning of unknown intent,0
12567,irritant cathartic poisoning with undetermined intent,Poisoning of unknown intent,0
12568,cathartic poisoning with undetermined intent,Poisoning of unknown intent,0
12569,digestant poisoning with undetermined intent,Poisoning of unknown intent,0
12570,antidiarrheal poisoning with undetermined intent,Poisoning of unknown intent,0
12571,emetic poisoning with undetermined intent,Poisoning of unknown intent,0
12572,gastrointestinal medication poisoning with undetermined intent,Poisoning of unknown intent,0
12573,hormone poisoning with undetermined intent,Poisoning of unknown intent,0
12574,immunosuppressive poisoning with undetermined intent,Poisoning of unknown intent,0
12575,lipotropic medication poisoning with undetermined intent,Poisoning of unknown intent,0
12576,mineral salt poisoning with undetermined intent,Poisoning of unknown intent,0
12577,ethacrynic acid poisoning with undetermined intent,Poisoning of unknown intent,0
12578,spironolactone poisoning with undetermined intent,Poisoning of unknown intent,0
12579,mercurial diuretic poisoning with undetermined intent,Poisoning of unknown intent,0
12580,purine derivative diuretic poisoning with undetermined intent,Poisoning of unknown intent,0
12581,diuretic poisoning with undetermined intent,Poisoning of unknown intent,0
12582,thiazide poisoning with undetermined intent,Poisoning of unknown intent,0
12583,carbonic acid anhydrase inhibitor poisoning with undetermined intent,Poisoning of unknown intent,0
12584,antimetabolite poisoning with undetermined intent,Poisoning of unknown intent,0
12585,metabolism medication poisoning with undetermined intent,Poisoning of unknown intent,0
12586,skeletal muscle relaxant poisoning with undetermined intent,Poisoning of unknown intent,0
12587,smooth muscle relaxant poisoning with undetermined intent,Poisoning of unknown intent,0
12588,muscle relaxant poisoning with undetermined intent,Poisoning of unknown intent,0
12589,Pethidine poisoning of undetermined intent,Poisoning of unknown intent,0
12590,ophthalmological poisoning with undetermined intent,Poisoning of unknown intent,0
12591,marijuana poisoning with undetermined intent,Poisoning of unknown intent,0
12592,monoamine oxidase inhibitor poisoning with undetermined intent,Poisoning of unknown intent,0
12593,phenothiazine-based tranquilizer poisoning with undetermined intent,Poisoning of unknown intent,0
12594,butyrophenone poisoning with undetermined intent,Poisoning of unknown intent,0
12595,minor tranquilizer poisoning with undetermined intent,Poisoning of unknown intent,0
12596,tranquilizer poisoning with undetermined intent,Poisoning of unknown intent,0
12597,antitussive poisoning with undetermined intent,Poisoning of unknown intent,0
12598,expectorant poisoning with undetermined intent,Poisoning of unknown intent,0
12599,antiasthmatic poisoning with undetermined intent,Poisoning of unknown intent,0
12600,respiratory medication poisoning with undetermined intent,Poisoning of unknown intent,0
12601,Pentobarbitone poisoning of undetermined intent,Poisoning of unknown intent,0
12602,bromide poisoning with undetermined intent,Poisoning of unknown intent,0
12603,glutethimide poisoning with undetermined intent,Poisoning of unknown intent,0
12604,methaqualone poisoning with undetermined intent,Poisoning of unknown intent,0
12605,mixed sedative poisoning with undetermined intent,Poisoning of unknown intent,0
12606,sleeping pill poisoning with undetermined intent,Poisoning of unknown intent,0
12607,enzyme poisoning with undetermined intent,Poisoning of unknown intent,0
12608,systemic agent poisoning with undetermined intent,Poisoning of unknown intent,0
12609,pertussis vaccine poisoning with undetermined intent,Poisoning of unknown intent,0
12610,typhoid paratyphoid vaccine poisoning with undetermined intent,Poisoning of unknown intent,0
12611,mixed bacterial vaccine poisoning with undetermined intent,Poisoning of unknown intent,0
12612,bacterial vaccine poisoning with undetermined intent,Poisoning of unknown intent,0
12613,mixed viral-rickettsial and bacterial vaccine poisoning with undetermined intent,Poisoning of unknown intent,0
12614,vaccine poisoning with undetermined intent,Poisoning of unknown intent,0
12615,Poisoning of unknown intent by drug,Poisoning of unknown intent,0
12616,interleukin-2 poisoning with undetermined intent,Poisoning of unknown intent,0
12617,Menopausal symptom,Symptomatic premature menopause,0
12618,Homozygote,targeted genetic analysis deleterious mutation homozygous,0
12619,Homozygote,genetic sequence analysis deleterious mutation homozygous,0
12620,Homozygote,CSGE deleterious mutation detected homozygous,0
12621,Homozygote,DGGE deleterious mutation detected homozygous,0
12622,Homozygote,protein truncation assay deleterious mutation homozygous,0
12623,Homozygote,Southern blot analysis deleterious mutation homozygous,0
12624,Homozygote,Northern blot analysis deleterious mutation homozygous,0
12625,3-lead electrocardiogram rhythm strip: sinus rhythm with ectopic beats,Premature Cardiac Complex,0
12626,3-lead electrocardiogram rhythm strip: atrial flutter with ectopic beats,Premature Cardiac Complex,0
12627,3-lead electrocardiogram rhythm strip: fully dependent pacemaker in place,Demand pacing,0
12628,Adolescence,Adolescent X-linked adrenoleukodystrophy,0
12629,Checking dressing of skin,surgical dressing present,0
12630,Checking dressing of skin,surgical dressing on head,0
12631,Checking dressing of skin,surgical dressing on scalp,0
12632,Checking dressing of skin,surgical dressing on face,0
12633,Checking dressing of skin,surgical dressing on neck,0
12634,Checking dressing of skin,surgical dressing on chest,0
12635,Checking dressing of skin,surgical dressing on abdomen,0
12636,Checking dressing of skin,surgical dressing on back,0
12637,Checking dressing of skin,surgical dressing on groin,0
12638,Checking dressing of skin,surgical dressing on right upper extremity,0
12639,Checking dressing of skin,surgical dressing on left upper extremity,0
12640,Checking dressing of skin,surgical dressing on right lower extremity,0
12641,Checking dressing of skin,surgical dressing on left lower extremity,0
12642,Finding related to recognition,milestone: recognizes letters of alphabet,0
12643,Finding related to recognition,milestone: recognizes 3 of 4 colors,0
12644,Eating finding,nutrition risk assessment: eats healthy food and snacks,0
12645,Wound dehiscence,dehiscence of laceration of right upper paraspinal region,0
12646,Wound dehiscence,dehiscence of laceration of left upper paraspinal region,0
12647,Wound dehiscence,dehiscence of laceration of left mid paraspinal region,0
12648,Wound dehiscence,dehiscence of laceration of right lower paraspinal region,0
12649,Wound dehiscence,dehiscence of laceration of left lower paraspinal region,0
12650,Smiles (finding),Smiles spontaneously,0
12651,Smiles (finding),milestone: has a social smile,0
12652,Finding relating to autonomy and empowerment,Mental Health Risk Assessment: increasingly independent,0
12653,Finding relating to autonomy and empowerment,Mental Health Risk Assessment: increasingly responsible,0
12654,Finding relating to showing respect,home risk assessment: does chores at home when asked,0
12655,Hyporeflexia,milestone: diminished newborn reflexes,0
12656,poisoning by cyanogen chloride with undetermined intent,Poisoning of unknown intent,0
12657,Status Migrainosus,classic migraine with aura with status migrainosus,0
12658,Status Migrainosus,basilar migraine headache with status migrainosus,0
12659,Status Migrainosus,basilar migraine headache with intractable migraine with status migrainosus,0
12660,Status Migrainosus,retinal migraine headache with status migrainosus,0
12661,Status Migrainosus,retinal migraine headache with intractable migraine with status migrainosus,0
12662,Status Migrainosus,classic migraine with typical aura with status migrainosus,0
12663,Status Migrainosus,classic migraine with typical aura with intractable migraine with status migrainosus,0
12664,Status Migrainosus,cyclic vomiting syndrome associated with status migrainosus,0
12665,Status Migrainosus,cyclic vomiting syndrome associated with intractable migraine and status migrainosus,0
12666,Status Migrainosus,sporadic hemiplegic migraine headache with status migrainosus,0
12667,Status Migrainosus,sporadic hemiplegic migraine headache with intractable migraine and status migrainosus,0
12668,Diabetic Neuropathies,secondary diabetes mellitus with diabetic neuropathy,0
12669,Diabetic Neuropathies,chemical-induced diabetes mellitus with diabetic neuropathy,0
12670,Diabetic Neuropathies,type 1 diabetes with diabetic neuropathy,0
12671,Diabetic Mononeuropathy,secondary diabetes mellitus with diabetic mononeuropathy,0
12672,Diabetic Mononeuropathy,chemical-induced diabetes mellitus with diabetic mononeuropathy,0
12673,Diabetic Mononeuropathy,type 1 diabetes with diabetic mononeuropathy,0
12674,Diabetic Mononeuropathy,type 2 diabetes with diabetic mononeuropathy,0
12675,Tumor stage T1,malignant neoplasm of large intestine TNM staging primary tumor (T) T1,0
12676,Tumor stage T1,malignant neoplasm of small intestine TNM staging primary tumor (T) T0,0
12677,Tumor stage T1,malignant neoplasm of small intestine TNM staging primary tumor (T) T1,0
12678,Tumor stage T1,malignant neoplasm of bladder TNM staging primary tumor (T) T1,0
12679,Tumor stage T1,malignant neoplasm of adrenal gland TNM staging primary tumor (T) T1,0
12680,Tumor stage T1,malignant neoplasm of nasopharynx TNM staging primary tumor (T)T1,0
12681,Tumor stage T1,malignant neoplasm of oropharynx TNM staging primary tumor (T) T1,0
12682,Tumor stage T1,malignant neoplasm of pharynx TNM staging primary tumor (T) T1,0
12683,Tumor stage T1,malignant neoplasm of soft palate TNM staging primary tumor (T) T1,0
12684,Tumor stage T1,malignant neoplasm of uvula TNM staging primary tumor (T) T1,0
12685,Tumor stage T1,malignant neoplasm of lip TNM staging primary tumor (T) T1,0
12686,Tumor stage T1,malignant neoplasm of tongue TNM staging primary tumor (T) T1,0
12687,Tumor stage T1,malignant neoplasm of gingiva TNM staging primary tumor (T) T1,0
12688,Tumor stage T1,malignant neoplasm of floor of mouth TNM staging primary tumor (T) T1,0
12689,Tumor stage T1,malignant neoplasm of oral cavity TNM staging primary tumor (T) T1,0
12690,Tumor stage T1,malignant neoplasm of hard palate TNM staging primary tumor (T) T1,0
12691,Tumor stage T1,malignant neoplasm of retromolar area TNM staging primary tumor (T) T1,0
12692,Tumor stage T1,malignant neoplasm of parotid TNM staging primary tumor (T) T1,0
12693,Tumor stage T1,malignant neoplasm of salivary gland TNM staging primary tumor (T) T1,0
12694,Tumor stage T1,malignant neoplasm of hypopharynx TNM staging primary tumor (T) T1,0
12695,Tumor stage T1,malignant neoplasm of ethmoid sinus TNM staging primary tumor (T) T1,0
12696,Tumor stage T1,malignant neoplasm of subglottis TNM staging primary tumor (T) T1,0
12697,Tumor stage T1,malignant neoplasm of nasal sinus TNM staging primary tumor (T) T1,0
12698,Tumor stage T1,malignant neoplasm of nasal cavity TNM staging primary tumor (T) T1,0
12699,Tumor stage T1,malignant neoplasm of glottis TNM staging primary tumor (T) T1,0
12700,Tumor stage T1,malignant neoplasm of esophagus TNM staging primary tumor (T) T1,0
12701,Tumor stage T1,malignant neoplasm of stomach TNM staging primary tumor (T) T1,0
12702,Tumor stage T1,malignant neoplasm of gallbladder TNM staging primary tumor (T) T1,0
12703,Tumor stage T1,malignant melanoma of skin TNM staging primary tumor (T) T1,0
12704,Tumor stage T1,malignant neoplasm of cervix TNM staging primary tumor (T) T1/I,0
12705,Tumor stage T1,malignant neoplasm of vulva TNM staging primary tumor (T) T1/I,0
12706,Tumor stage T1,malignant neoplasm of penis TNM staging primary tumor (T) T1,0
12707,Tumor stage T1,malignant neoplasm of testis TNM staging primary tumor (T) T1,0
12708,Tumor stage T1,malignant neoplasm of prostate TNM staging primary tumor (T) T1,0
12709,Tumor stage T1,malignant neoplasm of renal pelvis TNM staging primary tumor (T) T1,0
12710,Tumor stage T1,malignant neoplasm of ureter TNM staging primary tumor (T) T1,0
12711,Tumor stage T1,malignant neoplasm of thyroid TNM staging primary tumor (T) T1,0
12712,Tumor stage T1,Tumor stage T1,0
12713,Tumor stage T1,oncologic disorders,0
12714,Central venous cannula insertion,local infection due to central venous catheter,0
12715,Cannulation of subcutaneous reservoir,infection due to portacath catheter,0
12716,Hemopoietic stem cell transplant,complications of organ transplant stem cells,0
12717,Acquired coagulation disorder,Acquired hemophilia,0
12718,Rheumatic Heart Disease,rheumatic biventricular failure,0
12719,Hypoglycemic state due to diabetes mellitus,chemical-induced diabetes mellitus with hypoglycemia,0
12720,Hypoglycemic state due to diabetes mellitus,Type 1 diabetes mellitus with hypoglycemia,0
12721,Hypoglycemic state due to diabetes mellitus,diabetes mellitus type 1 with hypoglycemia without coma,0
12722,Hypoglycemic state due to diabetes mellitus,Type 2 diabetes mellitus with hypoglycemia,0
12723,Hypoglycemic state due to diabetes mellitus,Type 2 diabetes mellitus with hypoglycemia without coma,0
12724,Diabetic dermopathy,diabetes mellitus secondary with dermatological manifestations,0
12725,Diabetic dermopathy,chemical-induced diabetes mellitus with dermatological manifestations,0
12726,Wound discharge finding,weeping laceration of right upper paraspinal region,0
12727,Wound discharge finding,weeping laceration of left upper paraspinal region,0
12728,Wound discharge finding,weeping laceration of right mid paraspinal region,0
12729,Wound discharge finding,weeping laceration of left mid paraspinal region,0
12730,Wound discharge finding,weeping laceration of right lower paraspinal region,0
12731,Wound discharge finding,weeping laceration of left lower paraspinal region,0
12732,rasping systolic interscapular region,Systolic Murmurs,0
12733,vibratory systolic interscapular region,Systolic Murmurs,0
12734,rasping diastolic interscapular murmur,Diastolic Murmurs,0
12735,pitch of apical systolic murmur,Systolic Murmurs,0
12736,pitch of axillary systolic murmur,Systolic Murmurs,0
12737,pitch of axillary diastolic murmur,Diastolic Murmurs,0
12738,quality of systolic interscapular murmur,Systolic Murmurs,0
12739,pitch of systolic interscapular murmur,Systolic Murmurs,0
12740,pitch of diastolic interscapular murmur,Diastolic Murmurs,0
12741,Poisoning of unknown intent by drug,poisoning with ENT preparations with undetermined intent,0
12742,Poisoning of unknown intent by drug,posterior pituitary hormone poisoning with undetermined intent,0
12743,yellow nasal discharge,Yellow color on exam,0
12744,Gaze,milestone: follows gaze,0
12745,Gaze,milestone: gaze follows past midline,0
12746,Sore to touch,iv catheter site tender,0
12747,Finding of functional performance and activity,milestone: visually explores surroundings,0
12748,Must strain to pass urine,urinary urgency with straining,0
12749,Lower facial weakness,central facial nerve weakness involving lower face only,0
12750,Disorder of eye due to diabetes mellitus,secondary diabetes mellitus with ophthalmic manifestations,0
12751,Disorder of eye due to diabetes mellitus,chemical-induced diabetes mellitus with ophthalmic manifestations,0
12752,Recurrent tumor,thyroid biopsy recurrence of medullary carcinoma,0
12753,Cystocele (female),vaginal wall prolapse with lateral cystocele,0
12754,Squamous cell carcinoma of lung,squamous cell carcinoma of lung with metastasis to mediastinal lymph nodes,0
12755,Papillary thyroid carcinoma,malignant papillary carcinoma metastatic to mediastinal node,0
12756,Heart Valve Prosthesis,fibrosis due to heart valve prosthesis,0
12757,Heart Valve Prosthesis,hemorrhage due to heart valve prosthesis,0
12758,Heart Valve Prosthesis,pain due to heart valve prosthesis,0
12759,Heart Valve Prosthesis,stenosis due to heart valve prosthesis,0
12760,Heart Valve Prosthesis,thrombus due to heart valve prosthesis,0
12761,Periodontal Diseases,diabetes mellitus secondary with periodontal disease,0
12762,Periodontal Diseases,chemical-induced diabetes mellitus with periodontal disease,0
12763,Periodontal Diseases,Type 1 diabetes mellitus with periodontal disease,0
12764,Periodontal Diseases,Diabetes mellitus type 2 with periodontal disease,0
12765,3-lead electrocardiogram rhythm strip: heart rate with stress,Cardiovascular stress testing,0
12766,Tube drain,incision drainage tube leaking bile,0
12767,Speech babble finding,milestone: babbles,0
12768,3-lead electrocardiogram rhythm strip: RR interval with stress,Cardiovascular stress testing,0
12769,Vascular Catheters,IV catheter site appearance,0
12770,Vascular Catheters,iv catheter site erythematous,0
12771,Vascular Catheters,iv catheter site swollen,0
12772,Vascular Catheters,iv catheter site discharge,0
12773,Vascular Catheters,iv catheter site discharge clear,0
12774,Vascular Catheters,iv catheter site discharge serosanguineous,0
12775,Vascular Catheters,iv catheter site discharge bloody,0
12776,Vascular Catheters,iv catheter site occluded,0
12777,2-month milestones: vocalizes,Vocalization (finding),0
12778,milestone: rakes small objects,Finding related to ability to move hand,0
12779,9-month milestones,Child 8-9 month examination,0
12780,milestone: responds to own name,Child 8-9 month examination,0
12781,milestone: responds to own name,Able to respond to communication by others,0
12782,milestone: stands when placed,Able to stand,0
12783,milestone: crawls and/or creeps,Child 8-9 month examination,0
12784,milestone: crawls and/or creeps,Able to crawl,0
12785,milestone: feeds self with fingers,Child 8-9 month examination,0
12786,milestone: feeds self with fingers,Able to use hands to feed self,0
12787,15-month milestones,Child 15 month examination,0
12788,milestone: uses words to communicate,Able to use words,0
12789,milestone: uses words to communicate,Child 15 month examination,0
12790,milestone: vocabulary of 3-6 words,Child 15 month examination,0
12791,milestone: vocabulary of 3-6 words,Able to spontaneously say three or more words,0
12792,milestone: understands and follows simple commands,Cognitive perceptual finding,0
12793,milestone: understands and follows simple commands,Child 15 month examination,0
12794,"milestone: walks well, stoops, and climbs stairs",Able to walk up stairs,0
12795,"milestone: walks well, stoops, and climbs stairs",Child 15 month examination,0
12796,milestone: listens to a story,Cognitive function observations,0
12797,milestone: listens to a story,Child 15 month examination,0
12798,milestone: stacks two blocks,Finding related to ability to perform fine motor function,0
12799,milestone: stacks two blocks,Child 15 month examination,0
12800,milestone: vocabulary of 20 words or more,Finding related to ability to use words,0
12801,milestone: can copy a cross,Able to perform drawing activities,0
12802,milestone: can sing a song,Able to produce voice,0
12803,milestone: knows about food and appliances in home,Able to recognize objects,0
12804,milestone: can draw a person with three parts,Does perform drawing activities,0
12805,milestone: can distinguish fantasy from reality,Thought process - finding,0
12806,Dressing Without Help,Independent with dressing,0
12807,"milestone: draws person with head, body, arms, legs",Able to perform drawing activities,0
12808,milestone: recognizes letters of alphabet,Finding related to recognition,0
12809,milestone: can print letters of alphabet,Able to perform drawing activities,0
12810,5-year milestones: skips,Does skip,0
12811,milestone: plays make-believe,Use of imagination - finding,0
12812,milestone: friendly or hostile/aggressive behavior,Behavior,0
12813,5-year milestones: plays interactive games with peers,Social interaction finding,0
12814,milestone: copies a triangle or square,Able to perform drawing activities,0
12815,Mental Health Risk Assessment: appropriate behavior at home,Interpretations of behavior finding,0
12816,Mental Health Risk Assessment: appropriate behavior at school,Interpretations of behavior finding,0
12817,Mental Health Risk Assessment: appropriate behavior when playing with friends,Interpretations of behavior finding,0
12818,Education Risk Assessment: reading and doing math at grade level,Learning finding (finding),0
12819,Education Risk Assessment: reading and doing math at grade level,Educational achievement - finding,0
12820,Mental Health Risk Assessment: pride in achievements,Character trait finding of level of pride,0
12821,Education Risk Assessment: talks about what goes on in school,Communication finding,0
12822,Education Risk Assessment: completes school work,Education and/or schooling finding,0
12823,milestone: plays peek-a-boo,Social interaction finding,0
12824,Tumor stage T1a,malignant neoplasm of glottis TNM staging primary tumor (T) T1a,0
12825,Tumor stage T1a,malignant neoplasm of gallbladder TNM staging primary tumor (T) T1a,0
12826,Tumor stage T1a,malignant melanoma of skin TNM staging primary tumor (T) T1a,0
12827,Tumor stage T1a,malignant neoplasm of vulva TNM staging primary tumor (T) T1a/Ia,0
12828,Tumor stage T1a,malig neoplasm tnm staging primary tumor (t) t1a,0
12829,Tumor stage T1b,malignant neoplasm of glottis TNM staging primary tumor (T) T1b,0
12830,Tumor stage T1b,malignant neoplasm of gallbladder TNM staging primary tumor (T) T1b,0
12831,Tumor stage T1b,malignant melanoma of skin TNM staging primary tumor (T) T1b,0
12832,Tumor stage T1b,malignant neoplasm of vulva TNM staging primary tumor (T) T1b/Ib,0
12833,Tumor stage T1b,malig neoplasm tnm staging primary tumor (t) t1b,0
12834,Tumor stage T2a,malignant neoplasm of adrenal gland TNM staging primary tumor (T) T2a,0
12835,Tumor stage T2a,malignant neoplasm of nasopharynx TNM staging primary tumor (T) T2a,0
12836,Tumor stage T2a,malignant neoplasm of oropharynx TNM staging primary tumor (T) T2a,0
12837,Tumor stage T2a,malignant neoplasm of pharynx TNM staging primary tumor (T) T2a,0
12838,Tumor stage T2a,malignant neoplasm of soft palate TNM staging primary tumor (T) T2a,0
12839,Tumor stage T2a,malignant neoplasm of uvula TNM staging primary tumor (T) T2a,0
12840,Tumor stage T2a,malignant neoplasm of lip TNM staging primary tumor (T) T2a,0
12841,Tumor stage T2a,malignant neoplasm of tongue TNM staging primary tumor (T) T2a,0
12842,Tumor stage T2a,malignant neoplasm of gingiva TNM staging primary tumor (T) T2a,0
12843,Tumor stage T2a,malignant neoplasm of floor of mouth TNM staging primary tumor (T) T2a,0
12844,Tumor stage T2a,malignant neoplasm of oral cavity TNM staging primary tumor (T) T2a,0
12845,Tumor stage T2a,malignant neoplasm of hard palate TNM staging primary tumor (T) T2a,0
12846,Tumor stage T2a,malignant neoplasm of retromolar area TNM staging primary tumor (T) T2a,0
12847,Tumor stage T2a,malignant neoplasm of stomach TNM staging primary tumor (T) T2a,0
12848,Tumor stage T2a,malignant melanoma of skin TNM staging primary tumor (T) T2a,0
12849,Tumor stage T2b,malignant neoplasm of adrenal gland TNM staging primary tumor (T) T2b,0
12850,Tumor stage T2b,malignant neoplasm of nasopharynx TNM staging primary tumor (T) T2b,0
12851,Tumor stage T2b,malignant neoplasm of oropharynx TNM staging primary tumor (T) T2b,0
12852,Tumor stage T2b,malignant neoplasm of pharynx TNM staging primary tumor (T) T2b,0
12853,Tumor stage T2b,malignant neoplasm of soft palate TNM staging primary tumor (T) T2b,0
12854,Tumor stage T2b,malignant neoplasm of uvula TNM staging primary tumor (T) T2b,0
12855,Tumor stage T2b,malignant neoplasm of lip TNM staging primary tumor (T) T2b,0
12856,Tumor stage T2b,malignant neoplasm of tongue TNM staging primary tumor (T) T2b,0
12857,Tumor stage T2b,malignant neoplasm of gingiva TNM staging primary tumor (T) T2b,0
12858,Tumor stage T2b,malignant neoplasm of floor of mouth TNM staging primary tumor (T) T2b,0
12859,Tumor stage T2b,malignant neoplasm of oral cavity TNM staging primary tumor (T) T2b,0
12860,Tumor stage T2b,malignant neoplasm of hard palate TNM staging primary tumor (T) T2b,0
12861,Tumor stage T2b,malignant neoplasm of retromolar area TNM staging primary tumor (T) T2b,0
12862,Tumor stage T2b,malignant neoplasm of stomach TNM staging primary tumor (T) T2b,0
12863,Tumor stage T2b,malignant melanoma of skin TNM staging primary tumor (T) T2b,0
12864,Tumor stage T2b,malignant neoplasm of prostate TNM staging primary tumor (T) T2b,0
12865,Tumor stage T2b,Tumor stage T2b,0
