,CUI1,CUI2
6203,Signal Transduction,EIF2AK2 gene
6204,Methylation,TPMT wt Allele
6205,Cytokine Signaling,CCL14 gene
6206,Receptor Signaling,EDNRB wt Allele
6207,Cell Cycle Control,CDKN1B wt Allele
6208,Ligand Binding,F11R gene
6209,Signal Transduction,MAPK10 wt Allele
6210,Phosphorylation,Serine/Threonine Protein Kinase Gene
6211,Molecular Transport,NAPA gene
6212,Signal Transduction,SMAD6 wt Allele
6213,Cell Respiration,SDHB wt Allele
6214,Receptor Signaling,PGR wt Allele
6215,"Transcription, Genetic",NFATC4 wt Allele
6216,Receptor Signaling,LIFR wt Allele
6217,Receptor Signaling,ADORA2B gene
6218,Signal Transduction,ADORA2B gene
6219,Protein-Protein Interaction,HYOU1 gene
6220,Muscle Contraction,TNNI3 gene
6221,Neurogenesis,NRP2 gene
6222,Iron Chelation,CYP3A7 wt Allele
6223,Intercellular Communication Process,PYY wt Allele
6224,Phosphorylation,EIF2AK4 wt Allele
6225,Genetic Translation Process,RPS6 gene
6226,Cell-Cell Adhesion Process,ADAM11 gene
6227,chromatin remodeling,SUPT5H wt Allele
6228,Ligand Binding,TNFRSF11B wt Allele
6229,Signal Induction,EPCAM wt Allele
6230,Ligand Binding,S1PR5 wt Allele
6231,Transcriptional Repression,BCOR wt Allele
6232,Signal Transduction,PLCG1 wt Allele
6233,DNA Binding,NFIX wt Allele
6234,G Protein-Coupled Receptor Signaling,GNB1 gene
6235,Negative Regulation of Cell Death,DAD1 wt Allele
6236,DNA Replication,RRM2 wt Allele
6237,Epithelial Cell Proliferation,FGFR2 wt Allele
6238,Transcriptional Regulation,ATOH1 gene
6239,Transcriptional Regulation,SUPT6H wt Allele
6240,Ligand Binding,TAP1 gene
6241,Ligand Binding,FGFR3 wt Allele
6242,DNA Binding,ATOH1 wt Allele
6243,Cytokine Receptor Binding,IL24 wt Allele
6244,DNA Binding,XRCC5 wt Allele
6245,Cytoskeletal Modeling,RAC3 gene
6246,Phagocytosis,FCGR2A wt Allele
6247,Inhibition of Cell Proliferation,FCGR2A wt Allele
6248,Cell Adhesion,TJP1 wt Allele
6249,Signal Transduction,S100P gene
6250,"Metabolic Detoxication, Drug",CYP2C8*6 Allele
6251,Protein phosphorylation,LCK wt Allele
6252,DNA Binding,CHD4 wt Allele
6253,"Transcription, Genetic",ZIC2 gene
6254,Organogenesis,VCAN gene
6255,Serine/Threonine Phosphorylation,MAPK1 wt Allele
6256,Ligand Binding,BRS3 wt Allele
6257,Pattern Formation,RARG wt Allele
6258,Hydrolysis,ADA wt Allele
6259,Immunoregulation,CCL1 gene
6260,Chemotaxis,CCL1 gene
6261,Neurogenesis,NRXN3 wt Allele
6262,Signal Transduction,GRB14 wt Allele
6263,Serine/Threonine Phosphorylation,CDK7 wt Allele
6264,Ionophore activity,SLC39A6 wt Allele
6265,Transcriptional Regulation,RNF20 wt Allele
6266,Protein-Protein Interaction,FRS2 gene
6267,Serine/Threonine Phosphorylation,LMTK2 gene
6268,Neoplastic Cell Transformation,src Oncogene
6269,Tyrosine Phosphorylation,GOPC/ROS1 Fusion Gene
6270,Phosphorylation,LRRK2 wt Allele
6271,DNA Binding,CREB5 gene
6272,Cytoskeletal Modeling,PAK6 gene
6273,Cell Proliferation,v-sis Genes
6274,Cell Proliferation Regulatory Process,IL19 gene
6275,Inflammatory Response,PLA2G2A wt Allele
6276,Cell Adhesion,FN1 gene
6277,"Transcription, Genetic",GTF2E1 wt Allele
6278,Apoptosis,TPD52L1 gene
6279,Receptor Signaling,TREM2 gene
6280,DNA Repair,MSH2 wt Allele
6281,mRNA Export,KHDRBS1 gene
6282,Cell Differentiation process,PRDM16 gene
6283,Signal Transduction,CARD8 wt Allele
6284,Post-Translational Protein Processing,SENP1 wt Allele
6285,DNA Binding,NFE2 gene
6286,Biologic Development,TGIF1 wt Allele
6287,Cell Differentiation process,HEMGN wt Allele
6288,Signal Transduction,TRIB2 wt Allele
6289,chromatin remodeling,SMARCD2 wt Allele
6290,Intercellular Communication Induction,LILRB1 gene
6291,Cytokine Signaling,ACKR3 gene
6292,intracellular protein transport,DNAJB1 gene
6293,Ligand Binding,mRNA Transport Gene
6294,Cholesterol Homeostasis,APOE gene
6295,Developmental process,HDAC8 gene
6296,Oxidation-Reduction,DHFR gene
6297,Transcriptional Activation,CDX1 wt Allele
6298,Ligand Binding,CD226 gene
6299,Cytoskeletal Modeling,LIMK1 gene
6300,Receptor Signaling,OPRM1 wt Allele
6301,Interleukin Signaling Process,IL10RB gene
6302,DNA Topology Regulation,CHD2 gene
6303,Meiotic Recombination,RAD51 wt Allele
6304,Intercellular Communication Process,FGF3 wt Allele
6305,Signal Transduction Inhibition,DKK3 wt Allele
6306,DNA Replication,CHD2 wt Allele
6307,Cell Differentiation process,Thyroid Hormone Receptor Gene
6308,Ubiquitination,VHL wt Allele
6309,Oxidation-Reduction,ERO1A gene
6310,Transcriptional Regulation,MIR155 wt Allele
6311,Hydrolysis,SMPD2 gene
6312,Cell Differentiation process,FGF5 gene
6313,DNA Binding,EN1 wt Allele
6314,Wound Healing,SPARC wt Allele
6315,Receptor Signaling,S1PR4 gene
6316,Apoptosis,CYR61 wt Allele
6317,Cell Proliferation Regulatory Process,HGF wt Allele
6318,Cell Respiration,FH gene
6319,Negative Regulation of Apoptosis,CARD14 wt Allele
6320,Oxidation-Reduction,HMOX1 gene
6321,Pattern Formation,WNT4 gene
6322,Transcriptional Regulation,HOXA13 wt Allele
6323,Metabolism,CYP2D6*42 Allele
6324,Transcriptional Repression,HDAC10 wt Allele
6325,Morphogenesis,LOX gene
6326,Cell Proliferation Regulatory Process,TNFSF11 gene
6327,Pattern Formation,RARB gene
6328,Transcriptional Regulation,FOXD3 wt Allele
6329,Nucleotide Metabolism,PDE9A gene
6330,Organogenesis,HHEX gene
6331,Protein-Protein Interaction,GHR gene
6332,Intercellular Communication Process,IL1B wt Allele
6333,Ligand Binding,P2RY2 gene
6334,Cell Movement,ANK1 wt Allele
6335,Signal Transduction,MPP3 gene
6336,Cell-Matrix Junction,PPBP wt Allele
6337,Tyrosine Phosphorylation,ERBB3 wt Allele
6338,Ligand Binding,CX3CR1 wt Allele
6339,Cell Differentiation process,HOXC13 wt Allele
6340,Ligand Binding,DMBT1 wt Allele
6341,G Protein-Coupled Receptor Signaling,HOMER3 wt Allele
6342,Pattern Formation,NANOG wt Allele
6343,Protein Dimerization,NAB2 gene
6344,Signal Transduction,SLAMF1 wt Allele
6345,Intercellular Communication Process,CGB3 gene
6346,Iron Chelation,CYP3A Gene Locus
6347,Hematopoiesis,Oncogene CSF1R
6348,Transcriptional Activation,SMAD3 gene
6349,Cell Adhesion,VCL wt Allele
6350,Cellular Stress Response,CREB3L2 gene
6351,Transcriptional Regulation,MAP2K2 wt Allele
6352,Receptor Signaling,LRP1B wt Allele
6353,Immune response,CD58 wt Allele
6354,Hydrolysis,PLPP3 wt Allele
6355,RNA Processing,DHX16 wt Allele
6356,Caspase-Dependent Apoptosis,TRIAP1 wt Allele
6357,Steroid Metabolic Process,Steroid Metabolism Gene
6358,Signal Transduction,NRXN1 wt Allele
6359,Inhibition of Cell Proliferation,PIM2 wt Allele
6360,"Transcription, Genetic",SOX9 gene
6361,Protein Degradation Inhibition,OTUD5 gene
6362,Cell Movement,COL11A1 gene
6363,DNA Binding,POU5F1B wt Allele
6364,Humoral Immunity,IGLC1 gene
6365,Cell Proliferation Regulatory Process,EPSTI1 wt Allele
6366,Transmembrane Transport,GABRG1 gene
6367,Signal Transduction Inhibition,XDH wt Allele
6368,Receptor Signaling,ITGA2B gene
6369,Antigen Presentation,PDIA3 gene
6370,Drug Metabolism,CYP2C19*2 Allele
6371,Transcriptional Activation,NCOA2 gene
6372,Oxidation-Reduction,FTO wt Allele
6373,Iron Chelation,CYP11A1 gene
6374,Transcriptional Regulation,TP73 gene
6375,Receptor Signaling,KISS1R wt Allele
6376,Metabolism,CYP2C19*7 Allele
6377,Drug Metabolism,CYP2C19*7 Allele
6378,Protein-Protein Interaction,SKAP1 gene
6379,Isoprenylation,PIGF gene
6380,Serine/Threonine Phosphorylation,RIPK1 gene
6381,Protein-Protein Interaction,GRAP gene
6382,chromatin remodeling,NIPBL wt Allele
6383,Protein Dimerization,TWIST1 wt Allele
6384,Hematopoiesis,CD34 gene
6385,Carbohydrate Metabolism,CD44 wt Allele
6386,Transcriptional Regulation,NLK wt Allele
6387,Transcriptional Repression,KDM5B wt Allele
6388,Antibacterial Response,CCL15 gene
6389,Proteolysis,MMP1 wt Allele
6390,Biologic Development,ZIC3 gene
6391,Transcriptional Activation,MAML3 gene
6392,Ionophore activity,SLC7A6 gene
6393,Chemotaxis,CCL24 wt Allele
6394,Signal Transduction,RAP1GDS1 gene
6395,Transcriptional Regulation,MED27 gene
6396,Positive Regulation of Apoptosis,HIP1 wt Allele
6397,Antiviral Response,APOBEC3F wt Allele
6398,Environment-to-Cell Communication,TXNIP wt Allele
6399,Immunity,C4B_2 gene
6400,DNA Repair,FANCI GENE
6401,Transcriptional Regulation,TRIM29 gene
6402,DNA Repair,FAAP100 wt Allele
6403,Xenobiotic Metabolism,CYP2C19*9 Allele
6404,Lipid Metabolism,LIPC gene
6405,Transcriptional Regulation,TWIST2 gene
6406,Transcriptional Regulation,TBR1 wt Allele
6407,Transcriptional Regulation,SALL2 wt Allele
6408,Immunity,NLRX1 gene
6409,Protein-Protein Interaction,EEF2 gene
6410,Inhibition of Cell Proliferation,TES wt Allele
6411,Phosphorylation,SIK2 gene
6412,chromatin remodeling,NCOR1 wt Allele
6413,Cell Differentiation process,PPARA gene
6414,Neurogenesis,NOVA1 wt Allele
6415,Cytokine Signaling Process,IFNAR1 gene
6416,DNA Binding,ELK1 gene
6417,DNA Repair,CHD5 gene
6418,Hydrolysis,CD38 gene
6419,Protein-Protein Interaction,TLE3 wt Allele
6420,Transcriptional Regulation,FOXA1 wt Allele
6421,Cytokine Receptor Binding,IFNL3 gene
6422,Transmembrane Transport,SLC7A8 wt Allele
6423,Ionophore activity,SLC22A18 wt Allele
6424,Positive Regulation of Apoptosis,BAX gene
6425,Cell Movement,MYH1 wt Allele
6426,Immunity,IFNAR1 wt Allele
6427,Receptor Signaling,GRM3 gene
6428,Ligand Binding,GRM3 gene
6429,Apoptosis,FASTK Gene
6430,Neoplastic Cell Transformation,HHCM gene
6431,Serine/Threonine Phosphorylation,EIF2AK3 gene
6432,Receptor Signaling,THBD gene
6433,Cell Differentiation process,FER wt Allele
6434,Cell Survival,APEX1 gene
6435,Signal Transduction,BEX3 gene
6436,Receptor Signaling,FZD7 gene
6437,Host defense,IL12RB1 gene
6438,Transcriptional Activation,ETS2 gene
6439,Immune Cell Activation Process,IL31 wt Allele
6440,Cell Respiration,CISD1 wt Allele
6441,Ligand Binding,CISD1 wt Allele
6442,Antigen Presentation,HLA-C gene
6443,Protein-Protein Interaction,WDR66 wt Allele
6444,Transcriptional Regulation,SRY gene
6445,Host defense,MPO wt Allele
6446,Signal Transduction,PPP3CC gene
6447,GTP Binding,Heterotrimeric G Protein Subunit Gene
6448,Regulation of Cell Shape,DMD gene
6449,Interleukin Signaling Process,TLR9 gene
6450,RNA Binding,CELF2 wt Allele
6451,Taste Perception,ASIC2 gene
6452,Signal Transduction,AGTRAP gene
6453,Biologic Development,NR0B1 wt Allele
6454,Methylation,KMT2B gene
6455,Receptor Signaling,GRM3 wt Allele
6456,Protein methylation,KMT2B wt Allele
6457,Transmembrane Transport,ABCF2 gene
6458,Cell Movement,MYH11 wt Allele
6459,Signal Transduction,SH3PXD2A gene
6460,Extracellular Matrix Degradation,SH3PXD2A gene
6461,Receptor Signaling,RXRA gene
6462,Mitotic Cell Cycle,PSMC2 wt Allele
6463,Enzyme Inhibition,SLPI wt Allele
6464,Mitotic Cell Cycle,TUBG1 wt Allele
6465,Signal Transduction,DIXDC1 gene
6466,Signal Transduction,PLA2G6 wt Allele
6467,Protein phosphorylation,LCK gene
6468,Ligand Binding,CXADR gene
6469,Morphogenesis,DCN gene
6470,Carbohydrate Metabolism,DCN gene
6471,Ionophore activity,SLC34A2 wt Allele
6472,Cell Proliferation Regulatory Process,PDGFC gene
6473,Immune response,CTAG2 wt Allele
6474,Transcriptional Regulation,ASXL1 gene
6475,Signal Transduction,PDK4 wt Allele
6476,Ligand Binding,FZD8 gene
6477,Transcriptional Regulation,HDAC5 gene
6478,Ligand Binding,RXRG gene
6479,Transcriptional Repression,HDAC9 wt Allele
6480,Positive Regulation of Apoptosis,TBX5 gene
6481,Cytokine Signaling,IL33 wt Allele
6482,Cell Proliferation Regulatory Process,IL33 wt Allele
6483,Ligand Binding,UNC13B wt Allele
6484,Transcription Initiation,GTF2B gene
6485,Cell Proliferation Regulatory Process,TGFB2 gene
6486,Inflammatory Response,NFATC3 gene
6487,Positive Regulation of Apoptosis,TRAF3 wt Allele
6488,Cell Proliferation,TGFBI gene
6489,DNA Replication,MCM5 wt Allele
6490,Intercellular Communication Process,CX3CL1 wt Allele
6491,Double Strand Break Repair,RAD21 wt Allele
6492,Cell Proliferation,IFNA13 wt Allele
6493,Receptor Signaling,AHR wt Allele
6494,Transcriptional Regulation,AHR wt Allele
6495,Signal Transduction,RRAS2 wt Allele
6496,Lipid Metabolism,APOA1 gene
6497,"Transcription, Genetic",GTF2H1 wt Allele
6498,Signal Transduction,AMER1 wt Allele
6499,Signal Transduction,MYLK gene
6500,Transcriptional Repression,ZNF281 gene
6501,RNA Splicing,SRSF1 gene
6502,Regulation of Cell Shape,ACTB wt Allele
6503,Biologic Development,NR4A1 gene
6504,Signal Transduction,SRC gene
6505,Ligand Binding,SDC4 gene
6506,Oxidation,CYP3A5*8 Allele
6507,glycosylation,UGT1A9 wt Allele
6508,Cytokine Signaling Process,ACKR3 wt Allele
6509,Apoptosis,HRK wt Allele
6510,Cell Differentiation process,TGFB3 wt Allele
6511,Molecular Transport,LASP1 gene
6512,"Metabolic Detoxication, Drug",CYP1A2 gene
6513,Phospholipid Metabolism,CPNE7 gene
6514,Pattern Formation,RORC wt Allele
6515,Molecular Transport,EXOC7 wt Allele
6516,Receptor Signaling,VEGFC wt Allele
6517,Pregnancy,CGB3 wt Allele
6518,Immunoregulation,ACKR2 gene
6519,Hydrolysis,PON1 wt Allele
6520,Stimulation of Cell Proliferation,PRAME wt Allele
6521,Genetic Translation Process,RPL22 gene
6522,Ligand Binding,SLC3A1 wt Allele
6523,Chemotaxis,SCG2 wt Allele
6524,Ligand Binding,TEK gene
6525,Receptor Binding,GRASP gene
6526,Lipid Transport,PSAP gene
6527,Post-Translational Regulation,SIRT7 wt Allele
6528,Transcriptional Regulation,NOTCH4 wt Allele
6529,Phosphorylation,TAOK1 wt Allele
6530,"Metabolic Detoxication, Drug",CYP2C9*3 Allele
6531,Base Excision Repair,NTHL1 gene
6532,Neurogenesis,CDK5 gene
6533,Signal Transduction,ARHGEF5 wt Allele
6534,Translational Regulation,AGO3 wt Allele
6535,RNA Interference,AGO3 wt Allele
6536,Protein Degradation Inhibition,USP13 wt Allele
6537,Bile Secretion Induction,ABCC3 gene
6538,Replication Initiation,MCM3 wt Allele
6539,Signal Transduction Inhibition,CBLC wt Allele
6540,Tumor Necrosis Factor Signaling Process,LTBR gene
6541,Angiogenesis Inhibition,TNFSF15 gene
6542,Double Strand Break Repair,NBN gene
6543,Lipid Binding,FABP2 wt Allele
6544,Receptor Binding,BTC gene
6545,Signal Transduction,CMKLR1 gene
6546,Transcriptional Regulation,SUFU wt Allele
6547,Cytokine Signaling,IL12B wt Allele
6548,T-Cell Activation,IL12B wt Allele
6549,intracellular protein transport,NACA wt Allele
6550,Myogenesis,NACA wt Allele
6551,Protein-Protein Interaction,NCKIPSD gene
6552,protein folding,C1GALT1C1 gene
6553,Gene Expression,NSD1 gene
6554,Immunoregulation,CCL13 wt Allele
6555,ATP Hydrolysis,DDX52 gene
6556,Ionophore activity,VDAC1 gene
6557,Cell Differentiation process,ITK gene
6558,Receptor Signaling,NR3C2 gene
6559,T-Cell Development,LCP2 wt Allele
6560,Stress Response Signaling,C5 gene
6561,T-Cell Activation,HLA-DQA1 wt Allele
6562,DNA Methylation Regulation,MECP2 wt Allele
6563,DNA Repair,GTF2H2 wt Allele
6564,Intercellular Communication Process,CCL28 wt Allele
6565,Molecular Transport,COMMD1 wt Allele
6566,Cellular Stress,HIF1A gene
6567,Cell Adhesion,ICAM3 gene
6568,Serine/Threonine Phosphorylation,NEK3 gene
6569,Intercellular Communication Process,NOTCH3 gene
6570,Antibacterial Response,CCL15 wt Allele
6571,Biologic Development,NR1H4 wt Allele
6572,Biologic Development,SIX3 gene
6573,Cell-Cell Adhesion Process,DCHS2 wt Allele
6574,Signal Transduction,ZFYVE9 wt Allele
6575,B Cell Proliferation,CLCF1 wt Allele
6576,Cell-Cell Adhesion Process,LGALS7B gene
6577,Signal Transduction,PPP3R2 gene
6578,Signal Transduction,CDK11B wt Allele
6579,Ionophore activity,KCNMA1 gene
6580,GTP Binding,MX2 gene
6581,Telomere Maintenance,RAD50 wt Allele
6582,Cytoskeletal Modeling,PXN wt Allele
6583,Cell-Matrix Junction,PXN wt Allele
6584,Regulation of Cell Shape,MYO15A wt Allele
6585,Cell Fate Control,NCOA2 wt Allele
6586,Cell Proliferation,MS4A2 wt Allele
6587,Neurogenesis,NEUROG1 gene
6588,Protein-Protein Interaction,SMARCC2 gene
6589,Transcriptional Activation,TFAP2E wt Allele
6590,DNA Binding,MLF1 wt Allele
6591,Ligand Binding,CCR5 wt Allele
6592,Hydrolysis,GEN1 gene
6593,Double Strand Break Repair,ABRAXAS1 gene
6594,Cell Proliferation Regulatory Process,YAP1 gene
6595,Endocytosis,DNM1L gene
6596,Cell Cycle Control,MAPK11 gene
6597,Cell Growth,COL18A1 wt Allele
6598,G Protein-Coupled Receptor Signaling,CCR8 wt Allele
6599,Signal Transduction,GUCY1A2 gene
6600,Signal Transduction,TLE1 gene
6601,Hydrolysis,PSEN2 gene
6602,Ligand Binding,SLC26A6 gene
6603,Positive Regulation of Apoptosis,PYCARD wt Allele
6604,Intracellular Transport,LGTN gene
6605,Cell Movement,KRT7 wt Allele
6606,Intracellular Transport,SEPT5 wt Allele
6607,Ligand Binding,CD209 gene
6608,Inflammatory Response,NFKB1 gene
6609,Cytoskeletal Modeling,AKAP13 wt Allele
6610,Protein-Protein Interaction,NFKBIB gene
6611,Ligand Binding,IL1RAPL1 gene
6612,Hydrolysis,BACE2 gene
6613,Cytoskeletal Modeling,ARHGEF2 gene
6614,Cell Proliferation Regulatory Process,PPP2R5B wt Allele
6615,G Protein-Coupled Receptor Signaling,GRK7 wt Allele
6616,Transcriptional Regulation,FOXM1 gene
6617,Signal Transduction,CDCA8 gene
6618,Intercellular Communication Process,CALCA gene
6619,Cellular Stress Response,ATMIN gene
6620,Pattern Formation,THRA wt Allele
6621,DNA Binding,TAF15 wt Allele
6622,Phosphorylation,EPHB3 wt Allele
6623,DNA Binding,CREB5 wt Allele
6624,Organogenesis,FBN2 gene
6625,NK Cell Activation,MICA gene
6626,Signal Transduction,DIRAS3 wt Allele
6627,Cell Surface Extensions,ANTXR1 gene
6628,"Migration, Cell",DDR2 wt Allele
6629,Transcriptional Regulation,GTF3C2 gene
6630,Immune System Processes,HAMP gene
6631,Neoplastic Cell Transformation,ROS1 gene
6632,Transcriptional Regulation,MIR376B wt Allele
6633,Cytokinesis,CEP170B gene
6634,Tyrosine Phosphorylation,ABL1 gene
6635,Serine/Threonine Phosphorylation,MAPK7 gene
6636,Transcription Initiation,TAF7 wt Allele
6637,Intercellular Communication Process,APLN gene
6638,chromatin remodeling,EP300 gene
6639,Transcriptional Regulation,TFIIIB Subunit Gene
6640,Cell-Cell Adhesion Process,AFDN gene
6641,DNA Binding,OTX2 wt Allele
6642,Lipid Metabolism,ABHD12 gene
6643,Morphogenesis,RBPJ wt Allele
6644,Cytokine Signaling,CSF3 gene
6645,Transcriptional Regulation,MIR433 wt Allele
6646,Signal Transduction,HEY2 gene
6647,Cell Cycle Control,MCC wt Allele
6648,Oxidation-Reduction,HCCS wt Allele
6649,Receptor Signaling,BMP7 gene
6650,Ubiquitination,CUL4A gene
6651,Ligand Binding,SORL1 wt Allele
6652,Protein Acetylation,NAA10 wt Allele
6653,Receptor Signaling,EPHA4 wt Allele
6654,Wound Healing,COL4A5 wt Allele
6655,Ligand Binding,S100A12 wt Allele
6656,Antibacterial Response,TRG gene
6657,Cell Proliferation Regulatory Process,SHC1 gene
6658,Cytokine Signaling Process,IL10RA wt Allele
6659,Blood coagulation,KNG1 gene
6660,"Metabolic Detoxication, Drug",CYP3A4 gene
6661,Regulation of Proteolysis,KNG1 wt Allele
6662,Deacetylation,SIRT2 gene
6663,Metastasis Suppression,PLG wt Allele
6664,Neoplastic Cell Transformation,ras Oncogene
6665,Receptor Signaling,IL1RL1 wt Allele
6666,Neurogenesis,ADAM11 wt Allele
6667,Fertilization,ADAM11 wt Allele
6668,Hydrolysis,PGP wt Allele
6669,RNA Binding,RPL5 gene
6670,Cell-Matrix Junction,NID2 wt Allele
6671,Erythropoiesis,MAFB gene
6672,Protein dephosphorylation,PPP2R5B gene
6673,Transcriptional Regulation,HMGN4 gene
6674,Regulation of Cell Shape,NES gene
6675,DNA Binding,TAL1 wt Allele
6676,Cell Cycle Control,CALR wt Allele
6677,Cell Differentiation process,CYP27B1 gene
6678,Proteolysis,CTSG gene
6679,Cell Proliferation Regulatory Process,NODAL gene
6680,Phosphorylation,PIK3C2G wt Allele
6681,Cell Differentiation process,NR2F6 wt Allele
6682,Xenobiotic Metabolism,CYP2C8*7 Allele
6683,Antiviral Response,RNF216 gene
6684,Ligand Binding,SSTR4 wt Allele
6685,Transcriptional Regulation,MYBBP1A wt Allele
6686,Tyrosine Phosphorylation,PTK2B gene
6687,Oxidation-Reduction,HMGCR wt Allele
6688,G Protein-Coupled Receptor Signaling,HOMER3 gene
6689,Aging,KL wt Allele
6690,G Protein-Coupled Receptor Signaling,SSTR3 wt Allele
6691,Transcriptional Repression,ID3 gene
6692,Signal Transduction,TRADD gene
6693,Ligand Binding,VAPB wt Allele
6694,Leukocyte Trafficking Induction,F11R gene
6695,chromatin remodeling,RSF1 wt Allele
6696,Transcriptional Regulation,SMAD4 wt Allele
6697,Ionophore activity,SLC7A2 wt Allele
6698,Phosphorylation,MKNK2 wt Allele
6699,Hydrolysis,PLCE1 gene
6700,Tumor Suppression,EIF1 wt Allele
6701,Cell Proliferation Regulatory Process,PRKCE wt Allele
6702,Intercellular Communication Process,PYY gene
6703,DNA Binding,YEATS4 wt Allele
6704,Oxidation-Reduction,CYP7A1 wt Allele
6705,Negative Regulation of Cell Cycle,PPP1R15A wt Allele
6706,Signal Transduction,N-ras Genes
6707,Signal Transduction,EPS8L1 gene
6708,Morphogenesis,RHOC gene
6709,G Protein-Coupled Receptor Signaling,GNB2 gene
6710,Receptor Signaling,HTR2C wt Allele
6711,Ligand Binding,RARA gene
6712,Environment-to-Cell Communication,GNB1 gene
6713,Histone Acetylation,TADA2A wt Allele
6714,RNA Binding,SRSF2 gene
6715,Enzyme Inhibition,SERPINB2 gene
6716,Serine/Threonine Phosphorylation,ALPK2 gene
6717,"Transcription, Genetic",ATOH1 wt Allele
6718,Enzyme Inhibition,SERPINA5 gene
6719,Intercellular Communication Process,IL24 wt Allele
6720,Chromosomal translocation,XRCC5 wt Allele
6721,Cell Surface Extensions,RAC3 gene
6722,Metabolism,IDH2 wt Allele
6723,Replication Initiation,MCM6 gene
6724,Epithelial Cell Proliferation,PDS5B gene
6725,Digestion,CTRC wt Allele
6726,Genetic Translation Process,RPS27 wt Allele
6727,Intercellular Communication Process,CCL19 wt Allele
6728,Ionophore activity,PKD1L1 wt Allele
6729,Receptor Signaling,SCTR gene
6730,Cell Adhesion,VCAN wt Allele
6731,Morphogenesis,VCAN wt Allele
6732,DNA Binding,SARNP wt Allele
6733,Cell Growth,LUM gene
6734,T-Cell Differentiation in the Thymus,MAPK3 wt Allele
6735,Replication Initiation,CDC45 gene
6736,G Protein-Coupled Receptor Signaling,CHRM1 wt Allele
6737,Embryonic Development,MMP11 wt Allele
6738,Protein-Protein Interaction,GIT1 gene
6739,Wound Healing,LUM wt Allele
6740,Cell Proliferation,WNT5A gene
6741,Phosphorylation,AKT1 wt Allele
6742,Intracellular Transport,EHD1 gene
6743,Tumor Suppression,DEC1 gene
6744,Interleukin Signaling Process,SELPLG wt Allele
6745,DNA Binding,CREB3L4 gene
6746,Signal Transduction,MRVI1 wt Allele
6747,Hydrolysis,RCE1 wt Allele
6748,Transcriptional Activation,SS18 wt Allele
6749,Cell Differentiation process,MAPK8 wt Allele
6750,Angiogenic Process,ID1 gene
6751,Cell Adhesion,MADCAM1 wt Allele
6752,Hydrolysis,PAPPA wt Allele
6753,DNA Repair,ERCC5 wt Allele
6754,Cell Cycle Control,TFAP4 wt Allele
6755,Protein Degradation Induction,UBE2L3 gene
6756,Negative Regulation of Cell Cycle,KHDRBS1 wt Allele
6757,"Recombination, Genetic",EXO1 wt Allele
6758,Signal Transduction,FGR wt Allele
6759,Cell Proliferation,FGR wt Allele
6760,Cell Differentiation process,WNT10B wt Allele
6761,T-Cell Differentiation in the Thymus,CCL17 wt Allele
6762,Inhibition of Cell Proliferation,FRK wt Allele
6763,Tyrosine Phosphorylation,FRK wt Allele
6764,Transmembrane Transport,SLC36A1 gene
6765,Phospholipid Metabolism,DGKH gene
6766,Ligand Binding,JAG2 gene
6767,Cell-Mediated Cytolysis,PRF1 gene
6768,Enzyme Inhibition,SPINT1 wt Allele
6769,Immune response,LILRB1 wt Allele
6770,Ligand Binding,IGFBP6 gene
6771,Protein-Protein Interaction,THBS1 wt Allele
6772,Ligand Binding,CELSR1 gene
6773,Protein Degradation Inhibition,Kininogen Family Gene
6774,Transcriptional Regulation,CREB3L1 gene
6775,Cellular Stress Response,CREB3L1 gene
6776,Immune response,FCGR3B gene
6777,Protein Secretion,MSMB gene
6778,Synaptic Transmission,CNTNAP2 gene
6779,Inflammatory Response,IL17C wt Allele
6780,Autophagy,OPTN gene
6781,DNA Repair,POLI wt Allele
6782,Ligand Binding,S1PR4 gene
6783,Cell Differentiation process,PTPN11 wt Allele
6784,nucleocytoplasmic transport,RANGAP1 gene
6785,Intracellular Transport,STX11 gene
6786,RNA Splicing,SMN1 gene
6787,Signal Transduction,RASD1 wt Allele
6788,Signal Transduction,CDKL2 wt Allele
6789,Immunoregulation,CXCL9 wt Allele
6790,Signal Transduction,RASD1 gene
6791,DNA Binding,GTF2H4 wt Allele
6792,Inflammatory Response,TRAF6 gene
6793,Enzyme Inhibition,TFPI wt Allele
6794,Transcription Initiation,PARP1 wt Allele
6795,Signal Transduction,GNAO1 wt Allele
6796,Phosphorylation,TNK1 gene
6797,Protein-Protein Interaction,SH2B3 gene
6798,Cytoskeletal Modeling,DNM2 gene
6799,Cytokine Signaling,CSF3 wt Allele
6800,Cell Differentiation process,HOXC11 wt Allele
6801,Protein-Protein Interaction,EEF1A1 wt Allele
6802,Muscle Contraction,AFDN wt Allele
6803,G Protein-Coupled Receptor Signaling,CX3CR1 wt Allele
6804,Meiosis,SGO1 wt Allele
6805,Serine/Threonine Phosphorylation,CSNK1A1 wt Allele
6806,Quinone Metabolism,NQO1 gene
6807,Receptor Mediated Endocytosis,DMBT1 wt Allele
6808,"Metabolic Detoxication, Drug",CYP1A1 wt Allele
6809,Protein-Protein Interaction,MRVI1 gene
6810,Oxidation-Reduction,CYP3A Gene Locus
6811,Tumor Suppression,CDKN2A wt Allele
6812,Hydrolysis,APEH wt Allele
6813,Ligand Binding,ICAM2 gene
6814,Phosphorylation,CLP1 wt Allele
6815,Cell Differentiation process,FOXL2 wt Allele
