,CUI1,CUI2,label
3099,Neoplastic Hematopoietic and Lymphoid Cell,Ann Arbor Stage IIIB Hodgkin Lymphoma,0
3100,Malignant Epithelial Cell,Infiltrating Bladder Urothelial Carcinoma with Giant Cells,0
3101,Malignant Syncytiotrophoblastic Giant Cell,Gestational Ovarian Choriocarcinoma,0
3102,Neoplastic Cell,Recurrent Childhood Subependymal Giant Cell Astrocytoma,0
3103,Neoplastic Astrocyte,Recurrent Childhood Subependymal Giant Cell Astrocytoma,0
3104,Neoplastic Hematopoietic and Lymphoid Cell,"Lymphoma, Large-Cell, Follicular",0
3105,"Tumor cells, malignant",Kaposi's sarcoma of extrahepatic bile duct,0
3106,Malignant Endocrine Cell,Stage II Thyroid Gland Medullary Carcinoma AJCC v7,0
3107,Neoplastic Lymphocyte,Colorectal Hodgkin Lymphoma,0
3108,Neoplastic Osteoblast,Multifocal osteosarcoma,0
3109,Neoplastic Cell,Lung squamous cell carcinoma stage III,0
3110,Malignant Small Round Cell with Scant Amount of Dark Granular Cytoplasm,Mixed Hepatoblastoma with Teratoid Features,0
3111,Abnormal Lymphocyte cell,Extrahepatic Bile Duct Lymphoma,0
3112,Neoplastic Schwann Cell,Spinal Cord Neurofibroma,0
3113,Neoplastic Cell,Breast Carcinoma Metastatic in the Liver,0
3114,Neoplastic Ependymal Cell,Childhood Supratentorial Ependymoma,0
3115,Neoplastic Cell,Stage IV Lung Squamous Cell Carcinoma AJCC v7,0
3116,Neoplastic Epithelial Cell,Anal squamous cell carcinoma,0
3117,Malignant Epithelial Cell,Rectal Cancer by AJCC v6 Stage,0
3118,Neoplastic Stromal Cell,Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor,0
3119,Neoplastic Cell,Malignant Granulosa Cell Tumor,0
3120,Neoplastic B-Lymphocyte,Primary Cutaneous B-Cell Non-Hodgkin Lymphoma,0
3121,Malignant Epithelial Cell,Stage IIIB Lung Cancer AJCC v7,0
3122,Neoplastic Epithelial Cell,Stage IIB Ampulla of Vater Cancer AJCC v7,0
3123,Neoplastic Cell,Benign neoplasm of subglottis,0
3124,"Tumor cells, malignant",Stage IA1 Cervical Cancer,0
3125,Neoplastic Connective and Soft Tissue Cell,Skin tumor of smooth muscle origin,0
3126,Adenocarcinoma Cell,Adenocarcinoma of rete ovarii,0
3127,Neoplastic Cell,Neoplasm by Morphology,0
3128,Malignant Connective and Soft Tissue Cell,Intraosseous well differentiated osteosarcoma,0
3129,Neoplastic Cell,Cervical Melanoma,0
3130,Neoplastic Oncocyte,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type",0
3131,Adenocarcinoma Cell,Adenocarcinoma of lung (disorder),0
3132,Neoplastic Meningothelial Cell,Angiomatous Meningioma,0
3133,Neoplastic Neuroendocrine Cell,Stage I Merkel Cell Carcinoma AJCC v7,0
3134,"Tumor cells, malignant",Vaginal Large Cell Neuroendocrine Carcinoma,0
3135,Neoplastic Endothelial Cell,Liver Lymphangiomatosis,0
3136,Neoplastic Epithelial Cell,Stage 0 Ureter Cancer AJCC v7,0
3137,Neoplastic Cell,"Diffuse Astrocytoma, IDH-Mutant",0
3138,Neoplastic Cell,Adenocarcinoma of anal glands,0
3139,"Tumor cells, malignant",Ovarian Clear Cell Cystadenocarcinoma,0
3140,"Tumor cells, malignant","Ossifying fibromyxoid tumor, malignant",0
3141,Neoplastic Endothelial Cell,Diffuse Pulmonary Lymphangiomatosis,0
3142,Neoplastic Trophoblastic Cell,Stage IB Gestational Trophoblastic Tumor AJCC v7,0
3143,Malignant Epithelial Cell,Malignant Ovarian Clear Cell Tumor,0
3144,Neoplastic Squamous Cell,Squamous cell carcinoma of skin,0
3145,Malignant Epithelial Cell,Transitional cell cancer of the renal pelvis and ureter localized,0
3146,Neoplastic Mesothelial Cell,Fallopian Tube Adenomatoid Tumor,0
3147,Neoplastic Hematopoietic and Lymphoid Cell,Primary Systemic Mastocytosis,0
3148,Neoplastic Connective and Soft Tissue Cell,Intermediate Rhabdomyoma,0
3149,Neoplastic Cell,"Endometrioid adenoma, borderline malignancy",0
3150,Primitive Malignant Skeletal Muscle Cell,embryonal rhabdomyosarcoma of prostate,0
3151,Neoplastic Neuroendocrine Cell,Extrahepatic Bile Duct Carcinoid Tumor,0
3152,"Tumor cells, malignant",Cervical Verrucous Carcinoma,0
3153,Poorly Differentiated Neoplastic Astrocyte,Proneural Glioblastoma,0
3154,"Tumor cells, malignant",Stage IIIC Vulvar Cancer AJCC v7,0
3155,Abnormal Lymphocyte cell,Refractory Plasma Cell Neoplasm,0
3156,Leukemic Small Lymphocyte with Clumped Chromatin,Aleukemic Chronic Lymphocytic Leukemia,0
3157,Neoplastic Cell,Stage 0 Non-Small Cell Lung Cancer AJCC v6 and v7,0
3158,"Tumor cells, malignant",Cervical Papillary Squamous Cell Carcinoma,0
3159,Hodgkin Cell,Adult Classical Hodgkin Lymphoma,0
3160,Neoplastic Epithelial Cell,Cystadenofibroma,0
3161,Neoplastic Cell,Ann Arbor Stage III Aggressive Adult Non-Hodgkin Lymphoma,0
3162,Neoplastic Epithelial Cell,Colorectal Cancer by AJCC v6 Stage,0
3163,Neoplastic Cell,Cervical Squamotransitional Carcinoma,0
3164,Neoplastic Cell,Ann Arbor Stage I AIDS-Related Lymphoma,0
3165,"Tumor cells, malignant",Renal cell carcinoma recurrent,0
3166,Malignant Epithelial Cell,"Cervical Mucinous Adenocarcinoma, Gastric Type",0
3167,Neoplastic Cell,Stage IVB Mucosal Melanoma of the Head and Neck AJCC v7,0
3168,"Tumor cells, malignant",Liposarcoma metastatic,0
3169,Neoplastic Lipocyte,Liposarcoma metastatic,0
3170,Neoplastic Cell,Familial Retinoblastoma,0
3171,Neoplastic Epithelial Cell,Appendix L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor,0
3172,Neoplastic Astrocyte,"Anaplastic Astrocytoma, IDH-Mutant",0
3173,Neoplastic Neuroepithelial Cell,"Anaplastic Astrocytoma, IDH-Mutant",0
3174,Neoplastic Small to Medium-Sized B-Lymphocyte with Pale Cytoplasm,Splenic marginal zone lymphoma refractory,0
3175,"Tumor cells, malignant",Malignant neoplasm of bladder recurrent,0
3176,Neoplastic Endocrine Cell,Metastatic Adrenal Gland Pheochromocytoma,0
3177,"Tumor cells, malignant",Brain Stem Glioblastoma,0
3178,Melanoma Cell with Large Nucleus and Abundant Pale Cytoplasm,Superficial spreading malignant melanoma of skin,0
3179,Malignant Epithelial Large Cell,Nasopharyngeal lymphoepithelioma stage II,0
3180,Malignant Epithelial Cell,Sarcomatoid Hepatocellular Carcinoma,0
3181,Neoplastic Cell,Benign Supratentorial Neoplasms,0
3182,Neoplastic Cell,Stage IVA Lip Cancer AJCC v6 and v7,0
3183,Neoplastic Cell,Stage III Immature Testicular Teratoma AJCC v6 and v7,0
3184,Neoplastic Cell,Invasive Mixed Breast Carcinoma,0
3185,Neoplastic Cell,"Childhood Cerebral Embryonal Tumor with Multilayered Rosettes, C19MC-Altered",0
3186,"Tumor cells, malignant","Childhood Cerebral Embryonal Tumor with Multilayered Rosettes, C19MC-Altered",0
3187,Neoplastic Squamous Cell,Colorectal Squamous Cell Carcinoma,0
3188,Neoplastic Cell,Primary mediastinal large B-cell lymphoma stage III,0
3189,Neoplastic Cell,Soft Palate Pleomorphic Adenoma,0
3190,Neoplastic Cell,Adult Acute Promyelocytic Leukemia with PML-RARA,0
3191,"Tumor cells, malignant",Nasopharyngeal Nonkeratinizing Carcinoma,0
3192,Neoplastic Endocrine Cell,Stage IVB Thyroid Gland Medullary Carcinoma AJCC v7,0
3193,Neoplastic Astrocyte,"Glioblastoma, IDH-Wildtype",0
3194,Neoplastic Muscle Cell,Adult Cardiac Cellular Rhabdomyoma,0
3195,Neoplastic Glandular Cell,Uterine Ligament Mucinous Adenocarcinoma,0
3196,"Tumor cells, malignant","Glioblastoma, IDH-Mutant",0
3197,Neoplastic Epithelial Cell,Gastric Intestinal-Type Adenocarcinoma,0
3198,Adenocarcinoma Cell,Salivary Gland Oncocytic Carcinoma,0
3199,Neoplastic Epithelial Cell,"Paget's Disease, Mammary",0
3200,Anaplastic Carcinoma Cell,Giant cell carcinoma of lung,0
3201,Neoplastic Epithelial Cell,Stage IV Vaginal Cancer AJCC v6 and v7,0
3202,Malignant Mesothelial Cell,Malignant Pleural Mesothelioma,0
3203,Neoplastic Cell,Hairy Cell Leukemia,0
3204,Neoplastic Lymphocyte,Recurrent Aggressive Adult Non-Hodgkin Lymphoma,0
3205,Neoplastic T-Prolymphocyte,"T-Cell Prolymphocytic Leukemia, Cerebriform Cell Variant",0
3206,Neoplastic Neuroendocrine Cell,Malignant Pancreatic Vipoma,0
3207,"Tumor cells, malignant",Malignant neoplasm of oropharynx,0
3208,Neoplastic Neuroendocrine Cell,Esophageal Neuroendocrine Tumor G1,0
3209,Neoplastic Epithelial Cell,Thymoma Type B,0
3210,Neoplastic Cell,Ovarian Primitive Germ Cell Tumor,0
3211,Mucin-Producing Malignant Epithelial Cell,mucoepidermoid carcinoma of lacrimal gland,0
3212,"Tumor cells, malignant",Uterine Corpus Carcinosarcoma,0
3213,Neoplastic Hematopoietic and Lymphoid Cell,Childhood Diffuse Large B-Cell Lymphoma,0
3214,"Tumor cells, malignant",Small cell carcinoma of esophagus,0
3215,Neoplastic Squamous Cell,squamous cell carcinoma of lacrimal gland,0
3216,Neoplastic Endothelial Cell,Cavernous hemangioma of the face,0
3217,Neoplastic Cell,Stage IIIB Lung Small Cell Carcinoma without Pleural Effusion AJCC v7,0
3218,"Tumor cells, malignant",Stage IIIB Lung Small Cell Carcinoma without Pleural Effusion AJCC v7,0
3219,Neoplastic Mature Ganglion Cell,Anaplastic ganglioglioma,0
3220,"Tumor cells, malignant",Stage IB Fallopian Tube Cancer AJCC v6 and v7,0
3221,Neoplastic Epithelial Cell,Vestibular Micropapillomatosis,0
3222,Neoplastic Epithelial Cell,Stage IVB Major Salivary Gland Cancer AJCC v7,0
3223,Neoplastic Endocrine Cell,small cell carcinoma of gallbladder,0
3224,Neoplastic Hematopoietic and Lymphoid Cell,Adult B Lymphoblastic Lymphoma,0
3225,"Tumor cells, malignant",Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7,0
3226,Neoplastic Germ Cell,Testicular germ cell tumor mixed stage I,0
3227,Neoplastic Lipocyte,Lipoma,0
3228,"Tumor cells, malignant",Stage I Carcinoma of Penis,0
3229,Pleomorphic Adenocarcinoma Cell,Pleomorphic Hepatocellular Carcinoma,0
3230,Neoplastic Cell,Squamous cell carcinoma of the paranasal sinus,0
3231,Neoplastic Epithelial Cell,Cauda Equina Paraganglioma,0
3232,"Tumor cells, malignant",FIGO Stage II Ovarian Cancer,0
3233,Epithelioid Melanoma Cell,Choroid Epithelioid Cell Melanoma,0
3234,Neoplastic Neuroepithelial Cell,Adult Infiltrating Astrocytoma,0
3235,Neoplastic Squamous Cell,Stage 0 Vulvar Cancer,0
3236,Neoplastic Smooth Muscle Cell,"Leiomyosarcoma, Myxoid",0
3237,Neoplastic Cell,Squamous cell carcinoma of the hypopharynx stage II,0
3238,Malignant Endocrine Cell,Thyroid Gland Mixed Medullary and Papillary Carcinoma,0
3239,"Tumor cells, malignant",Skin Basaloid Carcinoma,0
3240,"Tumor cells, malignant",Malignant Germinative Follicular Epithelium Neoplasm,0
3241,Malignant Squamous Cell,Squamous cell carcinoma of the hypopharynx stage III,0
3242,"Tumor cells, malignant",Stage I Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v6 and v7,0
3243,Neoplastic Lymphocyte,Recurrent Childhood Lymphoblastic Lymphoma,0
3244,Malignant Epithelial Cell,Stage IIIA Breast Carcinoma,0
3245,Neoplastic Epithelial Cell,Vulvar Small Cell Carcinoma,0
3246,Neoplastic Cell,Breast Mucinous Cystadenocarcinoma,0
3247,Leukemic Cell,"Meningeal Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0
3248,Neoplastic Squamous Cell,"Squamous Cell Breast Carcinoma, Large Cell Keratinizing Variant",0
3249,"Tumor cells, malignant",Trichilemmocarcinoma,0
3250,Neoplastic Lymphocyte,Adult Burkitt Lymphoma,0
3251,Neoplastic Cell,mucinous adenocarcinoma of salivary gland,0
3252,Neoplastic Cell,Nasopharyngeal Neoplasms,0
3253,Poorly Differentiated Neoplastic Astrocyte,Cerebellar Glioblastoma,0
3254,Neoplastic B-Lymphocyte,B Acute Lymphoblastic Leukemia with t(12;21)(p13.2;q22.1); ETV6-RUNX1,0
3255,Neoplastic Cell,Inferior Vena Cava Leiomyosarcoma,0
3256,"Tumor cells, malignant",Trilateral Retinoblastoma,0
3257,Neoplastic Cell,"Squamous cell carcinoma, metastatic",0
3258,Adenocarcinoma Cell,Adenocarcinoma with metaplasia,0
3259,Neoplastic Epithelial Cell,Adenocarcinoma with metaplasia,0
3260,"Tumor cells, malignant",Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7,0
3261,Neoplastic Glandular Cell,Localized Unresectable Adult Hepatocellular Carcinoma,0
3262,Neoplastic Cell,Recurrent ovarian cancer,0
3263,Malignant Squamous Cell,Stage IVC Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,0
3264,Neoplastic Lymphocyte,Waldenstrom's macroglobulinemia recurrent,0
3265,Neoplastic Endothelial Cell,Hobnail Hemangioma,0
3266,Primitive Mesenchymal Cell,Malignant fibrous histiocytoma metastatic,0
3267,Neoplastic B-Lymphocyte,Ann Arbor Stage I Grade 2 Follicular Lymphoma,0
3268,Neoplastic Squamous Cell,Condylomata Acuminata,0
3269,Neoplastic Epithelial Cell,Glandular cell neoplasm,0
3270,Neoplastic Fibroblast,Elastofibroma,0
3271,Malignant Epithelial Cell,Stage IV Merkel Cell Carcinoma AJCC v7,0
3272,Neoplastic Hematopoietic and Lymphoid Cell,Stage III Anaplastic Large Cell Lymphoma,0
3273,Dysplastic Glandular Cell,High-Grade Prostatic Intraepithelial Neoplasia,0
3274,Malignant Epithelial Cell,Adenocarcinoma with neuroendocrine differentiation,0
3275,Neoplastic Connective and Soft Tissue Cell,Benign fibrohistiocytic neoplasm,0
3276,"Tumor cells, malignant",Stage IV Anaplastic Large Cell Lymphoma,0
3277,Neoplastic Epithelial Cell,Undifferentiated carcinoma of ovary,0
3278,Malignant Connective and Soft Tissue Cell,mesenchymal chondrosarcoma of bone,0
3279,Neoplastic Cell,Liver carcinoma,0
3280,Leukemic Cell,Philadelphia chromosome positive chronic myelogenous leukemia,0
3281,Neoplastic Smooth Muscle Cell,Liver Leiomyoma,0
3282,Neoplastic Epithelial Cell,Stage 0 Bladder Carcinoma,0
3283,Malignant Primitive Germ Cell,Testicular Mixed Embryonal Carcinoma and Yolk Sac Tumor,0
3284,"Tumor cells, malignant",Renal Vein Leiomyosarcoma,0
3285,Neoplastic Meningothelial Cell,Intraventricular Meningioma,0
3286,Neoplastic Hematopoietic and Lymphoid Cell,Stage IVA Mycosis Fungoides and Sezary Syndrome AJCC v7,0
3287,"Tumor cells, malignant",Peritoneal mesothelioma malignant advanced,0
3288,Abnormal Lymphocyte cell,Refractory Childhood Acute Lymphoblastic Leukemia,0
3289,Spindle Melanocyte,"Nevus, Spindle Cell",0
3290,Neoplastic Myeloid Cell,Refractory Neutropenia,0
3291,Neoplastic Cell,Childhood Acute Myeloid Leukemia Not Otherwise Specified,0
3292,Neoplastic Neuroepithelial Cell,Pineal parenchymal tumor of intermediate differentiation,0
3293,Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell,Recurrent Primitive Neuroectodermal Tumor,0
3294,Malignant Epithelial Giant Cell,"Gallbladder Undifferentiated Carcinoma, Spindle and Giant Cell Type",0
3295,Adenocarcinoma Cell,Metastatic Ductal Breast Carcinoma,0
3296,Neoplastic Hematopoietic and Lymphoid Cell,Refractory Cytopenia of Childhood,0
3297,Neoplastic Glandular Cell,Bartholin Gland Adenomyoma,0
3298,Neoplastic Cell,Gallbladder Rhabdomyosarcoma,0
3299,Neoplastic Cell,ovarian neoplasm,0
3300,"Tumor cells, malignant",Stage II Testicular Non-Seminomatous Germ Cell Tumor AJCC v6 and v7,0
3301,Neoplastic Epithelial Cell,Endometrial Mucinous Adenocarcinoma,0
3302,Neoplastic Cell,Von Hippel-Lindau Syndrome-Associated Pancreatic Serous Adenoma,0
3303,Neoplastic Cell,Monomorphic B-Cell Post-Transplant Lymphoproliferative Disorder,0
3304,Neoplastic Epithelial Cell,basal cell adenocarcinoma of salivary gland,0
3305,Neoplastic Glandular Cell,Krukenberg Tumor,0
3306,"Tumor cells, malignant",Low Grade Salivary Gland Mucoepidermoid Carcinoma,0
3307,Neoplastic Small to Medium-Sized T-Lymphocyte,Angioimmunoblastic T-cell lymphoma stage IV,0
3308,"Tumor cells, malignant",Gallbladder Mixed Adenoneuroendocrine Carcinoma,0
3309,Malignant Epithelial Cell,eccrine adenocarcinoma of vulva,0
3310,Melanoma Cell,Ciliary Body Epithelioid Cell Melanoma,0
3311,Neoplastic Connective and Soft Tissue Cell,Lipoma of pleura,0
3312,Neoplastic Lymphocyte,B Acute Lymphoblastic Leukemia with t(v;11q23.3); KMT2A Rearranged,0
3313,Malignant Epithelial Cell,Stage IV Hepatocellular Carcinoma AJCC v7,0
3314,Neoplastic Glial Cell,Subependymal Glioma,0
3315,Neoplastic Cell,Mixed phenotype acute leukemia,0
3316,Neoplastic Cell,Sarcomatoid Intrahepatic Cholangiocarcinoma,0
3317,"Tumor cells, malignant",Stage IV Uterine Sarcoma AJCC v7,0
3318,Neoplastic Epithelial Cell,Fallopian Tube Carcinoma,0
3319,Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell,Recurrent Childhood Astrocytic Tumor,0
3320,Neoplastic Thyroid Gland Follicular Cell,Macrofollicular adenoma,0
3321,Neoplastic Cell,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern",0
3322,Neoplastic Epithelial Cell,Moderately Differentiated Prostate Adenocarcinoma,0
3323,Primitive Round to Oval Cell,Recurrent tumors of the Ewing's family,0
3324,Neoplastic Germ Cell,Testicular choriocarcinoma stage II,0
3325,Malignant Epithelial Cell,Colorectal Medullary Carcinoma,0
3326,Neoplastic Cell,Bone Leiomyoma,0
3327,Neoplastic Cell,Malignant phyllodes tumor of breast,0
3328,Neoplastic Glandular Cell,Mucinous neoplasm,0
3329,Neoplastic Epithelial Cell,"Adenoma, Sweat Gland",0
3330,Neoplastic Cell,Mammosomatotroph Adenoma,0
3331,Neoplastic Endocrine Cell,Multicentric Thyroid Gland Papillary Carcinoma,0
3332,"Tumor cells, malignant","Retinoblastoma, undifferentiated",0
3333,Neoplastic Perineural Cell,Trigeminal schwannoma,0
3334,Neoplastic Hematopoietic and Lymphoid Cell,Acute lymphocytic leukemia,0
3335,Neoplastic B-Lymphocyte,Stage III Adult Burkitt Lymphoma,0
3336,Malignant Syncytiotrophoblastic Giant Cell,Ovarian germ cell choriocarcinoma stage III,0
3337,"Tumor cells, malignant",Hypopharyngeal Cancer,0
3338,"Tumor cells, malignant",Erythroid Neoplasm,0
3339,Adenocarcinoma Cell,Rectosigmoid Signet Ring Cell Carcinoma,0
3340,Reed-Sternberg Cells,Childhood Mixed Cellularity Classic Hodgkin Lymphoma,0
3341,"Tumor cells, malignant",Stage IIIA Uterine Sarcoma AJCC v7,0
3342,Neoplastic Chromaffin Cell,Benign pheochromocytoma of adrenal gland,0
3343,Neoplastic Connective and Soft Tissue Cell,rhabdomyosarcoma of liver,0
3344,Neoplastic Trophoblastic Cell,"Trophoblastic Tumor, Placental Site",0
3345,Osteoclast-Like Giant Cell,Giant Cell Tumors,0
3346,Neoplastic Lymphocyte,Stage I Childhood Anaplastic Large Cell Lymphoma,0
3347,"Tumor cells, malignant",Rhabdomyosarcoma,0
3348,Neoplastic Cell,Spindle Cell Melanoma,0
3349,Neoplastic Squamous Cell,Cervical Squamous Cell Carcinoma,0
3350,Neoplastic Epithelial Cell,Carcinoma of lower gum,0
3351,Neoplastic Epithelial Cell,"Thymoma, type A, malignant",0
3352,Malignant Basaloid Cell,"Carcinoma, Basal Cell",0
3353,Neoplastic Epithelial Cell,Oxyphilic Adenoma,0
3354,Leukemic Cell,Splenic Manifestation of Prolymphocytic Leukemia,0
3355,"Tumor cells, malignant",Transplant-Related Hematologic Malignancy,0
3356,"Tumor cells, malignant",Colon Leiomyosarcoma,0
3357,Neoplastic Endothelial Cell,Endemic African Kaposi Sarcoma,0
3358,Spindle Melanoma Cell,"Spindle cell melanoma, type B",0
3359,Neoplastic Epithelial Cell,Laryngeal verrucous carcinoma stage IV,0
3360,Neoplastic Connective and Soft Tissue Cell,Piloleiomyoma,0
3361,Neoplastic Cell,"Papillary renal cell carcinoma, sporadic",0
3362,Neoplastic B-Lymphocyte,Centroblastic lymphoma recurrent,0
3363,Neoplastic Cell,Stage IIB Lung Large Cell Carcinoma AJCC v7,0
3364,Neoplastic Endocrine Cell,Gastroesophageal Junction Neuroendocrine Carcinoma,0
3365,Abnormal Lymphocyte cell,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
3366,Neoplastic Lymphocyte,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb,0
3367,Malignant Epithelial Cell,Stage IIIB Lung Large Cell Carcinoma AJCC v7,0
3368,Neoplastic Cell,"Fibromatosis, Plantar",0
3369,Adenocarcinoma Cell,Unclassified Renal Cell Carcinoma,0
3370,Melanoma Cell,Choroid Spindle Cell Type B Melanoma,0
3371,Neoplastic Cell,"Carcinoma, Papillary",0
3372,Malignant Epithelial Cell,Small Intestinal Adenosquamous Carcinoma,0
3373,Neoplastic Cell,Chronic Myelomonocytic Leukemia-1,0
3374,Neoplastic Lymphocyte,"Lymphoma, Non-Hodgkin",0
3375,"Tumor cells, malignant",Stage IB Lung Small Cell Carcinoma AJCC v7,0
3376,Neoplastic Endocrine Null Cell,Null Cell Pituitary Gland Adenoma,0
3377,Malignant Epithelial Cell,Stage IV Thyroid Gland Papillary Carcinoma AJCC v7,0
3378,"Tumor cells, malignant",M5b Acute differentiated monocytic leukemia,0
3379,Neoplastic Cell,Pyriform Fossa Squamous Cell Carcinoma,0
3380,Neoplastic Neuroendocrine Polygonal Cell,Breast Carcinoid Tumor,0
3381,Malignant Epithelial Cell,atypical medullary carcinoma of breast,0
3382,Neoplastic Epithelial Cell,Hereditary Ovarian Carcinoma,0
3383,Neoplastic Eccrine Cell,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
3384,Malignant Eccrine Cell,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
3385,Ductal Carcinoma Cell,Ductal Eccrine Carcinoma with Abundant Fibromyxoid Stroma,0
3386,Adenocarcinoma Cell,Stage II Thyroid Gland Follicular Carcinoma AJCC v7,0
3387,Malignant Epithelial Cell,Adenocarcinoma in situ in a polyp,0
3388,"Tumor cells, malignant",Laryngeal Acantholytic Squamous Cell Carcinoma,0
3389,Malignant Endocrine Cell,Thyroid Hurthle Cell Carcinoma,0
3390,Neoplastic Cell,Carcinoma in situ in a polyp,0
3391,Neoplastic Cell,Stage III Renal Cell Cancer AJCC v7,0
3392,Neoplastic Glandular Cell,Stage III Renal Cell Cancer AJCC v7,0
3393,Neoplastic Cell,Small intestine carcinoma resectable,0
3394,Neoplastic Squamous Cell,Condyloma acuminata of vagina,0
3395,Malignant Epithelial Cell,Stage IIIA Hepatocellular Carcinoma AJCC v7,0
3396,Neoplastic Granulocyte,Granulocytic Sarcoma,0
3397,Neoplastic Epithelial Cell,Fallopian Tube Mucinous Neoplasm,0
3398,"Tumor cells, malignant",Transplant-Related Bladder Urothelial Carcinoma,0
3399,Neoplastic Cell,fibrosarcoma of soft tissue,0
3400,"Tumor cells, malignant",AIDS-Related Anal Carcinoma,0
3401,Neoplastic Germ Cell,Teratocarcinoma,0
3402,Malignant Connective and Soft Tissue Cell,Juxtacortical chondrosarcoma,0
3403,"Tumor cells, malignant",AIDS-Related Hodgkin Lymphoma,0
3404,Malignant Epithelial Cell,Adenocarcinoma with cartilaginous metaplasia,0
3405,"Tumor cells, malignant",Oropharyngeal Basaloid Carcinoma,0
3406,Malignant Fibroblast,Fascial fibrosarcoma,0
3407,Neoplastic Transitional Cell,Papillary transitional cell carcinoma,0
3408,Neoplastic Connective and Soft Tissue Cell,Gastric Inflammatory Myofibroblastic Tumor,0
3409,"Tumor cells, malignant",Choriocarcinoma of the Testis,0
3410,Neoplastic Lymphocyte,Intestinal T-cell lymphoma stage IV,0
3411,Malignant Epithelial Cell,Stage II Adult Liver Cancer AJCC v7,0
3412,Neoplastic Lymphocyte,AIDS-Related Plasmablastic Lymphoma of the Oral Mucosa,0
3413,Neoplastic Hematopoietic and Lymphoid Cell,AIDS-Related Plasmablastic Lymphoma of the Oral Mucosa,0
3414,Neoplastic Squamous Cell,Poorly Differentiated Salivary Gland Squamous Cell Carcinoma,0
3415,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Mycosis fungoides recurrent,0
3416,Neoplastic Endocrine Cell,Stage II Differentiated Thyroid Gland Carcinoma 45 Years and Older AJCC v7,0
3417,Neoplastic Cell,Stage 0 Lip Basal Cell Carcinoma AJCC v6 and v7,0
3418,"Tumor cells, malignant",Stage 0 Lip Basal Cell Carcinoma AJCC v6 and v7,0
3419,Malignant Squamous Cell,"Lung Squamous Cell Carcinoma, Small Cell Variant",0
3420,Malignant Epithelial Cell,Stage III Adult Liver Cancer AJCC v7,0
3421,Neoplastic Cell,Vaginal clear cell adenocarcinoma,0
3422,Malignant Epithelial Cell,Adenoid cystic carcinoma of the oral cavity stage I,0
3423,Neoplastic Cell,Venous hemangioma,0
3424,Neoplastic Cell,Bile duct signet-ring cell carcinoma,0
3425,Neoplastic B-Lymphocyte,Light chain disease,0
3426,Neoplastic Epithelial Cell,"Lung Squamous Cell Carcinoma, Clear Cell Variant",0
3427,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,"T-Cell Large Granular Lymphocyte Leukemia, Common Variant",0
3428,Centrocyte-Like Cell,Liver Mucosa-Associated Lymphoid Tissue Lymphoma,0
3429,Abnormal Lymphocyte cell,Plasma cell myeloma recurrent,0
3430,"Tumor cells, malignant",Parotid Gland Acinic Cell Carcinoma,0
3431,Neoplastic B-Lymphocyte,Ann Arbor Stage III Grade 2 Follicular Lymphoma,0
3432,Neoplastic Cell,Inner Ear Lipoma,0
3433,Neoplastic Cell,benign neoplasm of floor of mouth,0
3434,Neoplastic Epithelial Cell,High Grade Lung Neuroendocrine Neoplasm,0
3435,Neoplastic Cell,Submandibular Gland Acinic Cell Carcinoma,0
3436,Secretory Adenocarcinoma Cell,Minor Salivary Gland Acinic Cell Carcinoma,0
3437,Malignant Fibroblast,Mixed Congenital Mesoblastic Nephroma,0
3438,Leukemic Lymphocyte,T-Cell Large Granular Lymphocyte Leukemia Expressing the T-Cell Receptor Gamma-Delta,0
3439,Neoplastic Connective and Soft Tissue Cell,Kidney Extraskeletal Osteosarcoma,0
3440,Malignant Thyroid Gland Follicular Cell,Stage I Thyroid Gland Papillary Carcinoma AJCC v7,0
3441,Neoplastic Neuroepithelial Cell,Adult Ependymal Tumor,0
3442,"Tumor cells, malignant","Carcinoma of urinary bladder, superficial",0
3443,Neoplastic Glandular Cell,clear cell adenocarcinoma of gallbladder,0
3444,Ductal Carcinoma Cell,Mucinous carcinoma of breast,0
3445,Neoplastic Epithelial Cell with Intracytoplasmic Mucin,Fallopian Tube Mucinous Adenocarcinoma,0
3446,Dysplastic Glandular Cell,Carcinoma in situ of prostate,0
3447,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,"NK-Cell Lymphoma, Unclassifiable",0
3448,Neoplastic Connective and Soft Tissue Cell,Paratesticular Lipoma,0
