CUI1,CUI2
"('Second edition', 'C0441795')","('Leptomeningeal sarcoma', 'C1384416')"
"('Type A', 'C4264487')","('Adenocarcinoma, Clear Cell', 'C0206681')"
"('Have Weight Loss', 'C4084774')","('Childhood Lymphoma', 'C1332979')"
"('Benign neoplasm of paraganglion', 'C0686521')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Approximate', 'C0332232')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('In Blood', 'C0005768')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Gastrointestinal tract structure', 'C0017189')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Contusions', 'C0009938')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Linear', 'C0205132')","('Uterine Cancer', 'C0153567')"
"('Experimental Result', 'C2825142')","('Malignant melanoma of eyelid', 'C0339116')"
"('status - In progress', 'C1272688')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Enlargement procedure', 'C1293134')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Laboratory Procedures', 'C0022885')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Neoplasms', 'C0027651')","('Benign neoplasm of thorax', 'C0346440')"
"('low exposure', 'C4048187')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Aspects of signs', 'C0220912')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Susceptible', 'C0231204')","('Mastocytosis', 'C0024899')"
"('Five-year Survival Rate', 'C2986537')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Symptoms aspect', 'C0683368')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Significant', 'C0750502')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Specimen Type - Genital', 'C1550642')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Pesticides', 'C0031253')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Medical Device Emits Smoke', 'C1881674')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Bruising, CTCAE', 'C4554407')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Thigh structure', 'C0039866')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Present', 'C0150312')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Speaking (activity)', 'C0234856')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Vagina Carcinoma', 'C0262659')","('papillary carcinoma of penis', 'C1335322')"
"('leukemia', 'C0023418')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Functional', 'C0205245')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Australia', 'C0004340')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Urine looks dark', 'C0426396')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Primary malignant neoplasm', 'C1306459')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Biopsy', 'C0005558')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Woman', 'C0043210')","('Malignant melanoma of eyelid', 'C0339116')"
"('Magnetic Resonance Imaging Study File', 'C3890166')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Xeroderma Pigmentosum', 'C0043346')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Therapeutic radiology procedure', 'C1522449')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Basal cell carcinoma', 'C0007117')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('symbol - solid dosage form', 'C1698987')","('BRCA2 Syndrome', 'C1332443')"
"('Reported Term', 'C2826302')","('Neonatal leukemia', 'C0235813')"
"('various other agents for local oral treatment in ATC', 'C3540762')","('Placental aromatase deficiency', 'C1960540')"
"('Control function', 'C2587213')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Known', 'C0205309')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Treating', 'C1522326')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Malignant Neoplasms', 'C0006826')","('Adenocarcinoma of the prostate metastatic', 'C0862636')"
"('Group A (blood group)', 'C4522145')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Known', 'C0205309')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Including (qualifier)', 'C0332257')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Lower - spatial qualifier', 'C0441994')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Identity, Genetic', 'C0017390')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Manufactured sign', 'C0220913')","('Angiosarcoma of liver', 'C0345907')"
"('Cornea', 'C0010031')","('Blepharal carcinoma', 'C0920196')"
"('Pallor of skin', 'C0241137')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Same', 'C0445247')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('examination of cervix', 'C2239113')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Affect (mental function)', 'C0001721')","('Spongiotic dermatitis', 'C0262984')"
"('Kidney Infection, CTCAE', 'C4552851')","('Cancer of Urinary Tract', 'C0751571')"
"('Present', 'C0150312')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Malignant neoplasm of stomach', 'C0024623')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Tryptophanase', 'C0041260')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Growth', 'C0018270')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Delight', 'C3830544')","('Extracranial Neuroblastoma', 'C1333499')"
"('90 - 100%', 'C3842503')","('Benign neoplasm of thorax', 'C0346440')"
"('Before', 'C0332152')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Pleura', 'C0032225')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Architecture', 'C0003737')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('classical example', 'C0439858')","('Refractory Barrett Esophagus', 'C4763736')"
"('Recent', 'C0332185')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('*Type - Kind of quantity', 'C1547052')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Smear - instruction imperative', 'C1947932')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Epithelial cell count (procedure)', 'C1273342')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Relationships', 'C0439849')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Iodides', 'C0021966')","('Atypical Lobular Breast Hyperplasia', 'C1368920')"
"('Spreading (qualifier value)', 'C0332261')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Diffuse Large B-Cell Lymphoma, Not Otherwise Specified', 'C2699777')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Color', 'C0009393')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Five-year Survival Rate', 'C2986537')","('Malignant melanoma of eyelid', 'C0339116')"
"('Person Name', 'C1547383')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Metastasis', 'C4255448')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Subtype (attribute)', 'C0449560')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('3+ Score, WHO', 'C2981702')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Glioblastoma Multiforme', 'C1621958')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Genus Cygnus', 'C0325528')","('Giant cell angiofibroma', 'C1367539')"
"('Blood group antibody I', 'C0221138')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Persistent', 'C0205322')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Urinary tract', 'C0042027')","('Cancer of Urinary Tract', 'C0751571')"
"('Down Syndrome', 'C0013080')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Primary malignant neoplasm', 'C1306459')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('genetic aspects', 'C0017399')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Infrequent', 'C0521114')","('Neonatal leukemia', 'C0235813')"
"('Most', 'C0205393')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Numerous', 'C0439064')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Bathing', 'C0150141')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Mature', 'C0205286')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Analysis', 'C0936012')","('Malignant melanoma of eyelid', 'C0339116')"
"('Itchiness', 'C3840668')","('Malignant melanoma of eyelid', 'C0339116')"
"('Merkel cell carcinoma', 'C0007129')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Make - Instruction Imperative', 'C1881534')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Body tissue', 'C0040300')","('Liver Cavernous Hemangioma', 'C0238246')"
"('Curettage procedure', 'C0010468')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Plasma, NOS (not otherwise specified)', 'C1550098')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('include - SetOperator', 'C1552866')","('Acute lymphadenitis', 'C0157705')"
"('Primary malignant neoplasm', 'C1306459')","('Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279742')"
"('Group A (qualifier value)', 'C0441835')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Fatigue', 'C0015672')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Primary malignant neoplasm of lung', 'C1306460')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Membrane Device', 'C1706182')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('M+ (tumor staging)', 'C0441923')","('Testicular cancer metastatic', 'C1096715')"
"('Cancer Genus', 'C0998265')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Rare', 'C0522498')","('Stage II Carcinoma of Penis', 'C0854966')"
"('risk factors', 'C0035648')","('Uterine Cancer', 'C0153567')"
"('Occur (action)', 'C1709305')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('United States Military Commissioned Officer O4', 'C4521762')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('DNA', 'C0012854')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('neck gland', 'C0857111')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Within', 'C0332285')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('Identifier', 'C0600091')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('shared attribute', 'C1522138')","('Tonsillar Carcinoma', 'C0558355')"
"('Percent of Abnormal Cells', 'C2347472')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Benign', 'C0205183')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Carbohydrate nutrients', 'C3541972')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Males', 'C0086582')","('Placental aromatase deficiency', 'C1960540')"
"('Skin, Human', 'C4520765')","('Deep Leiomyoma', 'C1333266')"
"('Weight decreased', 'C1262477')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Referring', 'C0205543')","('Testicular cancer metastatic', 'C1096715')"
"('Common (qualifier value)', 'C0205214')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Symptoms aspect', 'C0683368')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Circulatory Process', 'C1516559')","('Neonatal leukemia', 'C0235813')"
"('Low Level', 'C4321351')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('morphological', 'C0543482')","('Leptomeningeal sarcoma', 'C1384416')"
"('Treatment Epoch', 'C3538994')","('Female Breast Carcinoma', 'C0007104')"
"('Abnormally high', 'C1299351')","('Diffuse malignant mesothelioma', 'C0392400')"
"('subscriber - self', 'C1551994')","('Acute lymphadenitis', 'C0157705')"
"('melanocyte', 'C0025201')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Science of genetics', 'C0017398')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Togo', 'C0040363')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('predictive factor', 'C0683956')","('Breast Ductal Adenoma', 'C1511307')"
"('SLC35G1 gene', 'C3469826')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('A Codes', 'C0919279')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Chromosome band', 'C1521913')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Fever, CTCAE', 'C4552740')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Extrinsic', 'C0205101')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Area', 'C0205146')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Fertility Domain', 'C2986895')","('Spermatocytic seminoma', 'C0334517')"
"('Fibroid Tumor', 'C0023267')","('Leiomyoma of Gallbladder', 'C1333745')"
"('Nodule', 'C0028259')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('Proliferation', 'C1514485')","('Neonatal leukemia', 'C0235813')"
"('Child', 'C0008059')","('Neonatal leukemia', 'C0235813')"
"('Ethanol', 'C0001962')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('point - UnitsOfMeasure', 'C1552961')","('Cancer of Urinary Tract', 'C0751571')"
"('Show', 'C1547282')","('gliosarcoma', 'C0206726')"
"('Fertility', 'C0015895')","('Spermatocytic seminoma', 'C0334517')"
"('Chemotherapy, Adjuvant', 'C0085533')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('Malignant epithelioma', 'C0553707')","('Female Breast Carcinoma', 'C0007104')"
"('Duct (organ) structure', 'C0687028')","('Female Breast Carcinoma', 'C0007104')"
"('Malignant neoplasm of oropharynx', 'C0153382')","('Tonsillar Carcinoma', 'C0558355')"
"('radiotherapeutic', 'C0034619')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Negation', 'C1518422')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Family (taxonomic)', 'C1704727')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Cells', 'C0007634')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('structure', 'C0678594')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('pharmacotherapeutic', 'C0013217')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Eighth', 'C0205442')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Reduced', 'C0392756')","('Diffuse malignant mesothelioma', 'C0392400')"
"('More Often than Once a Day', 'C4330709')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Bilateral salpingectomy with oophorectomy', 'C0195495')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('physiological aspects', 'C0031843')","('BRCA2 Syndrome', 'C1332443')"
"('Developing Countries', 'C0011750')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Aim (idea)', 'C1947946')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('regional', 'C0205147')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('NCI CTEP SDC Mesothelioma Sub-Category Terminology', 'C3538785')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Nursing interventions', 'C0886296')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Long-term Follow-up', 'C1517942')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Type - attribute', 'C0332307')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Certain (qualifier value)', 'C0205423')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Elbow joint structure', 'C0013770')","('Cartilaginous exostosis', 'C0029423')"
"('Progress', 'C1280477')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('How Much Distress Weight Loss', 'C4084777')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('CLEC4D gene', 'C1539095')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Circulating', 'C0175630')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Adenocarcinoma, Clear Cell', 'C0206681')","('Adenocarcinoma, Clear Cell', 'C0206681')"
"('Treated with', 'C0332293')","('Breast Ductal Adenoma', 'C1511307')"
"('Used by', 'C1273517')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Abnormal cell', 'C0333717')","('Testicular cancer metastatic', 'C1096715')"
"('Skin', 'C1123023')","('papillary carcinoma of penis', 'C1335322')"
"('Occurrence', 'C2745955')","('Localized Askin Tumor', 'C1321778')"
"('Lung', 'C0024109')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Tests (qualifier value)', 'C0392366')","('Breast Ductal Adenoma', 'C1511307')"
"('lymph nodes', 'C0024204')","('Papillary cystic tumor', 'C0334357')"
"('Occurrence Indicator', 'C4284875')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Childhood Gliosarcoma', 'C3899658')","('gliosarcoma', 'C0206726')"
"('soft tissue', 'C0225317')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Age of Onset', 'C0206132')","('Angiosarcoma of liver', 'C0345907')"
"('Therapeutic radiology procedure', 'C1522449')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Tired', 'C0557875')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Natures', 'C1262865')","('Giant cell angiofibroma', 'C1367539')"
"('Manufactured form', 'C0376315')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Michigan alcoholism screening test', 'C0451297')","('Mastocytosis', 'C0024899')"
"('Diabetes Mellitus', 'C0011849')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Have Sweats', 'C4084908')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Australia', 'C0004340')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Infrequent', 'C0521114')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Administration procedure', 'C1533734')","('Uterine Cancer', 'C0153567')"
"('6000', 'C3842326')","('Ichthyosis, X-Linked', 'C0079588')"
"('Interstitial Route of Drug Administration', 'C1522203')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Present', 'C0150312')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Present', 'C0150312')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Tonsillar Carcinoma', 'C0558355')"
"('factor A', 'C0960756')","('Localized Askin Tumor', 'C1321778')"
"('Immature', 'C0205252')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Universal', 'C0175671')","('Cartilaginous exostosis', 'C0029423')"
"('*Type - Kind of quantity', 'C1547052')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('Nausea:Presence or Threshold:Point in time:^Patient:Ordinal', 'C4255480')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Exposure to', 'C0332157')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Associated with', 'C0332281')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Changing', 'C0392747')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Classical (qualifier value)', 'C0443177')","('Leiomyoma of Gallbladder', 'C1333745')"
"('second (number)', 'C0205436')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('Surgical aspects', 'C0038895')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Derivation', 'C1441547')","('benign mature teratoma of pancreas', 'C2063869')"
"('Common (qualifier value)', 'C0205214')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('melanoma', 'C0025202')","('Malignant melanoma of eyelid', 'C0339116')"
"('Pure Spanish horse breed (organism)', 'C3669034')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Bothered by Night Sweats', 'C4084742')","('Childhood Lymphoma', 'C1332979')"
"('bony process', 'C1184743')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Secretory Vesicles', 'C0886515')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Endothelial Cells', 'C0225336')","('Angiosarcoma of liver', 'C0345907')"
"('Malignant - descriptor', 'C0205282')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Geographic Locations', 'C0017446')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('Code System Type - Internal', 'C1553872')","('Spongiotic dermatitis', 'C0262984')"
"('Circulating Tumor Cell Count', 'C3272887')","('Testicular cancer metastatic', 'C1096715')"
"('Reduction (chemical)', 'C0301630')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Telephone Extension Number', 'C1880641')","('Intracortical osteosarcoma', 'C1266166')"
"('Notable', 'C4288581')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Tissue Type Code - Basal cell carcinoma', 'C1547219')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Ductal', 'C1512083')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Ultrasonics (sound)', 'C1456803')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Usual Severity Itching', 'C4084921')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Source', 'C0449416')","('Malignant melanoma of eyelid', 'C0339116')"
"('Half', 'C2825407')","('Spermatocytic seminoma', 'C0334517')"
"('Disease Response', 'C1704632')","('Breast Ductal Adenoma', 'C1511307')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('Hematuria', 'C0018965')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Hand', 'C0018563')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Bodily secretions', 'C0036537')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Tanning of leather', 'C0039295')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('transport (device)', 'C1317949')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('radiotherapeutic', 'C0034619')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Social Role', 'C0035820')","('BRCA2 Syndrome', 'C1332443')"
"('User Group', 'C1705429')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Hematological Disease', 'C0018939')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('veterans alcoholism screening test (VAST)', 'C0814230')","('adenosquamous carcinoma of breast', 'C1510796')"
"('<50', 'C3843766')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Complication Aspects', 'C1171258')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Structure of collecting tubule', 'C0022675')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Walled', 'C0205380')","('Neonatal leukemia', 'C0235813')"
"('Lock Device', 'C1704783')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('CEL gene', 'C1413336')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('high - ActExposureLevelCode', 'C3887512')","('BRCA2 Syndrome', 'C1332443')"
"('Occur (action)', 'C1709305')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Tired', 'C0557875')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('treatment options', 'C0683525')","('Refractory Barrett Esophagus', 'C4763736')"
"('Therapeutic procedure', 'C0087111')","('Cancer of Urinary Tract', 'C0751571')"
"('Persons', 'C0027361')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Persons', 'C0027361')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Observation of attack', 'C1304680')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Veins', 'C0042449')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('style', 'C0489654')","('BRCA2 Syndrome', 'C1332443')"
"('Esophagus', 'C0014876')","('Leiomyoma of Gallbladder', 'C1333745')"
"('Lung', 'C0024109')","('papillary carcinoma of penis', 'C1335322')"
"('70%', 'C3842584')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Genital system', 'C0559522')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Immune System Processes', 'C1817756')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Topical surface', 'C0332237')","('Spongiotic dermatitis', 'C0262984')"
"('Concept model range (foundation metadata concept)', 'C3542016')","('Deep Leiomyoma', 'C1333266')"
"('Communicable Diseases', 'C0009450')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Usually', 'C3888388')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Body tissue', 'C0040300')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Infection caused by Helicobacter pylori', 'C0850666')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Science of Etiology', 'C1524003')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Human body structure', 'C0460148')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('In Blood', 'C0005768')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Overall Publication Type', 'C0282416')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Tissue membrane', 'C0025255')","('Neonatal leukemia', 'C0235813')"
"('Known', 'C0205309')","('Acute lymphadenitis', 'C0157705')"
"('Malignant neoplasm of thyroid', 'C0007115')","('papillary carcinoma of penis', 'C1335322')"
"('Thymus Gland', 'C0040113')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Different', 'C1705242')","('papillary carcinoma of penis', 'C1335322')"
"('Blood Products Laboratory Testing', 'C3831328')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Hemochromatosis', 'C0018995')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Stage Grouping', 'C1519504')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Late stage', 'C1279941')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Adult', 'C0001675')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Affecting', 'C0392760')","('Refractory Barrett Esophagus', 'C4763736')"
"('Name', 'C0027365')","('BRCA2 Syndrome', 'C1332443')"
"('include - SetOperator', 'C1552866')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Apocrine Glands', 'C0003584')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Primary malignant neoplasm', 'C1306459')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Present', 'C0150312')","('Acantholytic squamous cell carcinoma', 'C0334250')"
