CUI1,CUI2
"('white blood cell type', 'C0427536')",Neoplastic Hematopoietic and Lymphoid Cell
"('Myo-epithelium', 'C1180274')",Malignant Myoepithelial Cell
"('Pathogenic organism', 'C0450254')",Neoplastic Glial Cell
"('NBL1 wt Allele', 'C1705347')",Abnormal Lymphocyte cell
"('Oxygen', 'C0030054')",Neoplastic Glial Cell
"('Frequently', 'C0332183')",Neoplastic Fibroblast-Like Cell
"('Normal tissue morphology', 'C0332441')",Neoplastic Epithelial Clear Cell
"('Daily Living', 'C4552744')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Within', 'C0332285')",Neoplastic Myeloid Cell
"('Physical findings', 'C0311392')",Serous Adenocarcinoma Cell
"('Numbers', 'C0237753')",Signet Ring Adenocarcinoma Cell
"('Embryonic gut', 'C4242203')",Malignant Primitive Germ Cell
"('Two', 'C0205448')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Adrenal Cortical Adenoma', 'C0206667')",Malignant Adrenal Cortical Cell
"('Simple', 'C0205352')",Malignant Cutaneous Basal Cell
"('Percent (qualifier value)', 'C0439165')",Serous Adenocarcinoma Cell
"('Nutrients', 'C0678695')",Neoplastic Oligodendrocyte
"('Death (finding)', 'C1306577')",Malignant Skeletal Muscle Cell
"('Body structure', 'C1268086')",Neoplastic Ganglion Cell
"('/40', 'C0439509')",Serous Adenocarcinoma Cell
"('Running (physical activity)', 'C0035953')",Spindle B Melanoma Cell
"('Dysplasia', 'C0334044')",Neoplastic Epithelial Cell
"('HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1', 'C3888239')",Osteoclast-Like Giant Cell
"('Population Group', 'C1257890')",Neoplastic Multinucleated Giant Cell
"('Direct type of relationship', 'C0439851')",Atypical Chondrocyte
"('Abnormal coordination', 'C0520966')",Neoplastic Cell
"('Percent of Abnormal Cells', 'C2347472')",Neoplastic Squamous Cell
"('Characteristics', 'C1521970')",Neoplastic Centroblast
"('Changed status', 'C0443172')",Type I cell of carotid body
"('Skin Specimen', 'C0444099')",Malignant Spindle Squamous Cell
"('Time (foundation metadata concept)', 'C3541383')",Neoplastic Small Sex Cord-Stromal Cell
"('Glandular', 'C0225353')",Secretory Adenocarcinoma Cell
"('pharmacotherapeutic', 'C0013217')",Malignant Cutaneous Basal Cell
"('Immune System Finding', 'C1291764')",Immature Malignant Mast Cell
"('risk factors', 'C0035648')",Malignant Mesothelial Cell
"('Colloids', 'C0009361')",Malignant Thyroid Gland Follicular Cell
"('Genus Homo', 'C1300203')",Neoplastic Parathyroid Gland Cell
"('In addition to', 'C0332287')",Neoplastic Centroblast
"('Lung', 'C0024109')",Malignant Epithelial Large Cell
"('Known', 'C0205309')",Centrocyte-Like Cell
"('SPINK5 gene', 'C1423506')",Malignant Neuroendocrine Small Cell
"('Skeletal bone', 'C0262950')",Neoplastic Melanocyte
"('Bone Marrow', 'C0005953')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Skin, Human', 'C4520765')",Neoplastic Keratinocyte
"('More', 'C0205172')",Malignant Epithelioid Cell
"('Intrinsic origin', 'C0439674')",Neoplastic Granulocyte
"('One', 'C0205447')",Neoplastic Centroblast
"('Peripheral Nervous System', 'C0206417')",Neoplastic Oligodendrocyte
"('Nongranular leukocyte', 'C0023517')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Marginal Zone B-Cell Lymphoma', 'C1367654')",Centrocyte-Like Cell
"('Abnormally high', 'C1299351')",Melanoma Cell
"('International Classification of Diseases for Oncology, Second Edition', 'C2828257')",Neoplastic Meningothelial Cell
"('Removed', 'C0849355')",Neoplastic Astrocyte
"('Damage', 'C1883709')",Spindle B Melanoma Cell
"('Adverse Event Associated with Syndromes', 'C1558916')",Neoplastic Histiocytic and Dendritic Cell
"('Apocrine sweat gland structure', 'C0930083')",Malignant Eccrine Cell
"('Center of town', 'C3810851')",Neoplastic Retinal Ganglion Cell
"('Current (present time)', 'C0521116')",Neoplastic Meningothelial Cell
"('Natural Killer Cells', 'C0022688')",Neoplastic Monoblast
"('Before', 'C0332152')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Manufactured form', 'C0376315')",Spider Cell
"('Safety Reporting Documentation', 'C3891294')",Neoplastic Eccrine Cell
"('Electrical (qualifier value)', 'C0442828')",Neoplastic Ependymal Cell
"('Neoplastic Cell', 'C0597032')",Neoplastic Stromal Cell
"('Secondary Neoplasm', 'C2939419')",Malignant Small Cell
"('Neurofibromin, human', 'C4316858')",Neoplastic Schwann Cell
"('Bothered by Night Sweats', 'C4084742')",Hodgkin Cell
"('antibiotics, intestinal', 'C3540709')",Malignant Small Hyperchromatic Cell
"('Metastatic Neoplasm', 'C2939420')",Neoplastic Multinucleated Giant Cell
"('telomere', 'C0085187')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Surface', 'C0205148')",Malignant Goblet-Like Mucous Cell
"('Large amount', 'C3869890')",Malignant Hyperchromatic Small Epithelial Cell
"('Population Group', 'C1257890')",Neoplastic Sex Cord-Stromal Cell
"('Advance', 'C3854260')",Neoplastic Centroblast
"('Foreign body (physical object)', 'C4522195')",Osteoclast-Like Giant Cell
"('seen', 'C0205397')",Malignant Syncytiotrophoblastic Giant Cell
"('Administration procedure', 'C1533734')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Type - attribute', 'C0332307')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Qualitative form', 'C0348078')",Hypergranular Promyelocyte
"('Folded structure', 'C0332462')",Neoplastic Myeloid Cell
"('Tissue Specimen Code', 'C1547928')",Malignant Hyperchromatic Epithelial Cell
"('Harbor', 'C0475311')",Malignant Epithelial Cell
"('risk factors', 'C0035648')",Serous Adenocarcinoma Cell
"('Tumorigenicity', 'C1519697')",Neoplastic Fibroblast
"('Monobactams', 'C0026458')",Malignant Small Hyperchromatic Cell
"('Oral cavity', 'C0226896')",Neoplastic Connective and Soft Tissue Cell
"('Lipofuscin', 'C0023789')",Hemosiderin-laden macrophage
"('Lymphoid Cell Count', 'C4521224')",Neoplastic Hematopoietic and Lymphoid Cell
"('Prominent', 'C0205402')",Malignant Lipocyte
"('Etiology aspects', 'C0015127')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Femur length', 'C1300812')",Neoplastic Centroblast
"('Blood', 'C0005767')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Bone Tissue', 'C0391978')",Atypical Chondrocyte
"('Tryptophanase', 'C0041260')",Malignant Hyperchromatic Epithelial Cell
"('mucosa-associated lymphoid tissue', 'C0599921')",Centrocyte-Like Cell
"('Type A', 'C4264487')",Neoplastic Muscle Cell
"('Frequently', 'C0332183')",Malignant Cutaneous Basal Cell
"('Known', 'C0205309')",Neoplastic Centroblast
"('Lymphocyte', 'C0024264')",Neoplastic Hematopoietic and Lymphoid Cell
"('Known', 'C0205309')",Leukemic Cell
"('Structure of thyroid parafollicular cell', 'C0229579')",Malignant Thyroid Gland Follicular Cell
"('Human body', 'C0242821')",Malignant Endocrine Cell
"('Cell (compartment)', 'C1948049')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Negation', 'C1518422')",Neoplastic Oligodendrocyte
"('White Blood Cell Count procedure', 'C0023508')",Neoplastic Hematopoietic and Lymphoid Cell
"('Grouping', 'C1522242')",Adenocarcinoma Cell
"('Have Pain', 'C2984058')",Neoplastic Schwann Cell
"('Cells', 'C0007634')",Immature Malignant Mast Cell
"('Heterogeneity', 'C0019409')",Malignant Epithelial Large Cell
"('Notch Receptor Intracellular Domain', 'C3828777')",Neoplastic Plasma Cell
"('66', 'C4517841')",Neoplastic Lymphocyte
"('Change -- procedure', 'C4319952')",Malignant Smooth Muscle Cell
"('Peripheral Nervous System', 'C0206417')",Neoplastic Small Neuroepithelial Cell
"('Dog family', 'C1280551')",Immature Malignant Mast Cell
"('Unpredictable behavior', 'C0562453')",Neoplastic Multinucleated Giant Cell
"('Malignant neoplasm of lung', 'C0242379')",Malignant Squamous Cell
"('Togo', 'C0040363')",Neoplastic Astrocyte
"('Stage 3B', 'C0456599')",Neoplastic Centroblast
"('Frequently', 'C0332183')",Malignant Skeletal Muscle Cell
"('Abnormal Reference Range', 'C2699333')",Neoplastic Epithelial Cell
"('Juvenile Myelomonocytic Leukemia', 'C0349639')",Neoplastic Promonocyte
"('Hormone (disposition)', 'C4521914')",Neoplastic Melanocyte
"('Normal height', 'C0587053')",Neoplastic Myeloid Cell
"('New Zealand Rabbits', 'C0324547')",Melanoma Cell
"('Representation (action)', 'C1882932')",Serous Adenocarcinoma Cell
"('Hereditary Diseases', 'C0019247')",Malignant Skeletal Muscle Cell
"('Shortness of Breath Visual Analogue Scale', 'C4553552')",Neoplastic Myeloid Blast
"('Specimen Source Codes - tumor', 'C1578706')",Epithelioid Osteoblast
"('Woman', 'C0043210')",Malignant Epithelial Small Cell
"('Term (temporal)', 'C1515273')",Plasmablastic Immunoblast
"('Separate', 'C0443299')",Malignant Mesothelial Cell
"('Reported Term', 'C2826302')",Neoplastic Eccrine Cell
"('Tumor Mass', 'C3273930')",Malignant Eccrine Cell
"('Hold (action)', 'C1948035')",Neoplastic Glial Cell
"('PREVENT (product)', 'C0309872')",Melanoma Cell
"('status - In progress', 'C1272688')",Neoplastic Germ Cell
"('Associated with', 'C0332281')",Neoplastic Neuroendocrine Cell
"('Release - action (qualifier value)', 'C1283071')",Malignant Skeletal Muscle Cell
"('mucus layer', 'C2753459')",Neoplastic Epithelial Cell with Intracytoplasmic Mucin
"('B-Lymphocytes', 'C0004561')",Abnormal Lymphocyte cell
"('Glycoproteins', 'C0017968')",Neoplastic Fibroblast
"('Epidermis', 'C0014520')",Neoplastic Columnar Epithelial Cell
"('Dependent - ability', 'C0851827')",Malignant Endothelial Cell
"('Childhood Diffuse Large B-Cell Lymphoma', 'C1332967')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Half', 'C2825407')",Serous Adenocarcinoma Cell
"('Hormones', 'C0019932')",Malignant Hyperchromatic Epithelial Cell
"('Exposure to asbestos', 'C0003948')",Malignant Mesothelial Cell
"('Promotion (action)', 'C0033414')",Neoplastic Melanocyte
"('Publishing', 'C0034037')",Neoplastic Small Sex Cord-Stromal Cell
"('Forecast of outcome', 'C0033325')",Centrocyte-Like Cell
"('Communicable Diseases', 'C0009450')",Malignant Mesothelial Cell
"('Biomaterial Treatment', 'C1705169')",Malignant Mesothelial Cell
"('Certain (qualifier value)', 'C0205423')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Known', 'C0205309')",Malignant Endothelial Cell
"('Melanoma Pathway', 'C2984289')",Melanoma Cell
"('Childhood Diffuse Large B-Cell Lymphoma', 'C1332967')",Neoplastic Large B-Lymphocyte
"('Change -- procedure', 'C4319952')",Neoplastic Connective and Soft Tissue Cell
"('Gender', 'C0079399')",Malignant Small Cell
"('Cell Count', 'C0007584')",Malignant Endothelial Cell
"('Singular', 'C0205171')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Changed status', 'C0443172')",Malignant Smooth Muscle Cell
"('Unknown GENC', 'C4050014')",Neoplastic Connective and Soft Tissue Cell
"('GHRH gene', 'C1333674')",Neoplastic Melanocyte
"('Differentiation', 'C2945687')",Plasmablastic Immunoblast
"('TERT gene', 'C1367342')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Basis - conceptual entity', 'C1527178')",Neoplastic Myeloid Blast
"('Benign Neoplasm', 'C0086692')",Neoplastic Germ Cell
"('Adenocarcinoma of large intestine', 'C1319315')",Neoplastic Lipocyte
"('Calcification', 'C1533591')",Atypical Chondrocyte
"('Function (attribute)', 'C0542341')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Diversity', 'C1880371')",Neoplastic Oligodendrocyte
"('Chemotherapy', 'C3665472')",Malignant Syncytiotrophoblastic Giant Cell
"('Tryptophanase', 'C0041260')",Neoplastic Perineurial-Like Cell
"('Myelin Sheath', 'C0026973')",Neoplastic Neuroepithelial Cell
"('structure', 'C0678594')",Neoplastic Monoblast
"('Base - General Qualifier', 'C1705938')",Neoplastic Myeloid Blast
"('Biogenic Amines', 'C0005496')",Malignant Neuroendocrine Large Cell
"('Prognosis bad', 'C0278252')",Neoplastic Myeloid Cell
"('Hormonal', 'C0458083')",Malignant Endocrine Cell
"('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')",Neoplastic Neuroblast
"('include - SetOperator', 'C1552866')",Serous Adenocarcinoma Cell
"('Marginal Zone', 'C1711368')",Centrocyte-Like Cell
"('Social group', 'C0687744')",Plasmablastic Immunoblast
"('Histiocytosis, Langerhans-Cell', 'C0019621')",Neoplastic Histiocytic and Dendritic Cell
"('Organ', 'C0178784')",Malignant Spindle Squamous Cell
"('Image Feature', 'C2346469')",Neoplastic Chromaffin Cell
"('Microscopic description', 'C3869660')",Neoplastic Lipoblast
"('Original', 'C0205313')",Epithelioid Endothelial Cell
"('Type - attribute', 'C0332307')",Hodgkin Cell
"('Malignant Myoepithelial Cell', 'C1518212')",Malignant Myoepithelial Cell
"('development aspects', 'C0243107')",Malignant Primitive Germ Cell
"('Bone Marrow', 'C0005953')",Abnormal Lymphocyte cell
"('Weight decreased', 'C1262477')",Hodgkin Cell
"('Advanced phase', 'C0205179')",Serous Adenocarcinoma Cell
"('Internal', 'C0205102')",Neoplastic Granulocyte
"('Both ovaries', 'C0227898')",Malignant Stromal Cell
"('Functional', 'C0205245')",Malignant Thyroid Gland Follicular Cell
"('common types', 'C3242448')",Malignant Spindle Squamous Cell
"('Symptoms aspect', 'C0683368')",Malignant Hyperchromatic Epithelial Cell
"('Non-Neoplastic Disorder', 'C1709246')",Neoplastic Stromal Cell
"('Togo', 'C0040363')",Neoplastic Melanocyte
"('Contain (action)', 'C2700400')",Neoplastic Spindle-Shaped Myofibroblast
"('Prostate', 'C0033572')",Malignant Hyperchromatic Epithelial Cell
"('Human body structure', 'C0460148')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Bronchitis, Chronic', 'C0008677')",Malignant Goblet-Like Mucous Cell
"('Pale feces (finding)', 'C0232720')",Serous Adenocarcinoma Cell
"('Project', 'C1709701')",Mucin-Producing Malignant Epithelial Cell
"('other medicated shampoos in ATC', 'C3539125')",Neoplastic Chromaffin Cell
"('Abnormally high', 'C1299351')",Malignant Mesothelial Cell
"('SLC6A2 protein, human', 'C1456447')",Malignant Neuroendocrine Large Cell
"('Brain', 'C0006104')",Neoplastic Retinal Ganglion Cell
"('Mechanism Component of Device', 'C1706376')",Neoplastic Connective and Soft Tissue Cell
"('Abnormal Reference Range', 'C2699333')",Neoplastic Histiocytic and Dendritic Cell
"('Complication Aspects', 'C1171258')",Malignant Hyperchromatic Small Epithelial Cell
"('Well Differentiated', 'C0205615')",Plasmablastic Immunoblast
"('Smear - instruction imperative', 'C1947932')",Melanoma Cell
"('Case unit dose', 'C1533148')",Neoplastic Eosinophilic Precursor
"('Classification', 'C0008902')",Neoplastic Monoblast
"('Percent Activity', 'C0439167')",Neoplastic Melanocyte
"('Left sided', 'C0443246')",Neoplastic Myeloid Blast
"('Benign melanocytic nevus', 'C1456781')",Malignant Lipocyte
"('Aggressive course', 'C0580822')",Serous Adenocarcinoma Cell
"('Frequently', 'C0332183')",Atypical Chondrocyte
"('Young', 'C0332239')",Epithelioid Endothelial Cell
"('Benign', 'C0205183')",Malignant Hyperchromatic Small Epithelial Cell
"('Cancer-Associated Fibroblasts', 'C4277548')",Neoplastic Fibroblast
"('Usually Need Help from Another Person for Arising', 'C4318616')",Neoplastic Schwann Cell
"('Decision', 'C0679006')",Malignant Thyroid Gland Follicular Cell
"('Pediculus humanus capitis (eukaryote)', 'C0411280')",Neoplastic Smooth Muscle Cell
"('Abnormal', 'C0205161')",Neoplastic Myeloid Blast
"('Case (situation)', 'C0868928')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Human body structure', 'C0460148')",Malignant Neuroendocrine Large Cell
"('cell growth pattern', 'C1623229')",Neoplastic Transitional Cell
"('search - EntityNameUse', 'C1552603')",Spider Cell
"('Storage', 'C1698986')",Malignant Skeletal Muscle Cell
"('Variant', 'C0205419')",Plasmablastic Immunoblast
"('Abnormal Reference Range', 'C2699333')",Neoplastic Cell
"('Binding action', 'C1145667')",Neoplastic Fibroblast-Like Cell
"('Occurrence Indicator', 'C4284875')",Neoplastic Mature Ganglion Cell
"('Body tissue', 'C0040300')",Malignant Transitional Cell
"('Percent of Abnormal Cells', 'C2347472')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Account number:Identifier:Point in time:^Patient:Nominal', 'C2741673')",Serous Adenocarcinoma Cell
"('Type A', 'C4264487')",Malignant Mesothelial Cell
"('Skin Specimen', 'C0444099')",Malignant Cutaneous Basal Cell
"('Treating', 'C1522326')",Neoplastic Centroblast
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')",Neoplastic Endothelial Cell
"('T-Cell Prolymphocytic Leukemia', 'C2363142')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Human Age Group', 'C0027362')",Epithelioid Endothelial Cell
"('pars nervosa of hypophysis', 'C0447640')",Neoplastic Melanocyte
"('Mental concentration', 'C0086045')",Centrocyte-Like Cell
"('Poor - qualifier', 'C2700379')",Spindle B Melanoma Cell
"('Relational and Item-Specific Encoding Task', 'C4321377')",Primitive Mesenchymal Cell
"('Malignant Neoplasms', 'C0006826')",Neoplastic Eosinophilic Precursor
"('Liquid Tumor', 'C3890429')",Abnormal Hematopoietic and Lymphoid Cell
"('Library of Congress Subject Headings', 'C1140106')",Neoplastic Histiocytic and Dendritic Cell
"('Physical assessment findings', 'C1509143')",Neoplastic Monoblast
"('Order (action)', 'C1705178')",Malignant Cuboidal Mucous Cell
"('Skin Specimen', 'C0444099')",Neoplastic Myeloid Blast
"('Major histocompatibility complex protein', 'C2334430')",Malignant Endothelial Cell
"('Decision', 'C0679006')",Spider Cell
"('Cellular', 'C0178539')",Neoplastic Ependymal Cell
"('Taken', 'C1883727')",Neoplastic Eosinophilic Precursor
"('Deriving', 'C1711343')",Neoplastic Histiocytic and Dendritic Cell
"('Abnormal', 'C0205161')",Neoplastic Epithelial Clear Cell
"('Angiosperm', 'C0330208')",Malignant Primitive Germ Cell
"('Homo sapiens', 'C0086418')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Germ Layers', 'C0017472')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Cure (remedy)', 'C1880198')",Melanoma Cell
"('Europe', 'C0015176')",Neoplastic Centroblast
"('Bacteria present', 'C4038931')",Malignant Small Hyperchromatic Cell
"('Formation', 'C1522492')",Keratinizing Malignant Squamous Cell
"('Bladder Continence Question', 'C4319531')",Malignant Cuboidal Mucous Cell
"('Related personal status', 'C0445223')",Neoplastic Meningothelial Cell
"('Osteoblasts', 'C0029418')",Neoplastic Multinucleated Giant Cell
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","Tumor cells, malignant"
"('Has difficulty doing (qualifier value)', 'C1299586')",Neoplastic Schwann Cell
"('Childhood Lymphoma', 'C1332979')",Neoplastic Centroblast
"('<3 (qualifier value)', 'C0439086')",Neoplastic Neuroepithelial Cell
"('Often - answer to question', 'C4050225')",Malignant Neuroendocrine Cell
"('Cells', 'C0007634')",Malignant Lipocyte
"('Prostate', 'C0033572')",Malignant Hyperchromatic Small Epithelial Cell
"('Cellular Debris', 'C4055264')",Giant Cells
"('Adenocarcinoma of large intestine', 'C1319315')",Neoplastic Eosinophilic Precursor
"('Clinical', 'C0205210')",Malignant Hyperchromatic Epithelial Cell
"('Part Dosing Unit', 'C1709471')",Plasmablastic Immunoblast
"('Main', 'C1542147')",Neoplastic Plasma Cell
"('Infiltration', 'C0332448')",Neoplastic Myeloid Cell
"('Wound Healing', 'C0043240')",Neoplastic Stellate Cell
"('Better', 'C0332272')",Giant Cells
"('Present', 'C0150312')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('How Much Distress Pain', 'C4085212')",Neoplastic Perineurial-Like Cell
"('Peripheral Nervous System', 'C0206417')",Neoplastic Ependymal Cell
"('Cancer Genus', 'C0998265')",Abnormal Hematopoietic and Lymphoid Cell
"('Including (qualifier)', 'C0332257')",Plasmablastic Immunoblast
"('At risk of infection', 'C0582147')",Neoplastic Myeloid Blast
"('Shapes', 'C0332479')",Malignant Smooth Muscle Cell
"('Classification', 'C0008902')",Neoplastic Plasma Cell
"('Cell (compartment)', 'C1948049')",Neoplastic Multinucleated Giant Cell
"('Changing', 'C0392747')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Leading', 'C1522538')",Neoplastic Ganglion Cell
"('Obsolete - EditStatus', 'C1610167')",Neoplastic Centroblast
"('Semi-solid', 'C4544501')",Neoplastic Ganglion Cell
"('Togo', 'C0040363')",Malignant Hyperchromatic Small Epithelial Cell
"('Skin', 'C1123023')",Neoplastic Myeloid Blast
"('Function (attribute)', 'C0542341')",Neoplastic Monoblast
"('Skin carcinoma', 'C0699893')",Spindle B Melanoma Cell
"('Original Regulatory Submission', 'C2347409')",Malignant Eccrine Cell
"('Limb structure', 'C0015385')",Malignant Rhabdomyoblast
"('Two', 'C0205448')",Abnormal Lymphocyte cell
"('Ephrin Type-B Receptor 1, human', 'C3853572')",Malignant Neuroendocrine Small Cell
"('Adrenal Cortex Hormones', 'C0001617')",Neoplastic Melanocyte
"('Bifurcation (procedure)', 'C0184906')",Type I cell of carotid body
"('Acinar Cell Carcinoma', 'C0206685')",Neoplastic Acinar Cell
"('Brain', 'C0006104')",Neoplastic Glial Cell
"('Count of entities', 'C0449788')",Neoplastic Fibroblast
"('Bladder Cancer Pathway', 'C2984270')",Malignant Syncytiotrophoblastic Giant Cell
"('Multilaminar epithelium', 'C0682575')",Malignant Cuboidal Mucous Cell
"('Precipitating Factors', 'C0032930')",Neoplastic Epithelial Cell
"('Determined by', 'C0521095')",Malignant Syncytiotrophoblastic Giant Cell
"('Account number:Identifier:Point in time:^Patient:Nominal', 'C2741673')",Malignant Cutaneous Basal Cell
"('Telomerase', 'C0087071')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('High', 'C0205250')",Melanoma Cell
"('Cytoplasm', 'C0010834')",Hypergranular Promyelocyte
"('Fasting', 'C0015663')",Melanoma Cell
"('Feedback - evaluative response process', 'C2911691')",Neoplastic Parathyroid Gland Cell
"('Experimental Result', 'C2825142')",Keratinizing Malignant Squamous Cell
"('Abnormal cell', 'C0333717')",Neoplastic Promonocyte
"('Percent (qualifier value)', 'C0439165')",Malignant Transitional Cell
"('Giant Cell Tumor of Bone', 'C0206638')",Neoplastic Osteoblast
"('Monocytes', 'C0026473')",Malignant Cell with Eosinophilic Cytoplasm
"('Mechanism (attribute)', 'C0441712')",Neoplastic Schwann Cell
"('Image Feature', 'C2346469')",Malignant Epithelioid Cell
"('Pathogenic organism', 'C0450254')",Malignant Small Hyperchromatic Cell
"('Infection', 'C3714514')",Neoplastic Myeloid Blast
"('3+ Score', 'C2827736')",Neoplastic Neuroepithelial Cell
"('Duct (organ) structure', 'C0687028')",Malignant Eccrine Cell
"('Hemangioendothelioma', 'C0018915')",Neoplastic Hobnail Cell
"('Internal', 'C0205102')",Neoplastic Leydig Cell
"('Respiration', 'C0035203')",Neoplastic Astrocyte
"('Entity Determiner - specific', 'C1552740')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Back Pain', 'C0004604')",Serous Adenocarcinoma Cell
"('Cells', 'C0007634')",Malignant Spindle-Shaped to Round Cell
"('Direct (qualifier)', 'C1947931')",Neoplastic Leydig Cell
"('Up', 'C0547043')",Immature Malignant Mast Cell
"('Early disease stage', 'C4699609')",Serous Adenocarcinoma Cell
"('Skin Specimen', 'C0444099')",Malignant Squamous Cell
"('Intracellular', 'C0178719')",Malignant Endothelial Cell
"('Stage 3B', 'C0456599')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Childhood Germ Cell Tumor', 'C0279014')","Tumor cells, malignant"
"('Presentation', 'C0449450')",Malignant Cutaneous Basal Cell
"('Dyspnea', 'C0013404')",Neoplastic Myeloid Blast
"('macrophage', 'C0024432')",Osteoclast-Like Giant Cell
"('Organ', 'C0178784')",Malignant Hyperchromatic Epithelial Cell
"('Malignant - descriptor', 'C0205282')",Hairy cell
"('Type A', 'C4264487')",Keratinizing Malignant Squamous Cell
"('FLT3LG wt Allele', 'C1708024')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Generic Role', 'C1705810')",Neoplastic Ependymal Cell
"('Absent', 'C0332197')",Malignant Myoepithelial Cell
"('Abnormal Origin', 'C4085931')",Plasmablastic Immunoblast
"('Exocrine Glands', 'C0015282')",Eccrine Adenocarcinoma Cell
"('Location of Oral Residue Following Swallowing', 'C4284931')",Atypical Chondrocyte
"('Linear', 'C0205132')",Neoplastic Connective and Soft Tissue Cell
"('History of - blood transfusion', 'C0281867')",Neoplastic Promonocyte
"('Blood Platelets', 'C0005821')",Malignant Cell with Eosinophilic Cytoplasm
"('Often - answer to question', 'C4050225')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('80%', 'C3842583')",Malignant Cutaneous Basal Cell
"('Providing (action)', 'C1999230')",Neoplastic Columnar Epithelial Cell
"('Ductal Epithelium', 'C1512086')",Malignant Eccrine Cell
"('Obesity, CTCAE', 'C1963185')",Serous Adenocarcinoma Cell
"('Antineoplastic Agents', 'C0003392')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('65+', 'C3843765')",Melanoma Cell
"('Cells', 'C0007634')",Malignant Epithelioid Cell
"('various other intestinal adsorbents in ATC', 'C3540769')",Neoplastic Centroblast
"('Giant Cell Tumors', 'C0017525')",Neoplastic Multinucleated Giant Cell
"('Central neuron', 'C0682701')",Neoplastic Oligodendrocyte
"('Linear', 'C0205132')",Keratinizing Malignant Squamous Cell
"('Therapeutic Mobilization', 'C0185112')",Neoplastic Melanocyte
"('Tissue membrane', 'C0025255')",Malignant Small Hyperchromatic Cell
"('Treating', 'C1522326')",Spindle B Melanoma Cell
"('Cancer Genus', 'C0998265')",Neoplastic Lipoblast
"('Entity Determiner - specific', 'C1552740')",Malignant Eccrine Cell
"('Lung', 'C0024109')",Keratinizing Malignant Squamous Cell
"('Severe (severity modifier)', 'C0205082')",Neoplastic Leydig Cell
"('Natural History', 'C0175860')",Malignant Squamous Cell
"('Cancer Other', 'C1707251')",Serous Adenocarcinoma Cell
"('Dependent for Toilet Use', 'C4321395')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Decrease', 'C0547047')",Neoplastic Fibroblast
"('Malignant Neoplasms', 'C0006826')",Neoplastic Epithelial Clear Cell
"('Retinoic Acid Response Element', 'C1514917')",Neoplastic Stellate Cell
"('Triggered by', 'C1444748')",Neoplastic Squamous Cell
"('Removed', 'C0849355')",Neoplastic Muscle Cell
"('What subject filter - Result', 'C1546471')",Melanoma Cell
"('Internal', 'C0205102')",Malignant Mesothelial Cell
"('Squamous Epithelial Cells', 'C0221910')",Malignant Epithelial Spindle Cell
"('IPSS Risk Category High', 'C4522209')",Malignant Skeletal Muscle Cell
"('Body Fluids', 'C0005889')",Malignant Mesothelial Cell
"('Process', 'C1522240')",Nevus cell
"('Endocrine', 'C0521425')",Malignant Adrenal Cortical Cell
"('Derivation', 'C1441547')",Neoplastic Multinucleated Giant Cell
