,CUI1,CUI2,label
1359,Long-term,Cancer of Urinary Tract,0
1360,Vaginal intraepithelial neoplasia,Secondary malignant neoplasm of lymph node,0
1361,Tissue Specimen Code,Female Breast Carcinoma,0
1362,cell growth,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1363,More,Pancreatic Intraepithelial Neoplasia-3,0
1364,Logical Condition,Mucinous adenocarcinoma gastric,0
1365,Pure Spanish horse breed (organism),Lung squamous cell carcinoma stage I,0
1366,Medical pathologist,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,0
1367,How Much Distress Weight Loss,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
1368,Case unit dose,Malignant Testicular Sertoli Cell Tumor,0
1369,Part,Childhood Cerebellar Neoplasm,0
1370,More,Thymic Clear Cell Carcinoma,0
1371,As Much as Desired,Deep Leiomyoma,0
1372,Woman,FIGO Stage II Ovarian Cancer,0
1373,Bronchi,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,0
1374,Offspring,Pilocytic astrocytoma of cerebellum,0
1375,Lower (action),Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1376,Prognosis:Find:Pt:^Patient:Nom,papillary carcinoma of penis,0
1377,Pancreas part,Stage IB Pancreatic Cancer AJCC v8,0
1378,Abdominal Cavity,Benign Carotid Body Paraganglioma,0
1379,Discover,de novo Myelodysplastic Syndrome,0
1380,Diabetes Mellitus,Endometrial Small Cell Carcinoma,0
1381,Fever symptoms (finding),Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1382,Collection (action),Hemangioma,0
1383,Providing presence (regime/therapy),Atypical Mesothelial Hyperplasia,0
1384,Percent of Abnormal Cells,Atypical Lobular Breast Hyperplasia,0
1385,PAGR1 wt Allele,Angiosarcoma of liver,0
1386,Value Above Reference Range,BRCA2 Syndrome,0
1387,Frequently,Blepharal carcinoma,0
1388,various antiseptic throat preparations,Benign Carotid Body Paraganglioma,0
1389,Germ Layers,Stage II Hepatocellular Carcinoma AJCC v6 and v7,0
1390,Blood group antibody I,Neonatal leukemia,0
1391,Telling untruths,Refractory Barrett Esophagus,0
1392,Age of Onset,Diffuse malignant mesothelioma,0
1393,Uveal melanoma,Recurrent Uveal Melanoma,0
1394,Vaginal clear cell adenocarcinoma,Adenocarcinoma,0
1395,What subject filter - Result,Uterine Cancer,0
1396,Myasthenia Gravis,Thymic Clear Cell Carcinoma,0
1397,Infrequent,Angiosarcoma of liver,0
1398,Allergens,Contact dermatitis due to alkali,0
1399,Term (temporal),Neonatal leukemia,0
1400,35,Cancer of Urinary Tract,0
1401,Sometimes,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1402,International Classification of Diseases for Oncology,Rhabdomyosarcoma with ganglionic differentiation,0
1403,Often - answer to question,Mucinous adenocarcinoma gastric,0
1404,Process (qualifier value),Stage IB Lung Cancer AJCC v7,0
1405,Diagnosis Study,Carcinoma of urinary bladder,0
1406,Documented,Cancer of Urinary Tract,0
1407,Aim (idea),Acute Undifferentiated Leukemia,0
1408,Medications:-:Point in time:^Patient:-,Diffuse malignant mesothelioma,0
1409,lobe,Childhood Thyroid Gland Follicular Carcinoma,0
1410,Microscopy,Malignant Testicular Sertoli Cell Tumor,0
1411,Diagnosis Study,Recurrent Uveal Melanoma,0
1412,month,Acute Undifferentiated Leukemia,0
1413,Menstruation,Endometrial Small Cell Carcinoma,0
1414,MUTYH gene,Familial Adenomatous Polyposis Associated Medulloblastoma,0
1415,Agreement,Breast Ductal Adenoma,0
1416,Document completion status - Documented,Cancer of Urinary Tract,0
1417,Symptoms,Undifferentiated Endocervical Sarcoma,0
1418,Include (action),Benign Apocrine Neoplasm,0
1419,Diagnosis Study,Malignant Testicular Sertoli Cell Tumor,0
1420,Financial Account,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
1421,Weight Loss,Methotrexate-Associated Hodgkin Lymphoma,0
1422,Molecular Mass,Pancreatic Intraepithelial Neoplasia-3,0
1423,Known,Leiomyoma of Gallbladder,0
1424,Communicable Diseases,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1425,year,Recurrent Testicular Lymphoma,0
1426,Extension,Noninfiltrating Intraductal Carcinoma,0
1427,Case unit dose,Airway Hemangioma,0
1428,treatment options,Endometrial Small Cell Carcinoma,0
1429,eTMF Content Model Code,Malignant Neoplasm of Lung - Multiple Primary Sites,0
1430,Cutaneous (intended site),Deep Leiomyoma,0
1431,Carcinoma of lung,Metastatic Carcinoma in the Lung,0
1432,Formation,Maxillary Sinus Adenocarcinoma,0
1433,Series - set of composite instances,Collecting Duct Carcinoma of the Kidney,0
1434,Virus,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1435,Decision,Tonsillar Carcinoma,0
1436,Spreading (qualifier value),Acantholytic squamous cell carcinoma,0
1437,Weight decreased,Diffuse malignant mesothelioma,0
1438,combination of objects,Uterine Cancer,0
1439,Carcinoma of lung,Lung squamous cell carcinoma stage I,0
1440,Recent,Recurrent Testicular Lymphoma,0
1441,Fungal,Cancer of Urinary Tract,0
1442,Infrequent,Anterior Urethral Malignant Neoplasm,0
1443,Occur (action),Contact dermatitis due to alkali,0
1444,Treatment Epoch,Ichthyosis,0
1445,various allergen extracts,Recurrent Testicular Lymphoma,0
1446,Europe,Intestinal Metaplasia of Bladder Urothelium,0
1447,Female Reproductive System,Undifferentiated Endocervical Sarcoma,0
1448,Infrequent,Malignant melanoma of eyelid,0
1449,Response to treatment,squamous cell carcinoma of the thyroid gland,0
1450,Mechanism Component of Device,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1451,Retinoic Acid Response Element,Extra-Adrenal Paraganglioma,0
1452,Insect Bite Specimen Code,Spongiotic dermatitis,0
1453,Source of radiation (attribute),Acantholytic squamous cell carcinoma,0
1454,Therapeutic radiology procedure,Malignant melanoma of eyelid,0
1455,/hour,Mucinous adenocarcinoma gastric,0
1456,Targeted Therapy,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
1457,Range,Deep Leiomyoma,0
1458,Atypical Ductal Breast Hyperplasia,Atypical Lobular Breast Hyperplasia,0
1459,Lymphoma,Malignant Neoplasm with Regional Lymph Node Involvement,0
1460,Various patch test substance,Neonatal leukemia,0
1461,Heartburn,Mucinous adenocarcinoma gastric,0
1462,Greater than one,Mucinous adenocarcinoma gastric,0
1463,Tubal Ligation,FIGO Stage II Ovarian Cancer,0
1464,Upper Extremity,Adult Alveolar Soft Part Sarcoma,0
1465,Age,Giant cell angiofibroma,0
1466,radiotherapeutic,Malignant melanoma of eyelid,0
1467,Burkina Faso,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1468,Responsible to,BRCA2 Syndrome,0
1469,row - Table,Blepharal carcinoma,0
1470,Deoxyribonucleic Acid Measurement,Stage II Hepatocellular Carcinoma AJCC v6 and v7,0
1471,Tryptophanase,Acute Undifferentiated Leukemia,0
1472,Result,Uterine Cancer,0
1473,Occurrence,Pilocytic astrocytoma of cerebellum,0
1474,Occurrence Indicator,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1475,Site of,Serous cystadenocarcinoma ovary,0
1476,Extrinsic,gliosarcoma,0
1477,Contain (action),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1478,Common Specifications in HL7 V3 Publishing,Urethral Carcinoma,0
1479,Treatment Epoch,Diffuse malignant mesothelioma,0
1480,Healthy,Clonal Hematopoiesis of Indeterminate Potential,0
1481,Tryptophanase,Stage II Hepatocellular Carcinoma AJCC v6 and v7,0
1482,Result,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1483,Html Link Type - index,Familial Hemophagocytic Lymphocytosis,0
1484,Common Specifications in HL7 V3 Publishing,Colorectal cancer,0
1485,Call (Instruction),BRCA2 Syndrome,0
1486,therapeutic aspects,Human Papillomavirus-Related Carcinoma,0
1487,Squamous cell carcinoma,Bladder squamous cell carcinoma stage I,0
1488,Physical assessment findings,Female Breast Carcinoma,0
1489,Infected,Adult Hepatocellular Carcinoma,0
1490,Standard Treatment,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1491,Entity Determiner - specific,Metastatic Ductal Breast Carcinoma,0
1492,Infrequent,adenoid cystic carcinoma of lung,0
1493,Three,Benign Apocrine Neoplasm,0
1494,therapeutic aspects,Spongiotic dermatitis,0
1495,To,Mucinous adenocarcinoma gastric,0
1496,How Often Itching,Mastocytosis,0
1497,Gases,Angiosarcoma of liver,0
1498,CDISC SEND Tumor Findings Results Terminology,Serous cystadenocarcinoma ovary,0
1499,Formation,FIGO Stage II Ovarian Cancer,0
1500,Geographic Locations,Malignant neoplasm of choroid,0
1501,Thorotrast,Angiosarcoma of liver,0
1502,2+ Score,FIGO Stage II Ovarian Cancer,0
1503,Vision,Airway Hemangioma,0
1504,Body structure,Airway Hemangioma,0
1505,Skin Pigmentation,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1506,Singular,Anterior Urethral Malignant Neoplasm,0
1507,Neurofibromatosis 1,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1508,Cough Frequency,Diffuse malignant mesothelioma,0
1509,Esophageal pH Monitoring,Refractory Barrett Esophagus,0
1510,Categories,Familial Hemophagocytic Lymphocytosis,0
1511,Acute Myeloid Leukemia Pathway,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1512,Binding action,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1513,Stem cell transplant,Localized Askin Tumor,0
1514,Intervention regimes,Unfavorable Non-Hodgkin Lymphoma,0
1515,90%,Uterine Cancer,0
1516,geographic population,Blepharal carcinoma,0
1517,bacteria aspects,Digestive System Hodgkin Lymphoma,0
1518,Younger child,benign mature teratoma of pancreas,0
1519,Percent (qualifier value),Diffuse malignant mesothelioma,0
1520,MALIGNANT benign,Benign Carotid Body Paraganglioma,0
1521,French-American-British Classification,Neonatal leukemia,0
1522,Qualitative form,Leiomyoma of Gallbladder,0
1523,Aim,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1524,Immune,Unresectable Rhabdomyosarcoma,0
1525,Common Specifications in HL7 V3 Publishing,Human Papillomavirus-Related Carcinoma,0
1526,Spreading (qualifier value),Malignant Testicular Sertoli Cell Tumor,0
1527,Presentation,gliosarcoma,0
1528,Melanocytic nevus,Recurrent Uveal Melanoma,0
1529,Web Site,Secondary malignant neoplasm of lymph node,0
1530,Complete Agreement,Clonal Hematopoiesis of Indeterminate Potential,0
1531,Bothered by Vomiting,Malignant neoplasm of thalamus,0
1532,transport (device),Sarcomatoid Renal Cell Carcinoma,0
1533,Suspected qualifier,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
1534,Lead,Placental aromatase deficiency,0
1535,Connect,Collecting Duct Carcinoma of the Kidney,0
1536,Overall,Testicular cancer metastatic,0
1537,Interferes with,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1538,Decision,Digestive System Hodgkin Lymphoma,0
1539,Manufactured form,Maxillary Sinus Adenocarcinoma,0
1540,Glycation End Products,Uterine Cancer,0
1541,therapeutic aspects,Cancer of Urinary Tract,0
1542,SLC6A2 wt Allele,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
1543,Form:Finding:Point in time:{Setting}:Document:{Role},FIGO Stage II Ovarian Cancer,0
1544,Major,Female Breast Carcinoma,0
1545,Anorexia,FIGO Stage II Ovarian Cancer,0
1546,Juvenile,Pilocytic astrocytoma of cerebellum,0
1547,Survival Rate,Spermatocytic seminoma,0
1548,Peritoneum,Atypical Mesothelial Hyperplasia,0
1549,Carcinoma,gliosarcoma,0
1550,Medicine,Unresectable Rhabdomyosarcoma,0
1551,Diagnostic Imaging,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
1552,QPCT wt Allele,Childhood Central Nervous System Immature Teratoma,0
1553,Involvement with,Recurrent Uveal Melanoma,0
1554,Etiology aspects,Ichthyoses,0
1555,Fever,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1556,Substance amount,Familial Hemophagocytic Lymphocytosis,0
1557,Nausea,Mucinous adenocarcinoma gastric,0
1558,Continuance of life,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1559,Endometrial scraping,Uterine Cancer,0
1560,Diffuse Large B-Cell Lymphoma,ALK positive large B-cell lymphoma,0
1561,Surgery specialty,Malignant Testicular Sertoli Cell Tumor,0
1562,Prior Chemotherapy,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1563,Manufactured sign,Pancreatic Intraepithelial Neoplasia-3,0
1564,Classification,Leptomeningeal sarcoma,0
1565,Hyperplasia,Atypical Mesothelial Hyperplasia,0
1566,Procedure (set of actions),Undifferentiated Endocervical Sarcoma,0
1567,Include (action),Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1568,Fever,Malignant Neoplasm with Regional Lymph Node Involvement,0
1569,Type A,Hodgkin lymphoma,0
1570,Result,Cancer of Urinary Tract,0
1571,Infrequent,Adult Fibrolamellar Carcinoma,0
1572,Aspects of signs,Stage IB Pancreatic Cancer AJCC v8,0
1573,Malignant tumor of colon,Familial Adenomatous Polyposis Associated Medulloblastoma,0
1574,P450-aromatase Deficiency,Placental aromatase deficiency,0
1575,Orbital region,Recurrent Uveal Melanoma,0
1576,SPINK5 gene,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
1577,Status post,Acantholytic squamous cell carcinoma,0
1578,Therapeutic procedure,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1579,Help document,Thymic Clear Cell Carcinoma,0
1580,Mean Percent of Normal,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1581,shared attribute,adenoid cystic carcinoma of lung,0
1582,Much,Mucinous adenocarcinoma gastric,0
1583,Diagnosis Study,Acantholytic squamous cell carcinoma,0
1584,Cavitation,Hemangioma,0
1585,Along edge (qualifier value),Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1586,Tryptophanase,Stage IB Pancreatic Cancer AJCC v8,0
1587,Usually,Neonatal leukemia,0
1588,Experimental Result,Undifferentiated Endocervical Sarcoma,0
1589,Consistency,Collecting Duct Carcinoma of the Kidney,0
1590,Full,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1591,Most,mucinous adenocarcinoma of gallbladder,0
1592,Feelings,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1593,Type A,Adult Alveolar Soft Part Sarcoma,0
1594,Consistency,Giant cell angiofibroma,0
1595,Cancer Genus,Testicular cancer metastatic,0
1596,Anterior portion of neck,Tonsillar Carcinoma,0
1597,BLNK gene,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1598,Occurrence,Diffuse malignant mesothelioma,0
1599,Singular,Pancreatic Intraepithelial Neoplasia-3,0
1600,Primary operation,Grade 1 Clear Cell Renal Cell Carcinoma,0
1601,Carcinoma,Adenocarcinoma of the prostate metastatic,0
1602,ALLERGENS IDENTIFIED:PRESENCE OR IDENTITY:POINT IN TIME:SERUM:NOMINAL,Contact dermatitis due to alkali,0
1603,Medical Devices,Recurrent Uveal Melanoma,0
1604,Northern Europe,Malignant melanoma of eyelid,0
1605,Office Visits,Spongiotic dermatitis,0
1606,Form of bone,Localized Askin Tumor,0
1607,Include (action),Unfavorable Non-Hodgkin Lymphoma,0
1608,Lymphatic System,mucinous adenocarcinoma of gallbladder,0
1609,Persons,Angiosarcoma of liver,0
1610,Thymoma,Thymic Clear Cell Carcinoma,0
1611,Dryness of eye,Blepharal carcinoma,0
1612,Serving,Breast Ductal Adenoma,0
1613,Usual,Neonatal leukemia,0
1614,IPSS Risk Category Low,Primary Cutaneous Plasmablastic Lymphoma,0
1615,Antidepressant Measurement,Refractory Barrett Esophagus,0
1616,Blood,Cancer of Urinary Tract,0
1617,Tobacco smoking behavior,Stage IB Pancreatic Cancer AJCC v8,0
1618,20%,Acantholytic squamous cell carcinoma,0
1619,Vaginal,papillary carcinoma of penis,0
1620,chronic,Acantholytic squamous cell carcinoma,0
1621,white blood cell type,Nodular Lymphocyte Predominant Hodgkin Lymphoma,0
1622,Malignant Neoplasms,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,0
1623,Body part,Adult Alveolar Soft Part Sarcoma,0
1624,Cover - action,Malignant Neoplasm of Lung - Multiple Primary Sites,0
1625,Measurement,Refractory Barrett Esophagus,0
1626,Singular,Blepharal carcinoma,0
1627,Affect (mental function),Angiosarcoma of liver,0
1628,PSA Level Greater than Fifty,Acute Undifferentiated Leukemia,0
1629,WHO Central Nervous System Grade I,Malignant neoplasm of choroid,0
1630,Associated with,BRCA2 Syndrome,0
1631,brain cell,Refractory Glioma,0
1632,Diagnosis,Mucinous adenocarcinoma gastric,0
1633,Place - dosing instruction imperative,Testicular cancer metastatic,0
1634,85,Metastatic Carcinoma in the Lung,0
1635,Right lymphatic duct,Digestive System Hodgkin Lymphoma,0
1636,Upper surface of body of first segment of coccyx,benign mature teratoma of pancreas,0
1637,Account number:Identifier:Point in time:^Patient:Nominal,Human Papillomavirus-Related Carcinoma,0
1638,high - ActExposureLevelCode,Tonsillar Carcinoma,0
1639,Soluble (qualifier),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1640,Birth,Airway Hemangioma,0
1641,Obese build,Anterior Urethral Malignant Neoplasm,0
1642,Manufactured form,Stage IB Pancreatic Cancer AJCC v8,0
1643,Yellow complexion,Stage IB Pancreatic Cancer AJCC v8,0
1644,Result,mucinous adenocarcinoma of gallbladder,0
1645,Biopsy,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1646,Tumor Antigens,Unresectable Rhabdomyosarcoma,0
1647,Fever symptoms (finding),Acute Undifferentiated Leukemia,0
1648,Immunotherapy,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1649,300,Extra-Adrenal Paraganglioma,0
1650,Better,Malignant Testicular Sertoli Cell Tumor,0
1651,Before,Thymic Clear Cell Carcinoma,0
1652,ethnic european,Extracranial Neuroblastoma,0
1653,Have Been Vomiting,Malignant neoplasm of thalamus,0
1654,Malignant neoplasm of urinary bladder,Bladder squamous cell carcinoma stage I,0
1655,Neoplasms,Pilocytic astrocytoma of cerebellum,0
1656,Experimental Result,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1657,Abdomen,Pancreatic Intraepithelial Neoplasia-3,0
1658,Benign Vascular Neoplasm,Hemangioma,0
1659,Mutation,benign mature teratoma of pancreas,0
1660,Genetic Predisposition to Disease,Tonsillar Carcinoma,0
1661,Malignant Neoplasms,Colorectal cancer,0
1662,Pain,Hodgkin lymphoma,0
1663,Type A,Colorectal cancer,0
1664,In Blood,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1665,Increase,Breast Ductal Adenoma,0
1666,Time (foundation metadata concept),Rhabdomyosarcoma with ganglionic differentiation,0
1667,Childhood Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,0
1668,Manufactured form,Female Breast Carcinoma,0
1669,Ultraviolet Rays,Malignant melanoma of eyelid,0
1670,Include (action),Rhabdomyosarcoma with ganglionic differentiation,0
1671,Tumor Mass,Granular Cell Leiomyosarcoma,0
1672,Most,Cancer of Urinary Tract,0
1673,Affecting,Stage I Adult Non-Hodgkin Lymphoma,0
1674,Tryptophanase,Clonal Hematopoiesis of Indeterminate Potential,0
1675,Present,Atypical Lobular Breast Hyperplasia,0
1676,Show,Angiosarcoma of liver,0
1677,Use of,Diffuse malignant mesothelioma,0
1678,Affecting,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1679,Immune System Finding,Thymic Clear Cell Carcinoma,0
1680,Hour Times Percent,Mucinous adenocarcinoma gastric,0
1681,Symptoms,Intestinal Metaplasia of Bladder Urothelium,0
1682,Poverty,Recurrent Uveal Melanoma,0
1683,Aspect - Kind of quantity,Female Breast Carcinoma,0
1684,To,Metastatic Ductal Breast Carcinoma,0
1685,Affecting,Spermatocytic seminoma,0
1686,Neoplasms,Choroid Necrotic Melanoma,0
1687,Occur (action),Acute Undifferentiated Leukemia,0
1688,Asia,Adult Hepatocellular Carcinoma,0
1689,NCI Thesaurus Qualifier,Cartilaginous exostosis,0
1690,High Level,Diffuse malignant mesothelioma,0
1691,Times,Recurrent Testicular Lymphoma,0
1692,Pharmacotherapy,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
1693,Involvement with,Localized Askin Tumor,0
1694,Extreme,Recurrent Testicular Lymphoma,0
1695,Arising in,Intestinal Metaplasia of Bladder Urothelium,0
1696,Symptoms aspect,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1697,Lymphoma,Unfavorable Non-Hodgkin Lymphoma,0
1698,Immune System Finding,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1699,Arsenic measurement,Blepharal carcinoma,0
1700,Pigment cell,Recurrent Uveal Melanoma,0
1701,Alleles,BRCA2 Syndrome,0
1702,Occur (action),Clonal Hematopoiesis of Indeterminate Potential,0
1703,body system,Secondary malignant neoplasm of lymph node,0
1704,Historical aspects qualifier,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1705,Homo sapiens,BRCA2 Syndrome,0
1706,Tryptophanase,Recurrent Testicular Lymphoma,0
1707,Most,Tonsillar Carcinoma,0
1708,Immunoproliferative Disorders,Malignant Neoplasm with Regional Lymph Node Involvement,0
1709,Retinoic Acid Response Element,Angiosarcoma of liver,0
1710,Active License,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1711,unknown vaccine or immune globulin,Adult Hepatocellular Carcinoma,0
1712,Lymphadenopathy,Methotrexate-Associated Hodgkin Lymphoma,0
1713,Either,Blepharal carcinoma,0
1714,Further,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1715,Diagnosis Study,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1716,Body Excretions,Collecting Duct Carcinoma of the Kidney,0
1717,Unknown,Malignant neoplasm of thalamus,0
1718,Gait normal,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1719,Asbestos,Tonsillar Carcinoma,0
1720,Therapeutic radiology procedure,Malignant Testicular Sertoli Cell Tumor,0
1721,Language Ability - Sign,Acute lymphadenitis,0
1722,Increase,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1723,Neoplasms by Site,Malignant neoplasm of choroid,0
1724,Linear,papillary carcinoma of penis,0
1725,Multiple Myeloma,Methotrexate-Associated Hodgkin Lymphoma,0
1726,Known,Metastatic Neoplasm to the Gallbladder,0
1727,status - In progress,Malignant neoplasm of thalamus,0
1728,Affecting,Mastocytosis,0
1729,Cell Count,Carcinoma of urinary bladder,0
1730,Child,Malignant neoplasm of choroid,0
1731,Smear - instruction imperative,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1732,Able (finding),Testicular cancer metastatic,0
1733,Infrequent,Recurrent Uveal Melanoma,0
1734,Immunotherapy,Malignant melanoma of eyelid,0
1735,Out (direction),Stage IB Pancreatic Cancer AJCC v8,0
1736,cell growth,adenosquamous carcinoma of breast,0
1737,Neurofibromatosis 1,Pilocytic astrocytoma of cerebellum,0
1738,Occurrence,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
1739,protein body,Thymic Clear Cell Carcinoma,0
1740,Urinary Diversion,Bladder squamous cell carcinoma stage I,0
1741,Major,Breast Ductal Adenoma,0
1742,Followed by,Testicular cancer metastatic,0
1743,Mutation,BRCA2 Syndrome,0
1744,Etiology aspects,Recurrent Uveal Melanoma,0
1745,Anorexia,Stage IB Pancreatic Cancer AJCC v8,0
1746,Did not receive therapy or drug for,Familial Adenomatous Polyposis Associated Medulloblastoma,0
1747,Togo,Blepharal carcinoma,0
1748,Breathing Distress Question,Refractory Barrett Esophagus,0
1749,Network Device,Digestive System Hodgkin Lymphoma,0
1750,Skin,Recurrent Uveal Melanoma,0
1751,treatment - ActInformationManagementReason,Ichthyosis,0
1752,Lower (action),Malignant Testicular Sertoli Cell Tumor,0
1753,Arising,Intestinal Metaplasia of Bladder Urothelium,0
1754,Supportive assistance,gliosarcoma,0
1755,Type of complication:Type:Pt:^Patient:Nom,mucinous adenocarcinoma of gallbladder,0
1756,Melanocytic nevus,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1757,combination - answer to question,Endometrial Small Cell Carcinoma,0
1758,Milliampere second,benign mature teratoma of pancreas,0
1759,Room of building - Study,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1760,Plaque (lesion),Contact dermatitis due to alkali,0
1761,Levator palpebrae superioris structure,Blepharal carcinoma,0
1762,Usual,Malignant neoplasm of choroid,0
1763,Fertility Agents,FIGO Stage II Ovarian Cancer,0
1764,Techniques,Mucinous adenocarcinoma gastric,0
1765,Complete Pharyngeal Contraction,Carcinoma of urinary bladder,0
1766,Complete Trisomy 21 Syndrome,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1767,Enlargement procedure,Childhood Lymphoma,0
1768,Responsible to,Primary Cutaneous Diffuse Large B-Cell Lymphoma,0
1769,risk factors - observation list,Refractory Barrett Esophagus,0
1770,Neuron spine,Recurrent Diffuse Intrinsic Pontine Glioma,0
1771,Lower (action),Precursor T-lymphoblastic lymphoma/leukemia stage III,0
1772,Specific qualifier value,Female Breast Carcinoma,0
1773,Known,Extracranial Neuroblastoma,0
1774,Skin,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
1775,Feelings,Childhood Lymphoma,0
1776,Therapeutic procedure,Unresectable Rhabdomyosarcoma,0
1777,Analysis,Adult Alveolar Soft Part Sarcoma,0
1778,% bound (qualifier value),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
1779,X-linked inheritance,Ichthyoses,0
1780,year,Primary Cutaneous Plasmablastic Lymphoma,0
1781,Lymphocyte,Digestive System Hodgkin Lymphoma,0
1782,Deterioration of status,FIGO Stage II Ovarian Cancer,0
1783,Stomach,Refractory Barrett Esophagus,0
1784,Left,Familial Adenomatous Polyposis Associated Medulloblastoma,0
1785,Major,Hodgkin lymphoma,0
1786,Itchiness,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
1787,Cerebrum,gliosarcoma,0
1788,Squamous cell carcinoma - category,Bladder squamous cell carcinoma stage I,0
1789,% Ercs,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
1790,Adult Pilocytic Astrocytoma,Pilocytic astrocytoma of cerebellum,0
1791,Vegetables,Mucinous adenocarcinoma gastric,0
1792,Tumor cells,Primary Cutaneous Diffuse Large B-Cell Lymphoma,0
1793,therapeutic aspects,Maxillary Sinus Adenocarcinoma,0
1794,risk factors,Refractory Barrett Esophagus,0
1795,Entity Determiner - specific,Breast Ductal Adenoma,0
1796,Others - Allergy,Mucinous adenocarcinoma gastric,0
1797,Often - answer to question,Primary Cutaneous Plasmablastic Lymphoma,0
1798,Hematologic Neoplasms,Heavy Chain Deposition Disease,0
1799,Classification of information,Breast Ductal Adenoma,0
1800,Therapy Object (animal model),Neonatal leukemia,0
1801,Colonic Polyps,Familial Adenomatous Polyposis Associated Medulloblastoma,0
1802,soft tissue,Localized Askin Tumor,0
1803,Heart,Thymic Clear Cell Carcinoma,0
1804,Neck,Benign neoplasm of thorax,0
1805,Brain Neoplasms,Refractory Glioma,0
1806,Fluid behavior,Diffuse malignant mesothelioma,0
1807,Body Site Modifier - Lower,Diffuse malignant mesothelioma,0
1808,Condition,Placental aromatase deficiency,0
1809,Possible diagnosis,Testicular cancer metastatic,0
